ID	Year	Areal_a	Q_a	Makva_a	Mjordbr_a	Mbefolkn_a	Mind_a	Mnatur_a	Msum_a	Mantropog_a	C_a	Status_a	Mfjell_a	Mskog_a	Minnsjo_a	Mbebygd_a	Komnr	Mspredt_a	Mtett_a
015.JB8C	2015	7.27	0.266	0	0	0	0	0.026	0.026	0	3.129	1	0.024	0.001	0.001	0	633	0	0
015.JBA0	2015	197.46	5.495	0	0	0	0	0.336	0.336	0	1.938	1	0.167	0.017	0.151	0	633	0	0
015.JBAA	2015	4.39	0.113	0	0	0	0	0.014	0.014	0	3.817	1	0.009	0.005	0.001	0	633	0	0
015.JBAB	2015	1.28	0.036	0	0	0	0	0.004	0.004	0	3.427	1	0.003	0	0.001	0	633	0	0
015.JBB	2015	192.11	5.364	0	0	0	0	0.32	0.32	0	1.892	1	0.159	0.011	0.151	0	633	0	0
015.JBC1	2015	189.23	5.296	0	0	0	0	0.311	0.311	0	1.864	1	0.156	0.005	0.151	0	633	0	0
015.JBC2	2015	158.87	4.473	0	0	0	0	0.471	0.471	0	3.337	1	0.257	0.009	0.205	0	633	0	0
015.JBC3	2015	124.53	3.42	0	0	0	0	0.309	0.309	0	2.867	1	0.173	0.007	0.128	0	633	0	0
015.JBC4	2015	124.26	3.413	0	0	0	0	0.305	0.305	0	2.835	1	0.173	0.007	0.124	0	633	0	0
015.JBC5	2015	123.64	3.399	0	0	0	0	0.296	0.296	0	2.763	1	0.173	0.007	0.116	0	633	0	0
015.JBC6	2015	119.7	3.301	0	0	0	0	0.268	0.268	0	2.578	1	0.169	0.005	0.094	0	633	0	0
015.JBC7	2015	98.28	2.695	0	0	0	0	0.181	0.181	0	2.131	1	0.119	0.003	0.058	0	633	0	0
015.JBC8	2015	93.79	2.573	0	0	0	0	0.245	0.245	0	3.024	1	0.167	0.004	0.075	0	633	0	0
015.JBD	2015	89.66	2.466	0	0	0	0	0.23	0.23	0	2.961	1	0.158	0.004	0.069	0	633	0	0
015.JBE	2015	47.3	1.317	0	0	0	0	0.086	0.086	0	2.074	1	0.058	0.002	0.027	0	633	0	0
015.JBF	2015	37.92	1.073	0	0	0	0	0.153	0.153	0	4.515	1	0.089	0.003	0.062	0	633	0	0
015.JC11	2015	278.1	6.522	0	0.064	0.136	0	0.726	0.925	0.199	4.497	1	0.415	0.195	0.116	0	633	0.109	0.026
015.JC12	2015	272.2	6.389	0	0.057	0.125	0	0.707	0.888	0.182	4.409	1	0.407	0.185	0.115	0	633	0.098	0.026
015.JC1Z	2015	11.53	0.34	0	0	0	0	0.056	0.056	0	5.198	1	0.035	0.004	0.017	0	633	0	0
015.JC21	2015	232.32	5.481	0	0.018	0.057	0	0.569	0.644	0.075	3.725	1	0.341	0.13	0.098	0	633	0.031	0.026
015.JC22	2015	229.43	5.437	0	0.009	0.042	0	0.561	0.613	0.052	3.574	1	0.341	0.123	0.098	0	633	0.016	0.026
015.JC2A	2015	3.62	0.105	0	0.001	0.001	0	0.018	0.02	0.002	6.186	1	0.01	0.002	0.007	0	633	0.001	0
015.JC2B	2015	2.3	0.071	0	0	0	0	0.014	0.014	0	6.266	1	0.007	0	0.007	0	633	0	0
015.JCA1	2015	81.2	1.978	0	0	0	0	0.186	0.186	0	2.98	1	0.116	0.04	0.03	0	633	0	0
015.JCA2	2015	68.58	1.725	0	0	0	0	0.157	0.157	0	2.894	1	0.104	0.024	0.029	0	633	0	0
015.JCA3	2015	56.84	1.476	0	0	0	0	0.13	0.13	0	2.795	1	0.09	0.011	0.029	0	633	0	0
015.JCA4	2015	43.31	1.157	0	0	0	0	0.116	0.116	0	3.186	1	0.079	0.004	0.032	0	633	0	0
015.JCA5	2015	39.5	1.071	0	0	0	0	0.107	0.107	0	3.153	1	0.074	0.001	0.032	0	633	0	0
015.JCA6	2015	39.42	1.069	0	0	0	0	0.135	0.135	0	3.991	1	0.093	0.001	0.04	0	633	0	0
015.JCB	2015	39.37	1.068	0	0	0	0	0.134	0.134	0	3.992	1	0.093	0.001	0.04	0	633	0	0
015.JD11	2015	112.08	2.625	0	0	0	0	0.262	0.262	0	3.166	1	0.166	0.036	0.06	0	633	0	0
015.JD121	2015	92.18	2.249	0	0	0	0	0.212	0.212	0	2.988	1	0.14	0.015	0.057	0	633	0	0
015.JD122	2015	91.02	2.225	0	0	0	0	0.209	0.209	0	2.977	1	0.137	0.015	0.057	0	633	0	0
015.JD1A	2015	12.11	0.287	0	0	0	0	0.045	0.045	0	4.954	1	0.028	0.001	0.016	0	633	0	0
015.JD1B	2015	9.98	0.242	0	0	0	0	0.039	0.039	0	5.133	1	0.023	0	0.016	0	633	0	0
015.JD1C	2015	5.72	0.142	0	0	0	0	0.032	0.032	0	7.102	2	0.014	0	0.018	0	633	0	0
015.JD21	2015	76.2	1.873	0	0	0	0	0.155	0.155	0	2.623	1	0.102	0.013	0.04	0	633	0	0
015.JD221	2015	67	1.689	0	0	0	0	0.132	0.132	0	2.473	1	0.09	0.002	0.04	0	633	0	0
015.JD222	2015	64.29	1.628	0	0	0	0	0.124	0.124	0	2.416	1	0.083	0.002	0.04	0	633	0	0
015.JD3	2015	62.47	1.585	0	0	0	0	0.118	0.118	0	2.366	1	0.077	0.002	0.039	0	633	0	0
015.JD4	2015	46.8	1.197	0	0	0	0	0.093	0.093	0	2.457	1	0.057	0.002	0.034	0	633	0	0
015.JD5	2015	43.21	1.117	0	0	0	0	0.077	0.077	0	2.198	1	0.048	0.002	0.028	0	633	0	0
015.JD6	2015	42.71	1.105	0	0	0	0	0.195	0.195	0	5.59	1	0.12	0.004	0.071	0	633	0	0
015.JE	2015	41.48	1.076	0	0	0	0	0.191	0.191	0	5.633	1	0.116	0.004	0.071	0	633	0	0
015.K	2015	1878.08	43.085	0	0.038	0.055	0	1.177	1.27	0.093	0.935	1	0.308	0.302	0.567	0	633	0.05	0.005
015.L11	2015	1860	42.786	0	0.025	0.031	0	1.136	1.192	0.056	0.883	1	0.305	0.265	0.566	0	633	0.026	0.005
015.L12	2015	1792.18	41.987	0	0.03	0.025	0	1.889	1.944	0.054	1.468	1	0.633	0.393	0.864	0	633	0.017	0.008
015.L1A	2015	66.78	0.968	0	0.008	0.013	0	0.101	0.121	0.021	3.969	1	0.004	0.047	0.05	0	633	0.013	0
015.L1B	2015	42.97	0.659	0	0	0	0	0.258	0.258	0	12.401	3	0.008	0.05	0.2	0	619	0	0
015.L2	2015	1719.89	40.98	0	0.022	0.012	0	1.748	1.781	0.034	1.378	1	0.63	0.343	0.775	0	633	0.004	0.008
015.M1	2015	1648.69	39.888	0	0.022	0.012	0	1.433	1.467	0.034	1.166	1	0.588	0.273	0.573	0	633	0.004	0.008
015.M2	2015	1609.31	39.47	0	0.043	0.023	0	2.45	2.517	0.066	2.022	1	1.152	0.457	0.841	0	633	0.008	0.015
015.M9	2015	1588.06	39.245	0	0.043	0.023	0	2.347	2.414	0.066	1.95	1	1.149	0.439	0.759	0	620	0.008	0.015
015.MA0	2015	239.96	4.3	0	0.011	0.002	0	0.368	0.381	0.013	2.807	1	0.08	0.171	0.117	0	620	0.002	0
015.MAA	2015	66.01	1.107	0	0	0	0	0.151	0.151	0	4.317	1	0.025	0.084	0.042	0	633	0	0
015.MAB	2015	61.54	1.059	0	0	0	0	0.143	0.143	0	4.281	1	0.025	0.079	0.04	0	619	0	0
015.MAC	2015	18.28	0.345	0	0	0	0	0.042	0.042	0	3.869	1	0.011	0.028	0.003	0	619	0	0
015.MB	2015	166.65	3.116	0	0.011	0.002	0	0.193	0.205	0.013	2.089	1	0.055	0.078	0.059	0	620	0.002	0
015.MC	2015	164.13	3.092	0	0.016	0.003	0	0.282	0.301	0.019	3.084	1	0.084	0.115	0.083	0	620	0.003	0
015.MD	2015	144.56	2.838	0	0.016	0.003	0	0.23	0.249	0.019	2.78	1	0.08	0.089	0.061	0	620	0.003	0
015.ME	2015	141.63	2.8	0	0.026	0.005	0	0.362	0.393	0.031	4.454	1	0.128	0.136	0.098	0	620	0.005	0
015.MF	2015	129.37	2.641	0	0.026	0.005	0	0.332	0.363	0.031	4.357	1	0.127	0.119	0.086	0	620	0.005	0
015.MG	2015	108.39	2.319	0	0.014	0.002	0	0.277	0.293	0.016	4.011	1	0.118	0.088	0.07	0	620	0.002	0
015.MH0	2015	78.16	1.784	0	0.004	0.001	0	0.265	0.27	0.005	4.795	1	0.162	0.05	0.053	0	620	0.001	0
015.MHZ	2015	62.49	1.474	0	0	0	0	0.226	0.226	0	4.862	1	0.151	0.025	0.05	0	620	0	0
015.MJ	2015	12.52	0.266	0	0.004	0.001	0	0.033	0.038	0.005	4.539	1	0.011	0.019	0.003	0	620	0.001	0
015.N11	2015	1329.74	34.728	0	0.033	0.021	0	1.904	1.958	0.054	1.788	1	1.068	0.247	0.589	0	620	0.006	0.015
015.N12	2015	1324.3	34.658	0	0.033	0.021	0	1.895	1.949	0.054	1.783	1	1.067	0.239	0.589	0	620	0.006	0.015
015.N21	2015	1320.53	34.613	0	0.033	0.021	0	1.887	1.941	0.054	1.778	1	1.067	0.234	0.586	0	633	0.006	0.015
015.N22	2015	1317.4	34.58	0	0.033	0.021	0	1.883	1.937	0.054	1.776	1	1.067	0.23	0.586	0	620	0.006	0.015
015.N2Z	2015	46.66	0.881	0	0	0	0	0.14	0.14	0	5.041	1	0.057	0.049	0.034	0	633	0	0
015.N3	2015	1265.71	33.64	0	0.033	0.021	0	1.731	1.785	0.054	1.683	1	1.01	0.174	0.547	0	620	0.006	0.015
015.N4	2015	1216.53	32.944	0	0	0.001	0	1.989	1.99	0.001	1.916	1	1.197	0.129	0.663	0	620	0.001	0
015.N51	2015	1175.46	32.363	0	0	0.001	0	1.914	1.914	0.001	1.876	1	1.174	0.079	0.661	0	620	0.001	0
015.N52	2015	1165.7	32.19	0	0	0.001	0	1.88	1.88	0.001	1.852	1	1.164	0.07	0.646	0	620	0.001	0
015.N5Z	2015	44.69	0.949	0	0	0	0	0.161	0.161	0	5.384	1	0.105	0.006	0.05	0	620	0	0
015.N6	2015	1119.94	31.222	0	0	0.001	0	1.714	1.715	0.001	1.742	1	1.059	0.062	0.594	0	633	0.001	0
015.N7	2015	1097.71	30.803	0	0	0.001	0	1.638	1.638	0.001	1.687	1	1.019	0.053	0.566	0	620	0.001	0
015.N8	2015	1095.08	30.759	0	0	0.001	0	1.632	1.633	0.001	1.683	1	1.017	0.049	0.565	0	620	0.001	0
015.NA	2015	405.31	10.68	0	0	0	0	0.685	0.686	0	2.036	1	0.457	0.021	0.208	0	633	0	0
015.NB0	2015	357.25	9.659	0	0	0	0	0.545	0.545	0	1.791	1	0.348	0.003	0.193	0	633	0	0
015.NBZ	2015	28.23	0.666	0	0	0	0	0.095	0.095	0	4.539	1	0.081	0.001	0.014	0	633	0	0
015.NC	2015	311.85	8.629	0	0	0.001	0	0.517	0.517	0.001	1.9	1	0.306	0.004	0.207	0	633	0.001	0
015.ND1	2015	289.78	8.16	0	0	0.001	0	0.828	0.829	0.001	3.22	1	0.466	0.003	0.359	0	620	0.001	0
015.ND2	2015	271.94	7.761	0	0	0.001	0	0.735	0.736	0.001	3.009	1	0.426	0.002	0.307	0	633	0.001	0
015.ND9	2015	268.6	7.694	0	0	0.001	0	0.72	0.721	0.001	2.973	1	0.419	0.002	0.299	0	620	0.001	0
015.NDA	2015	184.18	5.336	0	0	0.001	0	0.489	0.49	0.001	2.912	1	0.309	0.002	0.179	0	633	0.001	0
015.NDB1	2015	182.59	5.302	0	0	0.001	0	0.836	0.838	0.001	5.009	1	0.525	0.003	0.309	0	620	0.001	0
015.NDB21	2015	149.74	4.411	0	0	0.001	0	0.626	0.627	0.001	4.507	1	0.441	0.003	0.182	0	633	0.001	0
015.NDB22	2015	148.42	4.383	0	0	0.001	0	0.618	0.619	0.001	4.481	1	0.439	0.003	0.177	0	633	0.001	0
015.NDB23	2015	147.3	4.358	0	0	0.001	0	0.612	0.614	0.001	4.465	1	0.436	0.003	0.174	0	633	0.001	0
015.NDB2A	2015	59.27	1.848	0	0	0	0	0.207	0.207	0	3.553	1	0.149	0.001	0.058	0	633	0	0
015.NDB2B	2015	53.45	1.704	0	0	0	0	0.223	0.223	0	4.146	1	0.156	0	0.066	0	633	0	0
015.NDB2C	2015	18.42	0.63	0	0	0.001	0	0.083	0.084	0.001	4.226	1	0.078	0	0.005	0	1232	0.001	0
015.NDBZ	2015	47.28	1.283	0	0	0	0	0.181	0.181	0	4.475	1	0.154	0.002	0.025	0	633	0	0
015.NDC	2015	25.8	0.822	0	0	0.001	0	0.117	0.118	0.001	4.551	1	0.099	0	0.018	0	1232	0.001	0
015.NE	2015	73.35	2.122	0	0	0	0	0.171	0.172	0	2.564	1	0.088	0	0.084	0	620	0	0
015.NF	2015	68.07	2.004	0	0	0	0	0.197	0.198	0	3.129	1	0.096	0	0.101	0	620	0	0
015.NG	2015	51.27	1.568	0	0	0.001	0	0.272	0.273	0.001	5.518	1	0.126	0	0.146	0	620	0.001	0
015.NH	2015	35.78	1.13	0	0	0.001	0	0.166	0.167	0.001	4.685	1	0.086	0	0.08	0	1232	0.001	0
015.NJ	2015	13.81	0.456	0	0	0	0	0.065	0.065	0	4.53	1	0.037	0	0.027	0	1232	0	0
015.P0	2015	687.52	20.04	0	0	0	0	0.942	0.942	0	1.49	1	0.558	0.026	0.358	0	633	0	0
015.PA	2015	182.85	4.992	0	0	0	0	0.422	0.422	0	2.683	1	0.243	0.013	0.167	0	633	0	0
015.PB	2015	165.39	4.642	0	0	0	0	0.565	0.565	0	3.858	1	0.344	0.022	0.199	0	633	0	0
015.PC	2015	128.38	3.682	0	0	0	0	0.699	0.699	0	6.022	1	0.366	0.024	0.309	0	633	0	0
015.PD	2015	40.31	1.189	0	0	0	0	0.208	0.208	0	5.549	1	0.124	0.007	0.077	0	633	0	0
015.Q11	2015	459.41	14.14	0	0	0	0	0.381	0.381	0	0.854	1	0.212	0.006	0.162	0	633	0	0
015.Q12	2015	456.25	14.07	0	0	0	0	0.577	0.577	0	1.301	1	0.319	0.01	0.248	0	633	0	0
015.Q21	2015	443.31	13.78	0	0	0	0	0.513	0.514	0	1.182	1	0.289	0.009	0.215	0	633	0	0
015.Q22	2015	436.59	13.629	0	0	0	0	0.492	0.492	0	1.145	1	0.271	0.009	0.212	0	633	0	0
015.Q31	2015	411.55	13.068	0	0	0	0	0.371	0.372	0	0.902	1	0.213	0.007	0.151	0	633	0	0
015.Q32	2015	410.46	13.044	0	0	0.001	0	0.465	0.466	0.001	1.132	1	0.266	0.009	0.189	0	633	0.001	0
015.Q41	2015	407.8	12.981	0	0	0.001	0	0.449	0.45	0.001	1.099	1	0.26	0.009	0.18	0	633	0.001	0
015.Q42	2015	405.47	12.929	0	0	0.001	0	0.442	0.442	0.001	1.085	1	0.255	0.008	0.179	0	633	0.001	0
015.Q5	2015	387.66	12.487	0	0	0.001	0	0.387	0.387	0.001	0.983	1	0.218	0.006	0.163	0	633	0.001	0
015.Q6	2015	375.05	12.13	0	0	0.001	0	0.467	0.468	0.001	1.223	1	0.246	0.005	0.216	0	633	0.001	0
015.Q7	2015	362.66	11.824	0	0	0.001	0	0.428	0.429	0.001	1.151	1	0.22	0.004	0.205	0	633	0.001	0
015.Q81	2015	350.29	11.459	0	0	0.001	0	0.661	0.662	0.001	1.833	1	0.342	0.006	0.314	0	633	0.001	0
015.Q82	2015	348.33	11.403	0	0	0.001	0	0.651	0.652	0.001	1.813	1	0.338	0.005	0.308	0	633	0.001	0
015.Q8Z	2015	26.16	0.771	0	0	0	0	0.099	0.099	0	4.067	1	0.066	0.001	0.032	0	633	0	0
015.R11	2015	310.05	10.275	0	0	0.001	0	0.504	0.505	0.001	1.559	1	0.242	0.004	0.258	0	633	0.001	0
015.R12	2015	288.18	9.63	0	0	0.004	0	0.951	0.955	0.004	3.144	1	0.523	0.006	0.422	0	633	0.004	0
015.R1Z	2015	37.35	1.145	0	0	0.001	0	0.142	0.143	0.001	3.96	1	0.099	0.002	0.041	0	1232	0.001	0
015.R21	2015	242.37	8.235	0	0	0.002	0	0.741	0.743	0.002	2.863	1	0.406	0.003	0.332	0	633	0.002	0
015.R22	2015	200.52	6.952	0	0	0.002	0	0.512	0.514	0.002	2.344	1	0.312	0	0.199	0	633	0.002	0
015.R2Z	2015	39.61	1.308	0	0	0	0	0.152	0.152	0	3.691	1	0.116	0	0.036	0	633	0	0
015.R31	2015	157.35	5.539	0	0	0.002	0	0.341	0.344	0.002	1.967	1	0.188	0	0.153	0	1232	0.002	0
015.R32	2015	154.09	5.439	0	0	0.003	0	0.411	0.414	0.003	2.414	1	0.224	0	0.187	0	1232	0.003	0
015.R41	2015	145.59	5.188	0	0	0.003	0	0.368	0.37	0.003	2.262	1	0.205	0	0.163	0	1232	0.003	0
015.R42	2015	143.64	5.128	0	0	0.003	0	0.361	0.363	0.003	2.246	1	0.2	0	0.161	0	1232	0.003	0
015.R51	2015	119	4.344	0	0	0.002	0	0.256	0.258	0.002	1.884	1	0.133	0	0.123	0	1232	0.002	0
015.R52	2015	105.33	3.924	0	0	0.003	0	0.491	0.494	0.003	3.993	1	0.286	0	0.205	0	1232	0.003	0
015.R5Z	2015	43.04	1.675	0	0	0.002	0	0.188	0.19	0.002	3.588	1	0.149	0	0.039	0	1232	0.002	0
015.R61	2015	56.32	2.031	0	0	0.002	0	0.26	0.262	0.002	4.085	1	0.123	0	0.137	0	1232	0.002	0
015.R62	2015	44.7	1.675	0	0	0.001	0	0.19	0.191	0.001	3.617	1	0.098	0	0.092	0	1232	0.001	0
015.R6A0	2015	28.83	1.076	0	0	0.001	0	0.095	0.095	0.001	2.812	1	0.053	0	0.042	0	1232	0.001	0
015.R6AZ	2015	6.48	0.245	0	0	0	0	0.046	0.046	0	5.964	1	0.016	0	0.03	0	1232	0	0
015.R6B	2015	10.86	0.397	0	0	0	0	0.025	0.026	0	2.036	1	0.012	0	0.014	0	1232	0	0
015.R6C	2015	10.62	0.388	0	0	0	0	0.064	0.065	0	5.29	1	0.028	0	0.036	0	1232	0	0
016.10	2015	11271.36	337.088	0	5.796	13.052	7.1	13.028	38.976	25.948	3.666	1	1.886	6.111	5.031	2.61	709	4.251	6.191
016.1Z	2015	12.29	0.221	0	0	0.002	0	0.041	0.043	0.002	6.185	1	0.003	0.031	0.007	0.002	805	0	0
016.210	2015	11234.6	336.513	0	5.714	12.935	7.1	12.889	38.638	25.749	3.641	1	1.883	6.005	5.001	2.562	805	4.183	6.191
016.21Z	2015	7.55	0.154	0	0.007	0.017	0	0.026	0.05	0.024	10.237	2	0.002	0.024	0	0	805	0.017	0
016.22	2015	11224.38	336.311	0	5.707	12.896	7.1	12.851	38.555	25.703	3.635	1	1.881	5.97	5.001	2.55	805	4.166	6.181
016.23	2015	11224.08	336.306	0	5.704	12.891	7.1	12.85	38.545	25.695	3.634	1	1.881	5.968	5.001	2.55	805	4.16	6.181
016.2Z	2015	8.19	0.167	0	0.012	0.027	0	0.03	0.069	0.039	13.163	3	0	0.029	0.001	0	805	0.027	0
016.31	2015	11201.68	335.883	0	5.684	12.843	7.1	12.772	38.399	25.627	3.625	1	1.881	5.892	4.999	2.55	805	4.112	6.181
016.32	2015	11185.93	335.599	0	5.636	12.706	7.1	12.707	38.149	25.441	3.605	1	1.881	5.83	4.996	2.523	805	4.002	6.181
016.3Z	2015	18.12	0.348	0	0.105	0.253	0	0.085	0.443	0.358	40.315	4	0	0.077	0.008	0.012	805	0.241	0
016.41	2015	11149.5	334.921	0	5.433	11.219	2.2	12.566	31.419	18.852	2.975	1	1.881	5.697	4.989	2.142	806	3.538	5.54
016.42	2015	11119.32	334.486	0	5.324	11.157	2.2	12.468	31.149	18.681	2.953	1	1.88	5.604	4.985	2.126	814	3.491	5.54
016.4A0	2015	261.66	4.32	0	0.079	0.062	0	0.709	0.851	0.142	6.248	1	0.001	0.319	0.389	0.028	814	0.034	0
016.4AA	2015	137.29	1.859	0	0.079	0.039	0	0.38	0.498	0.118	8.493	2	0	0.183	0.196	0.005	806	0.034	0
016.4AB	2015	127.91	1.713	0	0.097	0.042	0	0.453	0.592	0.139	10.956	2	0	0.211	0.242	0	806	0.042	0
016.4AC	2015	54.53	0.655	0	0.018	0.008	0	0.162	0.188	0.025	9.089	2	0	0.105	0.058	0	806	0.008	0
016.4B	2015	122.56	2.43	0	0	0.004	0	0.326	0.33	0.004	4.302	1	0	0.132	0.193	0.004	814	0	0
016.4C	2015	120.63	2.4	0	0	0	0	0.321	0.321	0	4.246	1	0	0.128	0.193	0	814	0	0
016.4D11	2015	97.19	2.005	0	0	0	0	0.654	0.654	0	10.336	2	0	0.281	0.373	0	806	0	0
016.4D12	2015	82.57	1.742	0	0	0	0	0.545	0.545	0	9.913	2	0	0.245	0.299	0	806	0	0
016.4D1Z	2015	36.26	0.697	0	0	0	0	0.184	0.184	0	8.378	2	0	0.103	0.081	0	806	0	0
016.4D2	2015	43.75	0.993	0	0	0	0	0.339	0.339	0	10.826	2	0	0.136	0.203	0	814	0	0
016.4E	2015	27.52	0.661	0	0	0	0	0.221	0.221	0	10.607	2	0	0.09	0.131	0	814	0	0
016.5	2015	10856.72	330.15	0	5.245	11.02	2.2	11.757	30.222	18.465	2.903	1	1.878	5.283	4.595	2.088	814	3.457	5.475
016.A11	2015	10811.47	329.28	0	5.132	9.752	1.9	11.6	28.384	16.783	2.733	1	1.86	5.153	4.587	1.874	805	3.098	4.78
016.A121	2015	10803.94	329.154	0	5.132	9.472	0	11.595	26.198	14.603	2.524	1	1.856	5.152	4.587	1.594	806	3.098	4.78
016.A122	2015	10794.97	329.024	0	5.049	9.122	0	11.569	25.74	14.171	2.481	1	1.854	5.127	4.587	1.279	806	3.063	4.78
016.A1Z	2015	69.62	1.255	0	1.153	0.68	0	0.478	2.311	1.833	58.419	5	0.001	0.447	0.029	0.186	806	0.495	0
016.A21	2015	10722.28	327.729	0	3.834	8.341	0	11.066	23.241	12.175	2.249	1	1.853	4.662	4.551	1.02	805	2.542	4.78
016.A221	2015	10718.35	327.668	0	3.834	5.301	0	11.058	20.193	9.135	1.954	1	1.852	4.656	4.551	0.98	806	2.542	1.78
016.A222	2015	10696.82	327.358	0	3.741	4.933	0	11.001	19.676	8.675	1.906	1	1.848	4.603	4.55	0.652	806	2.502	1.78
016.AA0	2015	305.63	8.375	0	0.433	1.49	0	1.167	3.09	1.923	11.698	3	0.451	0.381	0.335	0.164	806	0.186	1.14
016.AAA	2015	83.67	1.446	0	0.021	0.009	0	0.253	0.282	0.03	6.192	1	0.042	0.154	0.057	0	806	0.009	0
016.AAB	2015	23.22	0.502	0	0	0	0	0.112	0.112	0	7.097	2	0.054	0.021	0.037	0	806	0	0
016.AB1	2015	214.75	6.843	0	0.344	0.172	0	0.889	1.405	0.517	6.512	1	0.408	0.203	0.278	0.025	806	0.148	0
016.AB2	2015	207.5	6.729	0	0.129	0.055	0	0.821	1.006	0.185	4.741	1	0.407	0.136	0.278	0	806	0.055	0
016.AB3	2015	203.66	6.669	0	0.021	0.009	0	0.786	0.816	0.03	3.88	1	0.407	0.101	0.278	0	806	0.009	0
016.AB4	2015	202.98	6.657	0	0.018	0.008	0	0.784	0.81	0.026	3.857	1	0.407	0.099	0.278	0	806	0.008	0
016.AC1	2015	201.46	6.632	0	0.001	0.001	0	0.902	0.903	0.002	4.32	1	0.473	0.105	0.323	0	806	0.001	0
016.AC21	2015	195.15	6.465	0	0.001	0	0	0.865	0.867	0.001	4.25	1	0.473	0.081	0.311	0	806	0	0
016.AC22	2015	194.39	6.453	0	0.001	0	0	0.859	0.86	0.001	4.227	1	0.473	0.079	0.307	0	806	0	0
016.AC2A	2015	34.27	1.126	0	0	0	0	0.187	0.187	0	5.276	1	0.107	0.02	0.06	0	806	0	0
016.AC2B	2015	34.22	1.125	0	0	0	0	0.187	0.187	0	5.276	1	0.107	0.02	0.06	0	806	0	0
016.AC2C	2015	28.42	1	0	0	0	0	0.185	0.185	0	5.87	1	0.114	0.006	0.065	0	806	0	0
016.AC2D	2015	15.64	0.57	0	0	0	0	0.1	0.1	0	5.563	1	0.062	0.004	0.034	0	806	0	0
016.AC2E	2015	10.37	0.386	0	0	0	0	0.093	0.093	0	7.602	2	0.049	0.006	0.038	0	806	0	0
016.AC31	2015	159.41	5.315	0	0.001	0	0	0.667	0.668	0.001	3.985	1	0.366	0.057	0.244	0	806	0	0
016.AC32	2015	159.4	5.315	0	0.001	0	0	0.667	0.668	0.001	3.985	1	0.366	0.057	0.244	0	806	0	0
016.AC33	2015	155.6	5.228	0	0.001	0	0	0.651	0.652	0.001	3.957	1	0.365	0.045	0.242	0	806	0	0
016.AC41	2015	151.5	5.125	0	0.001	0	0	0.635	0.636	0.001	3.936	1	0.355	0.038	0.242	0	806	0	0
016.AC42	2015	151.47	5.124	0	0.001	0	0	0.635	0.636	0.001	3.936	1	0.355	0.038	0.242	0	806	0	0
016.AC43	2015	146.52	5.005	0	0.001	0	0	0.611	0.612	0.001	3.877	1	0.351	0.024	0.236	0	806	0	0
016.AD1	2015	140.96	4.865	0	0.001	0	0	0.588	0.59	0.001	3.845	1	0.334	0.019	0.236	0	806	0	0
016.AD2	2015	114.01	4.023	0	0.002	0.001	0	0.689	0.691	0.003	5.45	1	0.401	0.032	0.256	0	806	0.001	0
016.AD9	2015	98.56	3.559	0	0.002	0.001	0	0.535	0.538	0.003	4.793	1	0.341	0.032	0.163	0	806	0.001	0
016.ADA0	2015	72.97	2.687	0	0	0	0	0.424	0.424	0	5.003	1	0.282	0.028	0.114	0	806	0	0
016.ADAZ	2015	25.76	0.928	0	0	0	0	0.145	0.145	0	4.959	1	0.102	0.011	0.032	0	806	0	0
016.ADB	2015	36.72	1.418	0	0	0	0	0.213	0.213	0	4.761	1	0.13	0.016	0.067	0	806	0	0
016.ADC	2015	23.52	0.926	0	0	0	0	0.21	0.21	0	7.189	2	0.089	0.025	0.096	0	806	0	0
016.ADD	2015	9.5	0.354	0	0	0	0	0.112	0.112	0	10.03	2	0.01	0.024	0.078	0	822	0	0
016.AE	2015	22.53	0.781	0	0.002	0.001	0	0.093	0.096	0.003	3.896	1	0.045	0.004	0.045	0	806	0.001	0
016.AF	2015	19	0.662	0	0.005	0.002	0	0.211	0.218	0.007	10.437	2	0.076	0.01	0.125	0	806	0.002	0
016.B1	2015	10389.48	318.964	0	3.301	3.391	0	9.825	16.517	6.692	1.642	1	1.398	4.218	4.209	0.439	806	2.313	0.64
016.B2	2015	10382.1	318.875	0	5.987	6.007	0	17.836	29.83	11.993	2.966	1	2.54	7.648	7.649	0.645	806	4.199	1.163
016.B3	2015	10377.7	318.822	0	5.969	5.946	0	17.823	29.738	11.915	2.958	1	2.539	7.638	7.645	0.592	806	4.192	1.163
016.B4	2015	10325.87	318.262	0	5.885	5.906	0	17.404	29.194	11.79	2.909	1	2.539	7.544	7.32	0.588	806	4.155	1.163
016.BA11	2015	3640.09	127.971	0	1.318	1.589	0	5.242	8.149	2.907	2.019	1	0.648	2.357	2.237	0.104	819	1.384	0.1
016.BA12	2015	3639.73	127.967	0	1.315	1.58	0	5.241	8.136	2.895	2.016	1	0.648	2.356	2.237	0.098	819	1.381	0.1
016.BA13	2015	3638.06	127.951	0	1.309	1.574	0	5.237	8.12	2.883	2.012	1	0.648	2.352	2.237	0.098	819	1.375	0.1
016.BA14	2015	3636.12	127.93	0	1.3	1.565	0	5.231	8.096	2.864	2.007	1	0.648	2.346	2.237	0.098	819	1.366	0.1
016.BA21	2015	3635.2	127.92	0	1.287	1.553	0	5.226	8.066	2.84	2	1	0.648	2.342	2.237	0.098	819	1.354	0.1
016.BA22	2015	3634.97	127.918	0	1.287	1.547	0	5.226	8.06	2.834	1.998	1	0.648	2.341	2.237	0.092	819	1.354	0.1
