ID	Year	Areal_a	Q_a	Makva_a	Mjordbr_a	Mbefolkn_a	Mind_a	Mnatur_a	Msum_a	Mantropog_a	C_a	Status_a	Mfjell_a	Mskog_a	Minnsjo_a	Mbebygd_a	Komnr	Mspredt_a	Mtett_a
016.BA23	2015	3608.92	127.605	0	1.203	1.449	0	5.152	7.804	2.652	1.939	1	0.647	2.272	2.233	0.074	819	1.274	0.1
016.BA24	2015	3603.84	127.55	0	1.139	1.384	0	5.127	7.65	2.523	1.902	1	0.647	2.246	2.233	0.074	819	1.214	0.096
016.BA30	2015	3603.47	127.547	0	1.132	1.378	0	5.124	7.635	2.51	1.898	1	0.647	2.244	2.233	0.074	819	1.208	0.096
016.BA3Z	2015	111.05	1.467	0	0.337	0.321	0	0.39	1.049	0.659	22.667	4	0.003	0.31	0.078	0	819	0.32	0.001
016.BA4	2015	3467.56	125.811	0	0.67	0.965	0	5.045	6.68	1.634	1.684	1	0.7	2.026	2.319	0.081	819	0.78	0.104
016.BA51	2015	3457.38	125.7	0	0.604	0.903	0	4.967	6.474	1.507	1.633	1	0.7	1.994	2.273	0.081	819	0.718	0.104
016.BA52	2015	3455.39	125.681	0	0.581	0.881	0	4.958	6.42	1.462	1.62	1	0.699	1.985	2.273	0.081	819	0.696	0.104
016.BA61	2015	3454.2	125.668	0	0.569	0.869	0	4.953	6.391	1.438	1.613	1	0.699	1.98	2.273	0.081	819	0.685	0.104
016.BA620	2015	3451.34	125.638	0	0.536	0.739	0	4.94	6.215	1.275	1.569	1	0.699	1.968	2.273	0.041	819	0.653	0.046
016.BA62Z	2015	21.54	0.311	0	0.004	0.004	0	0.06	0.068	0.008	6.934	1	0	0.049	0.011	0	819	0.004	0
016.BA6A	2015	145.64	2.027	0	0.052	0.056	0	0.282	0.39	0.108	6.105	1	0	0.114	0.168	0.006	819	0.05	0
016.BA6B	2015	135.56	1.918	0	0.016	0.015	0	0.709	0.74	0.031	12.228	3	0	0.279	0.429	0	819	0.015	0
016.BA6C	2015	105.3	1.518	0	0	0	0	0.478	0.478	0	9.978	2	0	0.223	0.255	0	806	0	0
016.BA71	2015	3280.89	123.261	0	0.455	0.657	0	4.586	5.697	1.112	1.466	1	0.698	1.793	2.095	0.034	819	0.577	0.046
016.BA72	2015	3280.22	123.254	0	0.449	0.651	0	4.583	5.684	1.101	1.462	1	0.698	1.79	2.095	0.034	819	0.571	0.046
016.BA73	2015	3274.14	123.181	0	0.403	0.607	0	4.559	5.569	1.01	1.434	1	0.698	1.767	2.095	0.034	819	0.527	0.046
016.BA7Z	2015	18.25	0.263	0	0.02	0.019	0	0.055	0.095	0.039	11.402	3	0.001	0.045	0.009	0	819	0.019	0
016.BA81	2015	3255.85	122.918	0	0.382	0.587	0	4.504	5.474	0.97	1.412	1	0.697	1.722	2.085	0.034	819	0.508	0.046
016.BA82	2015	3253.3	122.89	0	0.375	0.581	0	4.498	5.454	0.956	1.407	1	0.697	1.716	2.085	0.034	819	0.501	0.046
016.BA83	2015	3249.16	122.846	0	0.364	0.57	0	4.488	5.421	0.933	1.399	1	0.696	1.706	2.085	0.034	819	0.49	0.046
016.BB11	2015	3249.03	122.844	0	0.364	0.57	0	4.487	5.42	0.933	1.399	1	0.696	1.706	2.085	0.034	829	0.49	0.046
016.BB12	2015	3222.49	122.493	0	0.579	0.929	0	6.922	8.43	1.508	2.182	1	1.137	2.728	3.058	0.056	829	0.798	0.075
016.BB1Z	2015	127.73	2.302	0	0.015	0.008	0	0.528	0.551	0.023	7.585	2	0.037	0.315	0.176	0	828	0.008	0
016.BB2	2015	3071.11	119.851	0	0.561	0.919	0	6.151	7.631	1.48	2.019	1	1.099	2.371	2.681	0.056	829	0.788	0.075
016.BC11	2015	2981.86	118.135	0	0.516	0.905	0	5.599	7.02	1.421	1.884	1	1.091	2.124	2.383	0.056	829	0.774	0.075
016.BC12	2015	2938.07	117.504	0	0.443	0.842	0	5.284	6.569	1.285	1.773	1	1.085	2.049	2.15	0.046	829	0.751	0.046
016.BC1A0	2015	338.64	6.2	0	0.182	0.202	0	0.818	1.202	0.384	6.147	1	0.035	0.542	0.24	0.009	829	0.189	0.004
016.BC1AA0	2015	263.82	4.954	0	0.097	0.162	0	0.685	0.943	0.259	6.038	1	0.031	0.435	0.218	0.009	829	0.152	0.001
016.BC1AAA	2015	22.39	0.451	0	0.002	0.003	0	0.091	0.096	0.005	6.745	1	0.01	0.044	0.038	0	833	0.003	0
016.BC1AAB	2015	16.93	0.366	0	0	0	0	0.078	0.078	0	6.748	1	0.01	0.033	0.036	0	833	0	0
016.BC1AB11	2015	180.07	3.618	0	0.057	0.14	0	0.455	0.651	0.197	5.706	1	0.022	0.271	0.162	0.009	833	0.13	0.001
016.BC1AB12	2015	179.69	3.612	0	0.057	0.14	0	0.454	0.65	0.197	5.709	1	0.022	0.27	0.162	0.009	833	0.13	0.001
016.BC1AB1A1	2015	18.56	0.332	0	0.009	0.012	0	0.048	0.069	0.022	6.642	1	0.001	0.035	0.011	0	833	0.012	0
016.BC1AB1A2	2015	16.71	0.303	0	0.009	0.012	0	0.044	0.066	0.022	6.894	1	0.001	0.032	0.011	0	833	0.012	0
016.BC1AB1A3	2015	12.38	0.23	0	0	0	0	0.032	0.032	0	4.424	1	0.001	0.02	0.011	0	833	0	0
016.BC1AB1A4	2015	11.58	0.217	0	0	0	0	0.039	0.039	0	5.708	1	0.002	0.024	0.013	0	833	0	0
016.BC1AB1B	2015	6.61	0.127	0	0	0	0	0.024	0.024	0	6.038	1	0.001	0.014	0.009	0	833	0	0
016.BC1AB2	2015	157.84	3.229	0	0.043	0.121	0	0.398	0.562	0.164	5.518	1	0.021	0.227	0.151	0.009	833	0.111	0.001
016.BC1AC	2015	152.06	3.139	0	0.042	0.121	0	0.386	0.549	0.163	5.55	1	0.021	0.215	0.151	0.009	833	0.111	0.001
016.BC1AD	2015	131.81	2.798	0	0.043	0.128	0	0.379	0.549	0.17	6.225	1	0.025	0.214	0.139	0.003	833	0.124	0
016.BC1AE11	2015	123.63	2.661	0	0.059	0.175	0	0.516	0.75	0.234	8.941	2	0.036	0.281	0.199	0	833	0.175	0
016.BC1AE12	2015	123.16	2.654	0	0.059	0.175	0	0.512	0.746	0.234	8.91	2	0.036	0.281	0.195	0	833	0.175	0
016.BC1AE1A	2015	16.37	0.318	0	0	0	0	0.075	0.075	0	7.482	2	0.002	0.034	0.039	0	833	0	0
016.BC1AE1B	2015	9.38	0.192	0	0	0	0	0.029	0.029	0	4.811	1	0.001	0.022	0.006	0	833	0	0
016.BC1AE2	2015	97.55	2.181	0	0.055	0.17	0	0.395	0.62	0.225	9.012	2	0.034	0.228	0.132	0	834	0.17	0
016.BC1AEZ	2015	37.23	0.895	0	0	0	0	0.149	0.149	0	5.288	1	0.015	0.087	0.047	0	834	0	0
016.BC1AF	2015	52.72	1.14	0	0.055	0.17	0	0.209	0.434	0.225	12.078	3	0.019	0.125	0.065	0	834	0.17	0
016.BC1B	2015	66.15	1.142	0	0.053	0.03	0	0.108	0.19	0.082	5.291	1	0.004	0.082	0.022	0	829	0.027	0.003
016.BC1C11	2015	44.46	0.829	0	0.037	0.024	0	0.099	0.16	0.061	6.134	1	0.007	0.06	0.032	0	829	0.019	0.005
016.BC1C12	2015	42.79	0.805	0	0.034	0.017	0	0.094	0.145	0.051	5.719	1	0.007	0.057	0.03	0	829	0.017	0
016.BC1C1A	2015	20.66	0.42	0	0.017	0.009	0	0.048	0.074	0.026	5.617	1	0.006	0.025	0.017	0	829	0.009	0
016.BC1C1B	2015	18.19	0.384	0	0	0	0	0.075	0.075	0	6.19	1	0.012	0.03	0.033	0	829	0	0
016.BC1C1C	2015	3.9	0.075	0	0	0	0	0.015	0.015	0	6.217	1	0	0.009	0.006	0	829	0	0
016.BC1C2	2015	19.48	0.344	0	0.004	0.002	0	0.036	0.042	0.006	3.868	1	0.001	0.023	0.011	0	829	0.002	0
016.BC1C31	2015	18.39	0.33	0	0.004	0.002	0	0.032	0.038	0.006	3.632	1	0.001	0.022	0.009	0	829	0.002	0
016.BC1C32	2015	15.6	0.283	0	0.001	0	0	0.045	0.046	0.001	5.129	1	0.002	0.03	0.013	0	829	0	0
016.BC1C3A	2015	4.61	0.099	0	0	0	0	0.015	0.015	0	4.706	1	0.002	0.01	0.002	0	829	0	0
016.BC1C3B	2015	3.68	0.084	0	0	0	0	0.013	0.013	0	4.828	1	0.002	0.008	0.002	0	829	0	0
016.BC1C4	2015	10.91	0.183	0	0.001	0	0	0.029	0.03	0.001	5.209	1	0	0.02	0.01	0	829	0	0
016.BC1D	2015	7.82	0.135	0	0	0	0	0.02	0.02	0	4.694	1	0	0.014	0.006	0	829	0	0
016.BC1E	2015	4.59	0.088	0	0	0	0	0.018	0.018	0	6.396	1	0	0.01	0.007	0	829	0	0
016.BC2	2015	2593.59	111.255	0	0.256	0.639	0	4.411	5.305	0.894	1.512	1	1.05	1.5	1.861	0.037	829	0.56	0.042
016.BD1	2015	2564.47	110.765	0	0.256	0.639	0	4.225	5.119	0.894	1.465	1	1.049	1.451	1.725	0.037	829	0.56	0.042
016.BD2	2015	2561.24	110.734	0	0.256	0.639	0	4.209	5.103	0.894	1.461	1	1.049	1.447	1.713	0.037	829	0.56	0.042
016.BD31	2015	2544.24	110.448	0	0.256	0.639	0	4.151	5.045	0.894	1.448	1	1.047	1.406	1.698	0.037	829	0.56	0.042
016.BD32	2015	2507.81	110.054	0	0.498	1.291	0	7.878	9.667	1.789	2.785	1	2.138	2.77	2.971	0.074	833	1.131	0.086
016.BD3A	2015	63.27	1.029	0	0.057	0.081	0	0.163	0.301	0.138	9.275	2	0.001	0.124	0.038	0.005	833	0.076	0
016.BD3B	2015	28.83	0.45	0	0.004	0.005	0	0.105	0.114	0.009	8.037	2	0	0.054	0.052	0	833	0.005	0
016.BD4	2015	2423.65	108.749	0	0.426	1.183	0	7.575	9.184	1.609	2.678	1	2.135	2.608	2.831	0.062	833	1.036	0.085
016.BD5	2015	2362.31	107.938	0	0.418	1.172	0	7.147	8.736	1.59	2.567	1	2.135	2.506	2.506	0.062	833	1.024	0.085
016.BD6	2015	2349.62	107.664	0	0.418	1.134	0	7.11	8.662	1.552	2.551	1	2.133	2.475	2.502	0.045	833	1.024	0.065
016.BDA0	2015	214.47	10.153	0	0.032	0.042	0	0.906	0.979	0.073	3.059	1	0.392	0.293	0.221	0	833	0.042	0
016.BDAA	2015	72.93	4.1	0	0	0	0	0.341	0.341	0	2.636	1	0.219	0.044	0.078	0	833	0	0
016.BDAB1	2015	57.63	3.493	0	0	0	0	0.285	0.285	0	2.59	1	0.202	0.013	0.07	0	833	0	0
016.BDAB20	2015	57.6	3.492	0	0	0	0	0.285	0.285	0	2.59	1	0.202	0.013	0.07	0	833	0	0
016.BDAB2Z	2015	36.99	2.311	0	0	0	0	0.191	0.191	0	2.624	1	0.136	0.002	0.053	0	941	0	0
016.BDABZ	2015	3.28	0.142	0	0	0	0	0.021	0.021	0	4.74	1	0.004	0.007	0.01	0	833	0	0
016.BDAC	2015	17.27	1.037	0	0	0	0	0.073	0.073	0	2.218	1	0.062	0.004	0.007	0	833	0	0
016.BDB	2015	98.89	4.875	0	0.016	0.022	0	0.382	0.42	0.038	2.734	1	0.169	0.107	0.106	0	833	0.022	0
016.BDC1	2015	79.52	4.247	0	0	0	0	0.383	0.383	0	2.863	1	0.202	0.05	0.132	0	833	0	0
016.BDC2	2015	65.64	3.63	0	0	0	0	0.301	0.301	0	2.633	1	0.18	0.024	0.098	0	833	0	0
016.BDC9	2015	58.4	3.36	0	0	0	0	0.239	0.239	0	2.259	1	0.175	0.007	0.057	0	833	0	0
016.BDCA	2015	31.21	1.802	0	0	0	0	0.124	0.124	0	2.182	1	0.082	0.003	0.039	0	833	0	0
016.BDCB	2015	10.66	0.692	0	0	0	0	0.077	0.077	0	3.552	1	0.037	0	0.04	0	833	0	0
016.BDD	2015	26.78	1.544	0	0	0	0	0.114	0.114	0	2.335	1	0.093	0.003	0.018	0	833	0	0
016.BE1	2015	2109.43	96.955	0	0.333	1.037	0	6.096	7.466	1.369	2.442	1	1.735	2.096	2.265	0.035	833	0.937	0.065
016.BE20	2015	2108.62	96.942	0	0.333	1.037	0	6.094	7.464	1.369	2.441	1	1.735	2.094	2.265	0.035	833	0.937	0.065
016.BE2A10	2015	136.81	5.698	0	0.037	0.049	0	0.516	0.602	0.086	3.352	1	0.113	0.262	0.142	0	833	0.049	0
016.BE2A1A1	2015	18.74	0.628	0	0.004	0.005	0	0.078	0.087	0.009	4.38	1	0.009	0.054	0.016	0	833	0.005	0
016.BE2A1A2	2015	18.63	0.626	0	0.004	0.005	0	0.078	0.086	0.009	4.381	1	0.009	0.053	0.016	0	833	0.005	0
016.BE2A1A3	2015	18.51	0.623	0	0.004	0.005	0	0.077	0.086	0.009	4.382	1	0.009	0.053	0.016	0	833	0.005	0
016.BE2A1A4	2015	18.38	0.62	0	0.004	0.005	0	0.077	0.086	0.009	4.383	1	0.009	0.053	0.016	0	833	0.005	0
016.BE2A1A5	2015	17.05	0.587	0	0	0	0	0.072	0.072	0	3.885	1	0.009	0.048	0.016	0	833	0	0
016.BE2A1A6	2015	16.47	0.572	0	0	0	0	0.084	0.084	0	4.647	1	0.01	0.055	0.018	0	833	0	0
016.BE2A1B	2015	16.35	0.57	0	0	0	0	0.083	0.083	0	4.618	1	0.01	0.055	0.018	0	833	0	0
016.BE2A2	2015	110.01	4.886	0	0.026	0.035	0	0.477	0.538	0.061	3.492	1	0.119	0.215	0.142	0	833	0.035	0
016.BE2B	2015	99.54	4.597	0	0.024	0.031	0	0.438	0.493	0.055	3.401	1	0.116	0.183	0.139	0	833	0.031	0
016.BE2C	2015	49.37	2.728	0	0.001	0.002	0	0.234	0.236	0.003	2.748	1	0.131	0.073	0.029	0	833	0.002	0
016.BE3	2015	1969.29	91.196	0	0.295	0.987	0	5.572	6.854	1.283	2.383	1	1.622	1.826	2.123	0.035	833	0.888	0.065
016.BE40	2015	1953.4	90.814	0	0.292	0.983	0	5.522	6.796	1.274	2.373	1	1.621	1.778	2.122	0.035	834	0.883	0.065
016.BE4A10	2015	29.17	0.866	0	0.015	0.045	0	0.114	0.174	0.06	6.354	1	0	0.098	0.015	0	834	0.045	0
016.BE4A1A	2015	0.61	0.016	0	0	0	0	0.002	0.002	0	4.012	1	0	0.002	0	0	834	0	0
016.BE4A1B	2015	0.47	0.012	0	0	0	0	0.002	0.002	0	3.992	1	0	0.002	0	0	834	0	0
016.BE4A2	2015	23.8	0.742	0	0.005	0.014	0	0.108	0.127	0.019	5.425	1	0.001	0.09	0.017	0	834	0.014	0
016.BE4A3	2015	10.53	0.359	0	0	0	0	0.059	0.059	0	5.183	1	0	0.041	0.017	0	834	0	0
016.BE4A4	2015	10.48	0.358	0	0	0	0	0.059	0.059	0	5.186	1	0	0.041	0.017	0	834	0	0
016.BE4A5	2015	10.42	0.356	0	0	0	0	0.058	0.058	0	5.191	1	0	0.041	0.017	0	834	0	0
016.BE4A6	2015	9.66	0.333	0	0	0	0	0.055	0.055	0	5.273	1	0	0.038	0.017	0	834	0	0
016.BE4B	2015	8.8	0.307	0	0	0	0	0.052	0.052	0	5.383	1	0	0.035	0.017	0	834	0	0
016.BE511	2015	1906.76	89.444	0	0.271	0.919	0	5.345	6.536	1.191	2.317	1	1.613	1.627	2.105	0.035	833	0.82	0.065
016.BE512	2015	1905.57	89.417	0	0.271	0.919	0	5.342	6.532	1.191	2.317	1	1.613	1.623	2.105	0.035	833	0.82	0.065
016.BE51A	2015	4.85	0.128	0	0	0	0	0.017	0.017	0	4.1	1	0	0.015	0.001	0	833	0	0
016.BE51B	2015	4.76	0.126	0	0	0	0	0.016	0.016	0	4.099	1	0	0.015	0.001	0	833	0	0
016.BE520	2015	1898.31	89.24	0	0.267	0.913	0	5.318	6.498	1.18	2.309	1	1.613	1.6	2.105	0.035	834	0.814	0.065
016.BE52A	2015	6.63	0.175	0	0.001	0.003	0	0.024	0.027	0.003	4.924	1	0	0.022	0.002	0.001	834	0.002	0
016.BE52B	2015	6.49	0.172	0	0.001	0.002	0	0.023	0.026	0.003	4.842	1	0	0.022	0.002	0	834	0.002	0
016.BE5A1	2015	43.52	1.192	0	0.003	0.004	0	0.154	0.161	0.007	4.279	1	0.003	0.122	0.03	0	833	0.004	0
016.BE5A20	2015	43.52	1.192	0	0.003	0.004	0	0.154	0.161	0.007	4.279	1	0.003	0.122	0.03	0	833	0.004	0
016.BE5A2A	2015	7.89	0.212	0	0	0	0	0.028	0.028	0	4.234	1	0	0.026	0.002	0	833	0	0
016.BE5A2B	2015	7.12	0.197	0	0	0	0	0.026	0.026	0	4.252	1	0	0.024	0.002	0	834	0	0
016.BE5A3	2015	35.59	0.98	0	0.003	0.004	0	0.126	0.133	0.007	4.289	1	0.002	0.096	0.028	0	833	0.004	0
016.BE5A4	2015	35.4	0.976	0	0.003	0.004	0	0.125	0.132	0.007	4.29	1	0.002	0.095	0.028	0	833	0.004	0
016.BE5A5	2015	35.05	0.969	0	0.003	0.004	0	0.125	0.131	0.007	4.292	1	0.002	0.094	0.028	0	833	0.004	0
016.BE5A6	2015	32.87	0.914	0	0.003	0.004	0	0.118	0.124	0.007	4.31	1	0.002	0.087	0.028	0	833	0.004	0
016.BE5A7	2015	30.48	0.857	0	0.003	0.004	0	0.109	0.116	0.007	4.292	1	0.002	0.08	0.027	0	833	0.004	0
016.BE5A8	2015	28.83	0.813	0	0.004	0.005	0	0.131	0.139	0.008	5.421	1	0.003	0.095	0.033	0	833	0.005	0
016.BE5B	2015	13.69	0.395	0	0	0	0	0.07	0.07	0	5.608	1	0.003	0.043	0.024	0	833	0	0
016.BE611	2015	1847.51	87.86	0	0.263	0.884	0	5.138	6.285	1.147	2.268	1	1.61	1.455	2.073	0.033	834	0.808	0.043
016.BE612	2015	1846.46	87.84	0	0.255	0.861	0	5.134	6.25	1.116	2.256	1	1.61	1.45	2.073	0.033	834	0.785	0.043
016.BE62	2015	1840.09	87.702	0	0.249	0.842	0	5.115	6.206	1.091	2.244	1	1.61	1.432	2.073	0.033	834	0.766	0.043
016.BEA1	2015	919.59	47.976	0	0.12	0.404	0	2.682	3.206	0.524	2.119	1	1.003	0.747	0.933	0.009	834	0.367	0.028
016.BEA2	2015	914.8	47.849	0	0.117	0.389	0	2.664	3.17	0.506	2.101	1	1.003	0.731	0.931	0	834	0.361	0.028
016.BEA3	2015	913.57	47.824	0	0.117	0.389	0	2.661	3.167	0.506	2.1	1	1.003	0.728	0.931	0	834	0.361	0.028
016.BEA4	2015	911.9	47.786	0	0.128	0.425	0	3.017	3.57	0.553	2.369	1	1.139	0.821	1.057	0	834	0.393	0.032
016.BEB11	2015	906.93	47.672	0	0.128	0.425	0	3.003	3.556	0.553	2.365	1	1.139	0.806	1.057	0	834	0.393	0.032
016.BEB12	2015	899.26	47.46	0	0.122	0.407	0	2.96	3.489	0.529	2.331	1	1.139	0.781	1.04	0	834	0.375	0.032
016.BEB1A	2015	44	1.437	0	0.02	0.06	0	0.143	0.222	0.08	4.903	1	0.003	0.102	0.037	0	834	0.06	0
016.BEB1B	2015	25.9	0.871	0	0.007	0.021	0	0.172	0.199	0.027	7.256	2	0.008	0.08	0.083	0	834	0.021	0
016.BEB21	2015	844.92	45.676	0	0.095	0.321	0	2.76	3.176	0.416	2.205	1	1.136	0.637	0.987	0	834	0.293	0.029
016.BEB22	2015	828.97	45.216	0	0.09	0.305	0	2.661	3.056	0.395	2.143	1	1.135	0.586	0.94	0	834	0.276	0.029
016.BEB2Z	2015	56.71	3.27	0	0.005	0.015	0	0.283	0.303	0.02	2.935	1	0.18	0.032	0.071	0	834	0.015	0
016.BEBA0	2015	57.44	2.727	0	0.007	0.022	0	0.254	0.284	0.029	3.301	1	0.127	0.044	0.083	0	834	0.022	0
016.BEBAA	2015	12.4	0.577	0	0	0	0	0.083	0.083	0	4.567	1	0.025	0.011	0.047	0	834	0	0
016.BEBAB	2015	10.77	0.505	0	0	0	0	0.078	0.078	0	4.878	1	0.021	0.011	0.046	0	834	0	0
016.BEBB	2015	22.62	1.1	0	0	0	0	0.101	0.101	0	2.907	1	0.056	0.013	0.032	0	834	0	0
016.BEBC	2015	5.79	0.25	0	0	0	0	0.038	0.038	0	4.819	1	0.01	0.007	0.021	0	834	0	0
016.BEC1	2015	714.26	39.202	0	0.077	0.266	0	2.121	2.465	0.343	1.994	1	0.828	0.508	0.786	0	834	0.237	0.029
016.BEC2	2015	701.94	38.773	0	0.078	0.27	0	2.251	2.598	0.347	2.125	1	0.894	0.503	0.853	0	834	0.239	0.031
016.BEC3	2015	684.06	38.086	0	0.069	0.243	0	2.163	2.475	0.312	2.06	1	0.872	0.465	0.826	0	834	0.212	0.031
016.BEC4	2015	671.89	37.632	0	0.036	0.141	0	2.094	2.271	0.177	1.914	1	0.858	0.436	0.8	0	834	0.11	0.031
016.BEC5	2015	663.42	37.327	0	0.036	0.141	0	2.05	2.227	0.177	1.892	1	0.847	0.422	0.781	0	834	0.11	0.031
016.BEC60	2015	645.71	36.668	0	0.021	0.097	0	2.025	2.143	0.119	1.854	1	0.867	0.39	0.768	0	834	0.065	0.032
016.BEC6A	2015	9.81	0.467	0	0	0	0	0.049	0.049	0	3.345	1	0.025	0.004	0.02	0	834	0	0
016.BEC6B	2015	4.05	0.204	0	0	0	0	0.028	0.028	0	4.302	1	0.011	0	0.017	0	834	0	0
016.BECA	2015	237.99	13.774	0	0.001	0.032	0	0.905	0.938	0.033	2.159	1	0.395	0.141	0.368	0	834	0.004	0.028
016.BECB	2015	233.18	13.618	0	0	0	0	0.886	0.886	0	2.063	1	0.394	0.124	0.368	0	834	0	0
016.BECC	2015	200.52	12.362	0	0	0	0	0.725	0.725	0	1.86	1	0.361	0.04	0.324	0	834	0	0
016.BECD	2015	176.66	11.33	0	0	0	0	0.626	0.626	0	1.753	1	0.316	0.003	0.307	0	834	0	0
016.BECE0	2015	117.59	8.208	0	0	0	0	0.413	0.413	0	1.594	1	0.259	0.001	0.154	0	834	0	0
016.BECEA1	2015	38.79	2.919	0	0	0	0	0.214	0.214	0	2.327	1	0.113	0	0.102	0	834	0	0
016.BECEA2	2015	37.91	2.862	0	0	0	0	0.266	0.266	0	2.953	1	0.138	0	0.128	0	834	0	0
016.BECEA3	2015	37.47	2.832	0	0	0	0	0.264	0.264	0	2.957	1	0.136	0	0.128	0	834	0	0
016.BECEA4	2015	24.9	1.896	0	0	0	0	0.207	0.207	0	3.463	1	0.099	0	0.108	0	834	0	0
016.BECEB	2015	22.67	1.743	0	0	0	0	0.19	0.19	0	3.464	1	0.091	0	0.1	0	1228	0	0
016.BECF1	2015	47.91	3.285	0	0	0	0	0.106	0.106	0	1.022	1	0.063	0	0.042	0	834	0	0
016.BECF2	2015	47.65	3.269	0	0	0	0	0.105	0.105	0	1.016	1	0.062	0	0.042	0	834	0	0
016.BECF3	2015	47.23	3.242	0	0	0	0	0.145	0.145	0	1.415	1	0.085	0	0.059	0	834	0	0
016.BECF4	2015	35.76	2.512	0	0	0	0	0.16	0.16	0	2.025	1	0.093	0.001	0.067	0	834	0	0
016.BECF5	2015	22.91	1.663	0	0	0	0	0.085	0.085	0	1.625	1	0.044	0	0.041	0	1228	0	0
016.BECF6	2015	17.12	1.26	0	0	0	0	0.085	0.085	0	2.141	1	0.044	0	0.041	0	1228	0	0
016.BECF7	2015	12.25	0.92	0	0	0	0	0.08	0.08	0	2.752	1	0.037	0	0.043	0	1228	0	0
016.BECF8	2015	6.29	0.484	0	0	0	0	0.052	0.052	0	3.413	1	0.025	0	0.027	0	1228	0	0
016.BED1	2015	384.78	21.922	0	0.016	0.054	0	1.006	1.077	0.071	1.557	1	0.436	0.206	0.364	0	834	0.05	0.004
016.BED20	2015	380.67	21.784	0	0.003	0.012	0	0.988	1.003	0.015	1.461	1	0.433	0.191	0.364	0	834	0.008	0.004
016.BED2A1	2015	61.38	2.16	0	0	0	0	0.134	0.134	0	1.961	1	0.023	0.049	0.062	0	834	0	0
016.BED2A2	2015	61.2	2.154	0	0	0	0	0.133	0.133	0	1.956	1	0.023	0.048	0.062	0	834	0	0
016.BED2A3	2015	61.09	2.151	0	0	0	0	0.132	0.132	0	1.952	1	0.023	0.048	0.062	0	834	0	0
016.BED2A4	2015	58.13	2.044	0	0	0	0	0.331	0.331	0	5.136	1	0.063	0.105	0.164	0	834	0	0
016.BED2B	2015	55.47	1.945	0	0	0	0	0.317	0.317	0	5.176	1	0.062	0.094	0.162	0	834	0	0
016.BED2C	2015	21.93	0.817	0	0	0	0	0.078	0.078	0	3.009	1	0.031	0.039	0.007	0	834	0	0
016.BED3	2015	316.93	19.55	0	0.003	0.012	0	0.845	0.861	0.015	1.396	1	0.41	0.134	0.302	0	834	0.008	0.004
016.BED41	2015	309.52	19.301	0	0.003	0.013	0	0.852	0.867	0.016	1.425	1	0.423	0.114	0.314	0	834	0.008	0.005
016.BED42	2015	295.36	18.756	0	0.003	0.013	0	0.792	0.808	0.016	1.366	1	0.41	0.074	0.308	0	834	0.008	0.005
016.BED4A1	2015	16.81	0.881	0	0	0	0	0.084	0.084	0	3.028	1	0.049	0.005	0.031	0	834	0	0
016.BED4A2	2015	15.48	0.832	0	0	0	0	0.079	0.079	0	3.016	1	0.048	0.001	0.031	0	834	0	0
016.BED4A3	2015	9.31	0.535	0	0	0	0	0.054	0.054	0	3.214	1	0.03	0	0.024	0	834	0	0
016.BED4A4	2015	7.78	0.453	0	0	0	0	0.049	0.049	0	3.4	1	0.025	0	0.024	0	834	0	0
016.BED4B	2015	5.57	0.341	0	0	0	0	0.041	0.041	0	3.833	1	0.018	0	0.023	0	834	0	0
016.BEE11	2015	277.27	17.836	0	0.003	0.013	0	0.703	0.719	0.016	1.278	1	0.361	0.065	0.277	0	834	0.008	0.005
016.BEE12	2015	271.78	17.632	0	0.003	0.015	0	0.792	0.811	0.019	1.458	1	0.418	0.062	0.313	0	834	0.01	0.005
016.BEE1Z	2015	11.78	0.439	0	0	0	0	0.045	0.045	0	3.278	1	0.016	0.023	0.007	0	834	0	0
016.BEE20	2015	259.89	17.19	0	0.003	0.015	0	0.746	0.765	0.019	1.41	1	0.402	0.038	0.305	0	834	0.01	0.005
016.BEE2A	2015	48.59	3.18	0	0	0	0	0.142	0.142	0	1.415	1	0.059	0.003	0.08	0	834	0	0
016.BEE2B	2015	47.88	3.156	0	0	0	0	0.258	0.258	0	2.591	1	0.109	0.001	0.148	0	834	0	0
016.BEE2C	2015	38.1	2.733	0	0	0	0	0.158	0.158	0	1.838	1	0.092	0	0.067	0	834	0	0
016.BEE2D	2015	30.12	2.264	0	0	0	0	0.297	0.297	0	4.155	1	0.15	0	0.147	0	834	0	0
016.BEE2E	2015	11.48	0.92	0	0	0	0	0.081	0.081	0	2.785	1	0.056	0	0.025	0	834	0	0
016.BEE2F	2015	3.94	0.331	0	0	0	0	0.047	0.047	0	4.457	1	0.014	0	0.033	0	834	0	0
016.BEE31	2015	207.14	13.859	0	0.003	0.015	0	0.579	0.598	0.019	1.367	1	0.339	0.027	0.213	0	834	0.01	0.005
016.BEE32	2015	205.63	13.812	0	0.004	0.017	0	0.644	0.665	0.021	1.527	1	0.38	0.027	0.238	0	834	0.011	0.006
016.BEE33	2015	198.87	13.536	0	0	0.001	0	0.606	0.607	0.001	1.423	1	0.37	0.017	0.219	0	834	0	0.001
016.BEE340	2015	196.15	13.435	0	0	0.001	0	0.593	0.594	0.001	1.402	1	0.366	0.015	0.212	0	834	0	0.001
016.BEE34Z	2015	10.04	0.507	0	0	0	0	0.04	0.04	0	2.498	1	0.028	0.005	0.007	0	834	0	0
