regine,type,year,name,unit,value
002.QAA,INDUSTRI,2014,Cr,tonn,0.00032
002.QAA,INDUSTRI,2014,Cu,tonn,6.4e-05
002.QAA,INDUSTRI,2014,Zn,tonn,0.000348
002.QAA,INDUSTRI,2015,Cr,tonn,0.0003
002.QAA,INDUSTRI,2015,Cu,tonn,0.0001
002.QAA,INDUSTRI,2015,Zn,tonn,0.0004
002.QAA,INDUSTRI,2016,Cr,tonn,0.000187
002.QAA,INDUSTRI,2016,Cu,tonn,5.8e-05
002.QAA,INDUSTRI,2016,Zn,tonn,0.000246
002.QAA,INDUSTRI,2017,Cr,tonn,0.000203
002.QAA,INDUSTRI,2017,Cu,tonn,6.3e-05
002.QAA,INDUSTRI,2017,Zn,tonn,0.000564
002.QAA,INDUSTRI,2018,Cr,tonn,0.000445
002.QAA,INDUSTRI,2018,Cu,tonn,9.2e-05
002.QAA,INDUSTRI,2018,Zn,tonn,0.001135
002.QAA,INDUSTRI,2019,Cr,tonn,0.000245
002.QAA,INDUSTRI,2019,Cu,tonn,0.00013
002.QAA,INDUSTRI,2019,Zn,tonn,0.001133
002.QAB,INDUSTRI,1993,Cd,tonn,0.008
002.QAB,INDUSTRI,1993,Cu,tonn,1.8
002.QAB,INDUSTRI,1993,Zn,tonn,7.5
002.QAB,INDUSTRI,1994,Cd,tonn,0.008
002.QAB,INDUSTRI,1994,Cu,tonn,1.8
002.QAB,INDUSTRI,1994,Zn,tonn,7.5
002.QAB,INDUSTRI,1995,Cd,tonn,0.0087
002.QAB,INDUSTRI,1995,Cu,tonn,2.0
002.QAB,INDUSTRI,1995,Zn,tonn,7.0
002.QAB,INDUSTRI,1996,Cd,tonn,0.0087
002.QAB,INDUSTRI,1996,Cu,tonn,2.0
002.QAB,INDUSTRI,1996,Zn,tonn,7.0
002.QAB,INDUSTRI,1997,Cd,tonn,0.0087
002.QAB,INDUSTRI,1997,Cu,tonn,2.0
002.QAB,INDUSTRI,1997,Zn,tonn,7.0
002.QAB,INDUSTRI,1998,Cd,tonn,0.0087
002.QAB,INDUSTRI,1998,Cu,tonn,2.0
002.QAB,INDUSTRI,1998,Zn,tonn,7.0
002.QAB,INDUSTRI,1999,Cd,tonn,0.0087
002.QAB,INDUSTRI,1999,Cu,tonn,2.0
002.QAB,INDUSTRI,1999,Zn,tonn,7.0
002.QAB,INDUSTRI,2000,Cd,tonn,0.0087
002.QAB,INDUSTRI,2000,Cu,tonn,2.0
002.QAB,INDUSTRI,2000,Zn,tonn,7.0
002.QAB,INDUSTRI,2001,Cd,tonn,0.0087
002.QAB,INDUSTRI,2001,Cu,tonn,2.0
002.QAB,INDUSTRI,2001,Zn,tonn,7.0
002.QAB,INDUSTRI,2002,Cd,tonn,0.0087
002.QAB,INDUSTRI,2002,Cu,tonn,2.0
002.QAB,INDUSTRI,2002,Zn,tonn,7.0
002.QAB,INDUSTRI,2003,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2003,Cu,tonn,1.3
002.QAB,INDUSTRI,2003,Zn,tonn,4.4
002.QAB,INDUSTRI,2004,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2004,Cu,tonn,1.3
002.QAB,INDUSTRI,2004,Zn,tonn,4.4
002.QAB,INDUSTRI,2005,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2005,Cu,tonn,1.3
002.QAB,INDUSTRI,2005,Zn,tonn,4.4
002.QAB,INDUSTRI,2006,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2006,Cu,tonn,1.3
002.QAB,INDUSTRI,2006,Zn,tonn,4.4
002.QAB,INDUSTRI,2007,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2007,Cu,tonn,1.3
002.QAB,INDUSTRI,2007,Zn,tonn,4.4
002.QAB,INDUSTRI,2008,Cd,tonn,0.008400000000000001
002.QAB,INDUSTRI,2008,Cu,tonn,1.3
002.QAB,INDUSTRI,2008,Zn,tonn,4.4
002.QAB,INDUSTRI,2009,Cu,tonn,1.3
002.QAB,INDUSTRI,2009,Zn,tonn,4.4
002.QAB,INDUSTRI,2010,Cu,tonn,1.3
002.QAB,INDUSTRI,2010,Zn,tonn,4.4
002.QAB,INDUSTRI,2011,Cu,tonn,1.3
002.QAB,INDUSTRI,2011,Zn,tonn,4.4
002.QAB,INDUSTRI,2012,Cu,tonn,1.3
002.QAB,INDUSTRI,2012,Zn,tonn,4.4
002.R4B,INDUSTRI,1993,Cd,tonn,0.0198
002.R4B,INDUSTRI,1993,Cu,tonn,7.8
002.R4B,INDUSTRI,1993,Zn,tonn,27.0
002.R4B,INDUSTRI,1994,Cd,tonn,0.0198
002.R4B,INDUSTRI,1994,Cu,tonn,7.2
002.R4B,INDUSTRI,1994,Zn,tonn,18.0
002.R4B,INDUSTRI,1995,Cd,tonn,0.0198
002.R4B,INDUSTRI,1995,Cu,tonn,7.2
002.R4B,INDUSTRI,1995,Zn,tonn,18.0
002.R4B,INDUSTRI,1996,Cd,tonn,0.019100000000000002
002.R4B,INDUSTRI,1996,Cu,tonn,2.9
002.R4B,INDUSTRI,1996,Zn,tonn,12.0
002.R4B,INDUSTRI,1997,Cd,tonn,0.0315
002.R4B,INDUSTRI,1997,Cu,tonn,4.3
002.R4B,INDUSTRI,1997,Zn,tonn,19.0
002.R4B,INDUSTRI,1998,Cd,tonn,0.0193
002.R4B,INDUSTRI,1998,Cu,tonn,3.6
002.R4B,INDUSTRI,1998,Zn,tonn,12.0
002.R4B,INDUSTRI,1999,Cd,tonn,0.023
002.R4B,INDUSTRI,1999,Cu,tonn,4.3
002.R4B,INDUSTRI,1999,Zn,tonn,16.0
002.R4B,INDUSTRI,2000,Cd,tonn,0.036
002.R4B,INDUSTRI,2000,Cu,tonn,6.2
002.R4B,INDUSTRI,2000,Zn,tonn,23.0
002.R4B,INDUSTRI,2001,Cd,tonn,0.036
002.R4B,INDUSTRI,2001,Cu,tonn,6.2
002.R4B,INDUSTRI,2001,Zn,tonn,23.0
002.R4B,INDUSTRI,2002,Cd,tonn,0.036
002.R4B,INDUSTRI,2002,Cu,tonn,6.2
002.R4B,INDUSTRI,2002,Zn,tonn,23.0
002.R4B,INDUSTRI,2003,Cd,tonn,0.0148
002.R4B,INDUSTRI,2003,Cu,tonn,2.7
002.R4B,INDUSTRI,2003,Zn,tonn,9.9
002.R4B,INDUSTRI,2004,Cd,tonn,0.0316
002.R4B,INDUSTRI,2004,Cu,tonn,6.1
002.R4B,INDUSTRI,2004,Zn,tonn,21.5
002.R4B,INDUSTRI,2005,Cd,tonn,0.0363
002.R4B,INDUSTRI,2005,Cu,tonn,6.9
002.R4B,INDUSTRI,2005,Zn,tonn,22.8
002.R4B,INDUSTRI,2006,Cd,tonn,0.0192
002.R4B,INDUSTRI,2006,Cu,tonn,4.0
002.R4B,INDUSTRI,2006,Zn,tonn,13.6
002.R4B,INDUSTRI,2007,Cd,tonn,0.0192
002.R4B,INDUSTRI,2007,Cu,tonn,4.0
002.R4B,INDUSTRI,2007,Zn,tonn,13.6
002.R4B,INDUSTRI,2008,Cd,tonn,0.0192
002.R4B,INDUSTRI,2008,Cu,tonn,4.0
002.R4B,INDUSTRI,2008,Zn,tonn,13.6
002.R4B,INDUSTRI,2009,Cd,tonn,0.0217
002.R4B,INDUSTRI,2009,Cu,tonn,4.1
002.R4B,INDUSTRI,2009,Zn,tonn,13.8
002.R4B,INDUSTRI,2010,Cd,tonn,0.0205
002.R4B,INDUSTRI,2010,Cu,tonn,4.1
002.R4B,INDUSTRI,2010,Zn,tonn,14.5
002.R4B,INDUSTRI,2011,Cd,tonn,0.0225
002.R4B,INDUSTRI,2011,Cu,tonn,5.3
002.R4B,INDUSTRI,2011,Zn,tonn,16.2
002.R4B,INDUSTRI,2012,Cd,tonn,0.030600000000000002
002.R4B,INDUSTRI,2012,Cu,tonn,6.2
002.R4B,INDUSTRI,2012,Zn,tonn,18.4
002.R4B,INDUSTRI,2013,Cd,tonn,0.0233
002.R4B,INDUSTRI,2013,Cu,tonn,5.0
002.R4B,INDUSTRI,2013,Zn,tonn,15.5
002.R4B,INDUSTRI,2014,Cd,tonn,0.023
002.R4B,INDUSTRI,2014,Cu,tonn,5.0
002.R4B,INDUSTRI,2014,Zn,tonn,15.5
002.R4B,INDUSTRI,2016,Cd,tonn,0.0155
002.R4B,INDUSTRI,2016,Cu,tonn,2.1
002.R4B,INDUSTRI,2016,Zn,tonn,8.0
003.11Z,INDUSTRI,2006,Cd,tonn,5e-07
003.11Z,INDUSTRI,2006,Hg,tonn,1.3e-07
003.11Z,INDUSTRI,2006,Pb,tonn,0.00017999999999999998
003.11Z,INDUSTRI,2007,Cd,tonn,6.7e-06
003.11Z,INDUSTRI,2007,Hg,tonn,4.2999999999999996e-07
003.11Z,INDUSTRI,2007,Pb,tonn,0.00035
003.11Z,INDUSTRI,2008,Cd,tonn,2.0000000000000002e-07
003.11Z,INDUSTRI,2008,Hg,tonn,2.0000000000000002e-07
003.11Z,INDUSTRI,2008,Pb,tonn,5e-06
003.11Z,INDUSTRI,2009,Cd,tonn,1.58e-05
003.11Z,INDUSTRI,2009,Hg,tonn,1.8e-06
003.11Z,INDUSTRI,2009,Pb,tonn,0.0019
003.11Z,INDUSTRI,2010,Cd,tonn,3.47e-05
003.11Z,INDUSTRI,2010,Hg,tonn,5.2e-06
003.11Z,INDUSTRI,2010,Pb,tonn,0.0019942
003.11Z,INDUSTRI,2011,Cd,tonn,6.14e-05
003.11Z,INDUSTRI,2011,Hg,tonn,6.7e-06
003.11Z,INDUSTRI,2011,Pb,tonn,0.0095176
003.11Z,INDUSTRI,2012,Cd,tonn,4.1e-05
003.11Z,INDUSTRI,2012,Hg,tonn,2.7e-06
003.11Z,INDUSTRI,2012,Pb,tonn,0.00406
003.11Z,INDUSTRI,2013,Cd,tonn,4.0199999999999995e-05
003.11Z,INDUSTRI,2013,Hg,tonn,6.3e-06
003.11Z,INDUSTRI,2013,Pb,tonn,0.005997
003.11Z,INDUSTRI,2014,Cd,tonn,2.7e-06
003.11Z,INDUSTRI,2014,Hg,tonn,1.1e-06
003.11Z,INDUSTRI,2014,Pb,tonn,0.00076
003.11Z,INDUSTRI,2015,Pb,tonn,0.0014
003.11Z,INDUSTRI,2016,As,tonn,2e-07
003.11Z,INDUSTRI,2016,Cd,tonn,9.8e-06
003.11Z,INDUSTRI,2016,Cr,tonn,4.2e-06
003.11Z,INDUSTRI,2016,Cu,tonn,0.000676
003.11Z,INDUSTRI,2016,Hg,tonn,2e-07
003.11Z,INDUSTRI,2016,Ni,tonn,7.6e-06
003.11Z,INDUSTRI,2016,Pb,tonn,0.0002014
003.11Z,INDUSTRI,2016,Zn,tonn,0.0002921
003.11Z,INDUSTRI,2017,As,tonn,1.45e-05
003.11Z,INDUSTRI,2017,Cd,tonn,3.2e-06
003.11Z,INDUSTRI,2017,Cr,tonn,2.91e-05
003.11Z,INDUSTRI,2017,Cu,tonn,0.0001997
003.11Z,INDUSTRI,2017,Hg,tonn,3e-07
003.11Z,INDUSTRI,2017,Ni,tonn,6e-05
003.11Z,INDUSTRI,2017,Pb,tonn,4.57e-05
003.11Z,INDUSTRI,2017,Zn,tonn,0.0033713
003.11Z,INDUSTRI,2018,As,tonn,4.3e-06
003.11Z,INDUSTRI,2018,Cd,tonn,1e-06
003.11Z,INDUSTRI,2018,Cr,tonn,2.93e-05
003.11Z,INDUSTRI,2018,Cu,tonn,0.0002014
003.11Z,INDUSTRI,2018,Hg,tonn,2e-07
003.11Z,INDUSTRI,2018,Ni,tonn,4.88e-05
003.11Z,INDUSTRI,2018,Pb,tonn,4.36e-05
003.11Z,INDUSTRI,2018,Zn,tonn,0.0053752
003.17Z,RENSEANLEGG,2005,As,tonn,0.00647
003.17Z,RENSEANLEGG,2005,Cd,tonn,0.00029
003.17Z,RENSEANLEGG,2005,Cr,tonn,0.022244
003.17Z,RENSEANLEGG,2005,Cu,tonn,0.031710999999999996
003.17Z,RENSEANLEGG,2005,Hg,tonn,0.000221
003.17Z,RENSEANLEGG,2005,Ni,tonn,0.080497
003.17Z,RENSEANLEGG,2005,Pb,tonn,0.001649
003.17Z,RENSEANLEGG,2005,Zn,tonn,0.166105
003.17Z,RENSEANLEGG,2006,As,tonn,0.0036
003.17Z,RENSEANLEGG,2006,Cd,tonn,0.0011
003.17Z,RENSEANLEGG,2006,Cr,tonn,0.03
003.17Z,RENSEANLEGG,2006,Cu,tonn,0.0648
003.17Z,RENSEANLEGG,2006,Hg,tonn,2e-05
003.17Z,RENSEANLEGG,2006,Ni,tonn,0.0476
003.17Z,RENSEANLEGG,2006,Pb,tonn,0.0083
003.17Z,RENSEANLEGG,2006,Zn,tonn,0.2008
003.17Z,RENSEANLEGG,2007,As,tonn,0.00273
003.17Z,RENSEANLEGG,2007,Cd,tonn,0.00023999999999999998
003.17Z,RENSEANLEGG,2007,Cr,tonn,0.01055
003.17Z,RENSEANLEGG,2007,Cu,tonn,0.046380000000000005
003.17Z,RENSEANLEGG,2007,Hg,tonn,2.9999999999999997e-05
003.17Z,RENSEANLEGG,2007,Ni,tonn,0.03405
003.17Z,RENSEANLEGG,2007,Pb,tonn,0.00868
003.17Z,RENSEANLEGG,2007,Zn,tonn,0.15825999999999998
003.17Z,RENSEANLEGG,2008,As,tonn,0.005222
003.17Z,RENSEANLEGG,2008,Cd,tonn,0.000522
003.17Z,RENSEANLEGG,2008,Cr,tonn,0.00836
003.17Z,RENSEANLEGG,2008,Cu,tonn,0.09985
003.17Z,RENSEANLEGG,2008,Hg,tonn,2.1000000000000002e-05
003.17Z,RENSEANLEGG,2008,Ni,tonn,0.02927
003.17Z,RENSEANLEGG,2008,Pb,tonn,0.01202
003.17Z,RENSEANLEGG,2008,Zn,tonn,0.30322000000000005
003.17Z,RENSEANLEGG,2009,As,tonn,0.0031
003.17Z,RENSEANLEGG,2009,Cd,tonn,9.2e-05
003.17Z,RENSEANLEGG,2009,Cr,tonn,0.0050999999999999995
003.17Z,RENSEANLEGG,2009,Cu,tonn,0.0296
003.17Z,RENSEANLEGG,2009,Hg,tonn,1e-05
003.17Z,RENSEANLEGG,2009,Ni,tonn,0.0265
003.17Z,RENSEANLEGG,2009,Pb,tonn,0.0064
003.17Z,RENSEANLEGG,2009,Zn,tonn,0.1326
003.17Z,RENSEANLEGG,2011,As,tonn,0.0028199999999999996
003.17Z,RENSEANLEGG,2011,Cd,tonn,0.000113
003.17Z,RENSEANLEGG,2011,Cr,tonn,0.0038599999999999997
003.17Z,RENSEANLEGG,2011,Cu,tonn,0.031039999999999998
003.17Z,RENSEANLEGG,2011,Hg,tonn,3.7e-05
003.17Z,RENSEANLEGG,2011,Ni,tonn,0.01787
003.17Z,RENSEANLEGG,2011,Pb,tonn,0.005549999999999999
003.17Z,RENSEANLEGG,2011,Zn,tonn,0.1223
003.17Z,RENSEANLEGG,2013,As,tonn,0.001236
003.17Z,RENSEANLEGG,2013,Cd,tonn,0.00011899999999999999
003.17Z,RENSEANLEGG,2013,Cu,tonn,0.018539999999999997
003.17Z,RENSEANLEGG,2013,Hg,tonn,0.000115
003.17Z,RENSEANLEGG,2013,Ni,tonn,0.01318
003.17Z,RENSEANLEGG,2013,Pb,tonn,0.00404
003.17Z,RENSEANLEGG,2013,Zn,tonn,0.0865
003.17Z,RENSEANLEGG,2014,As,tonn,0.003535
003.17Z,RENSEANLEGG,2014,Cd,tonn,9.6e-05
003.17Z,RENSEANLEGG,2014,Cr,tonn,0.006497
003.17Z,RENSEANLEGG,2014,Cu,tonn,0.024746
003.17Z,RENSEANLEGG,2014,Hg,tonn,9.1e-05
003.17Z,RENSEANLEGG,2014,Ni,tonn,0.01758
003.17Z,RENSEANLEGG,2014,Pb,tonn,0.0021019999999999997
003.17Z,RENSEANLEGG,2014,Zn,tonn,0.123396
003.17Z,RENSEANLEGG,2016,As,tonn,0.00234
003.17Z,RENSEANLEGG,2016,Cd,tonn,4.3e-05
003.17Z,RENSEANLEGG,2016,Cr,tonn,0.00457
003.17Z,RENSEANLEGG,2016,Cu,tonn,0.01406
003.17Z,RENSEANLEGG,2016,Hg,tonn,1.9e-05
003.17Z,RENSEANLEGG,2016,Ni,tonn,0.01594
003.17Z,RENSEANLEGG,2016,Pb,tonn,0.00133
003.17Z,RENSEANLEGG,2016,Zn,tonn,0.0827
003.17Z,RENSEANLEGG,2017,As,tonn,0.002176
003.17Z,RENSEANLEGG,2017,Cd,tonn,5e-05
003.17Z,RENSEANLEGG,2017,Cr,tonn,0.00248
003.17Z,RENSEANLEGG,2017,Cu,tonn,0.018738
003.17Z,RENSEANLEGG,2017,Hg,tonn,1.7e-05
003.17Z,RENSEANLEGG,2017,Ni,tonn,0.011717
003.17Z,RENSEANLEGG,2017,Pb,tonn,0.000857
003.17Z,RENSEANLEGG,2017,Zn,tonn,0.083241
003.17Z,RENSEANLEGG,2018,As,tonn,0.003177
003.17Z,RENSEANLEGG,2018,Cd,tonn,6.5e-05
003.17Z,RENSEANLEGG,2018,Cr,tonn,0.001366
003.17Z,RENSEANLEGG,2018,Cu,tonn,0.018975
003.17Z,RENSEANLEGG,2018,Hg,tonn,2.5e-05
003.17Z,RENSEANLEGG,2018,Ni,tonn,0.012142
003.17Z,RENSEANLEGG,2018,Pb,tonn,0.000901
003.17Z,RENSEANLEGG,2018,Zn,tonn,0.09364
003.17Z,RENSEANLEGG,2019,As,tonn,0.002795
003.17Z,RENSEANLEGG,2019,Cd,tonn,0.000134
003.17Z,RENSEANLEGG,2019,Cr,tonn,0.004776
003.17Z,RENSEANLEGG,2019,Cu,tonn,0.02235
003.17Z,RENSEANLEGG,2019,Hg,tonn,1.5e-05
003.17Z,RENSEANLEGG,2019,Ni,tonn,0.029676
003.17Z,RENSEANLEGG,2019,Pb,tonn,0.000841
003.17Z,RENSEANLEGG,2019,Zn,tonn,0.128847
003.18,INDUSTRI,2019,As,tonn,0.03222
003.18,INDUSTRI,2019,Cd,tonn,0.0003177
003.18,INDUSTRI,2019,Cr,tonn,0.0075003
003.18,INDUSTRI,2019,Cu,tonn,0.0910387
003.18,INDUSTRI,2019,Hg,tonn,9.4e-05
003.18,INDUSTRI,2019,Ni,tonn,0.049123
003.18,INDUSTRI,2019,Pb,tonn,0.0005919
003.18,INDUSTRI,2019,Zn,tonn,0.1887776
003.20,INDUSTRI,2014,As,tonn,7.6e-05
003.20,INDUSTRI,2014,Cd,tonn,5.1e-06
003.20,INDUSTRI,2014,Cr,tonn,0.00013
003.20,INDUSTRI,2014,Cu,tonn,0.00285
003.20,INDUSTRI,2014,Hg,tonn,0.0
003.20,INDUSTRI,2014,Ni,tonn,0.00045200000000000004
003.20,INDUSTRI,2014,Pb,tonn,7.000000000000001e-05
003.20,INDUSTRI,2014,Zn,tonn,0.00252
003.20,INDUSTRI,2015,Cu,tonn,0.0004
003.20,INDUSTRI,2015,Ni,tonn,0.0002
003.20,INDUSTRI,2015,Pb,tonn,0.0001
003.20,INDUSTRI,2015,Zn,tonn,0.002
003.20,INDUSTRI,2016,As,tonn,2.7e-05
003.20,INDUSTRI,2016,Cd,tonn,4e-06
003.20,INDUSTRI,2016,Cr,tonn,0.000116
003.20,INDUSTRI,2016,Cu,tonn,0.001198
003.20,INDUSTRI,2016,Hg,tonn,0.0
003.20,INDUSTRI,2016,Ni,tonn,0.000313
003.20,INDUSTRI,2016,Pb,tonn,9.8e-05
003.20,INDUSTRI,2016,Zn,tonn,0.003402
003.20,INDUSTRI,2017,As,tonn,5.1e-05
003.20,INDUSTRI,2017,Cd,tonn,9e-06
003.20,INDUSTRI,2017,Cr,tonn,0.00021
003.20,INDUSTRI,2017,Cu,tonn,0.002629
003.20,INDUSTRI,2017,Hg,tonn,4e-07
003.20,INDUSTRI,2017,Ni,tonn,0.000457
003.20,INDUSTRI,2017,Pb,tonn,0.000174
003.20,INDUSTRI,2017,Zn,tonn,0.00554
003.20,INDUSTRI,2018,As,tonn,2e-05
003.20,INDUSTRI,2018,Cd,tonn,1.8e-06
003.20,INDUSTRI,2018,Cr,tonn,3.6e-05
003.20,INDUSTRI,2018,Cu,tonn,0.000696
003.20,INDUSTRI,2018,Hg,tonn,1e-07
003.20,INDUSTRI,2018,Ni,tonn,0.000189
003.20,INDUSTRI,2018,Pb,tonn,5.2e-05
003.20,INDUSTRI,2018,Zn,tonn,0.00162
003.20,INDUSTRI,2019,As,tonn,1.9e-05
003.20,INDUSTRI,2019,Cd,tonn,3e-06
003.20,INDUSTRI,2019,Cr,tonn,6.6e-05
003.20,INDUSTRI,2019,Cu,tonn,0.00151
003.20,INDUSTRI,2019,Hg,tonn,3e-07
003.20,INDUSTRI,2019,Ni,tonn,0.000197
003.20,INDUSTRI,2019,Pb,tonn,0.000138
003.20,INDUSTRI,2019,Zn,tonn,0.00408
003.20,RENSEANLEGG,2007,As,tonn,0.0018
003.20,RENSEANLEGG,2007,Cd,tonn,0.0003
003.20,RENSEANLEGG,2007,Cr,tonn,0.00195
003.20,RENSEANLEGG,2007,Cu,tonn,0.01035
003.20,RENSEANLEGG,2007,Hg,tonn,2e-05
003.20,RENSEANLEGG,2007,Ni,tonn,0.0099
003.20,RENSEANLEGG,2007,Pb,tonn,0.00225
003.20,RENSEANLEGG,2007,Zn,tonn,0.036
003.20,RENSEANLEGG,2008,As,tonn,0.00262
003.20,RENSEANLEGG,2008,Cd,tonn,0.00017999999999999998
003.20,RENSEANLEGG,2008,Cr,tonn,0.0067800000000000004
003.20,RENSEANLEGG,2008,Cu,tonn,0.016309999999999998
003.20,RENSEANLEGG,2008,Hg,tonn,1.8e-05
003.20,RENSEANLEGG,2008,Ni,tonn,0.01356
003.20,RENSEANLEGG,2008,Pb,tonn,0.00165
003.20,RENSEANLEGG,2008,Zn,tonn,0.047659999999999994
003.20,RENSEANLEGG,2009,As,tonn,0.0028
003.20,RENSEANLEGG,2009,Cd,tonn,2.9999999999999997e-05
003.20,RENSEANLEGG,2009,Cr,tonn,0.0060999999999999995
003.20,RENSEANLEGG,2009,Cu,tonn,0.009300000000000001
003.20,RENSEANLEGG,2009,Hg,tonn,1.3e-05
003.20,RENSEANLEGG,2009,Ni,tonn,0.009439999999999999
003.20,RENSEANLEGG,2009,Pb,tonn,0.00065
003.20,RENSEANLEGG,2009,Zn,tonn,0.0354
003.20,RENSEANLEGG,2010,Cd,tonn,0.0
003.20,RENSEANLEGG,2010,Cu,tonn,1.6e-05
003.20,RENSEANLEGG,2010,Hg,tonn,0.0
003.20,RENSEANLEGG,2010,Ni,tonn,8e-06
003.20,RENSEANLEGG,2010,Pb,tonn,0.0
003.20,RENSEANLEGG,2010,Zn,tonn,3.8e-05
003.20,RENSEANLEGG,2011,As,tonn,0.0023
003.20,RENSEANLEGG,2011,Cd,tonn,3.9e-05
003.20,RENSEANLEGG,2011,Cr,tonn,0.0022400000000000002
003.20,RENSEANLEGG,2011,Cu,tonn,0.01295
003.20,RENSEANLEGG,2011,Hg,tonn,1.7e-05
003.20,RENSEANLEGG,2011,Ni,tonn,0.00828
003.20,RENSEANLEGG,2011,Pb,tonn,0.001035
003.20,RENSEANLEGG,2011,Zn,tonn,0.0414
003.20,RENSEANLEGG,2013,As,tonn,7.8e-05
003.20,RENSEANLEGG,2013,Cd,tonn,3e-06
003.20,RENSEANLEGG,2013,Cu,tonn,0.00078
003.20,RENSEANLEGG,2013,Hg,tonn,5e-06
003.20,RENSEANLEGG,2013,Ni,tonn,0.0005809999999999999
003.20,RENSEANLEGG,2013,Pb,tonn,0.00013800000000000002
003.20,RENSEANLEGG,2013,Zn,tonn,0.003059
003.20,RENSEANLEGG,2014,As,tonn,0.001964
003.20,RENSEANLEGG,2014,Cd,tonn,1.9e-05
003.20,RENSEANLEGG,2014,Cr,tonn,0.003516
003.20,RENSEANLEGG,2014,Cu,tonn,0.008697
003.20,RENSEANLEGG,2014,Hg,tonn,5.5e-05
003.20,RENSEANLEGG,2014,Ni,tonn,0.008697
003.20,RENSEANLEGG,2014,Pb,tonn,0.00074
003.20,RENSEANLEGG,2014,Zn,tonn,0.034787
003.20,RENSEANLEGG,2016,As,tonn,0.00164
003.20,RENSEANLEGG,2016,Cd,tonn,4.5e-05
003.20,RENSEANLEGG,2016,Cr,tonn,0.00224
003.20,RENSEANLEGG,2016,Cu,tonn,0.00657
003.20,RENSEANLEGG,2016,Hg,tonn,8e-06
003.20,RENSEANLEGG,2016,Ni,tonn,0.00566
003.20,RENSEANLEGG,2016,Pb,tonn,0.00037
003.20,RENSEANLEGG,2016,Zn,tonn,0.0221
003.20,RENSEANLEGG,2017,As,tonn,0.001636
003.20,RENSEANLEGG,2017,Cd,tonn,5.6e-05
003.20,RENSEANLEGG,2017,Cr,tonn,0.002693
003.20,RENSEANLEGG,2017,Cu,tonn,0.01019
003.20,RENSEANLEGG,2017,Hg,tonn,5e-06
003.20,RENSEANLEGG,2017,Ni,tonn,0.007261
003.20,RENSEANLEGG,2017,Pb,tonn,0.000481
003.20,RENSEANLEGG,2017,Zn,tonn,0.028963
003.20,RENSEANLEGG,2018,As,tonn,0.00162
003.20,RENSEANLEGG,2018,Cd,tonn,3e-05
003.20,RENSEANLEGG,2018,Cr,tonn,0.003194
003.20,RENSEANLEGG,2018,Cu,tonn,0.00967
003.20,RENSEANLEGG,2018,Hg,tonn,4e-06
003.20,RENSEANLEGG,2018,Ni,tonn,0.006952
003.20,RENSEANLEGG,2018,Pb,tonn,0.000341
003.20,RENSEANLEGG,2018,Zn,tonn,0.031462
003.20,RENSEANLEGG,2019,As,tonn,0.001813
003.20,RENSEANLEGG,2019,Cd,tonn,2.5e-05
003.20,RENSEANLEGG,2019,Cr,tonn,0.003252
003.20,RENSEANLEGG,2019,Cu,tonn,0.017084
003.20,RENSEANLEGG,2019,Hg,tonn,5e-06
003.20,RENSEANLEGG,2019,Ni,tonn,0.00933
003.20,RENSEANLEGG,2019,Pb,tonn,0.000257
003.20,RENSEANLEGG,2019,Zn,tonn,0.032259
003.A3,INDUSTRI,1990,Cu,tonn,0.23
003.A3,INDUSTRI,1990,Ni,tonn,1.3
003.A3,INDUSTRI,1990,Zn,tonn,0.1
003.A3,INDUSTRI,1991,Cu,tonn,0.23
003.A3,INDUSTRI,1991,Ni,tonn,1.3
003.A3,INDUSTRI,1991,Zn,tonn,0.1
003.A3,INDUSTRI,1992,Cu,tonn,0.221
003.A3,INDUSTRI,1992,Ni,tonn,1.305
003.A3,INDUSTRI,1992,Zn,tonn,0.114
003.A3,INDUSTRI,1993,Cr,tonn,0.00012
003.A3,INDUSTRI,1993,Cu,tonn,0.0048
003.A3,INDUSTRI,1993,Ni,tonn,0.016399999999999998
003.A3,INDUSTRI,1993,Zn,tonn,0.0053
003.A3,INDUSTRI,1994,Cu,tonn,0.0023
003.A3,INDUSTRI,1994,Ni,tonn,0.01
003.A3,INDUSTRI,1994,Zn,tonn,0.0060999999999999995
003.A3,INDUSTRI,1995,Cu,tonn,0.00462
003.A3,INDUSTRI,1995,Ni,tonn,0.00539
003.A3,INDUSTRI,1995,Zn,tonn,0.0011200000000000001
003.A3,INDUSTRI,1996,Cu,tonn,0.0011
003.A3,INDUSTRI,1996,Ni,tonn,0.0005
003.A3,INDUSTRI,1997,Cu,tonn,0.0014
003.A3,INDUSTRI,1997,Ni,tonn,0.0019
003.A3,INDUSTRI,1997,Zn,tonn,0.0003
003.A3,INDUSTRI,1998,Cu,tonn,0.00032
003.A3,INDUSTRI,1998,Ni,tonn,0.00057
003.A3,INDUSTRI,1998,Zn,tonn,0.00085
003.A3,INDUSTRI,1999,Cu,tonn,0.000126
003.A3,INDUSTRI,1999,Ni,tonn,0.00035299999999999996
003.A3,INDUSTRI,1999,Zn,tonn,7.5e-05
003.A3,INDUSTRI,2001,Cu,tonn,0.000311
