regine;ret_as;ret_cd;ret_cr;ret_cu;ret_hg;ret_ni;ret_pb;ret_zn
121.BB12;0;0;0;0;0;0;0;0
213.AC2;0;0;0;0;0;0;0;0
213.AD;0;0;0;0;0;0;0;0
213.AE;0;0;0;0;0;0;0;0
213.AC12;0;0;0;0;0;0;0;0
171.1B;0;0;0;0;0;0;0;0
171.1A;0;0;0;0;0;0;0;0
012.EJB;0;0;0;0;0;0;0;0
121.DC;0;0;0;0;0;0;0;0
121.DB;0;0;0;0;0;0;0;0
103.AC;0;0;0;0;0;0;0;0
103.AB;0;0;0;0;0;0;0;0
313.C;0;0;0;0;0;0;0;0
313.B;0;0;0;0;0;0;0;0
313.D2;0;0;0;0;0;0;0;0
052.4B;0;0;0;0;0;0;0;0
167.DB;0;0;0;0;0;0;0;0
167.DA3;0;0;0;0;0;0;0;0
167.DA4;0;0;0;0;0;0;0;0
016.BG1B40;0;0;0;0;0;0;0;0
016.BG1B3;0;0;0;0;0;0;0;0
016.BG1B10;0;0;0;0;0;0;0;0
016.BG1B20;0;0;0;0;0;0;0;0
016.BG1B6;0;0;0;0;0;0;0;0
016.BG1B5;0;0;0;0;0;0;0;0
016.BG1A8;0;0;0;0;0;0;0;0
016.BG1B4A;0;0;0;0;0;0;0;0
016.BG1A7;0;0;0;0;0;0;0;0
209.4C;0;0;0;0;0;0;0;0
145.2B;0;0;0;0;0;0;0;0
145.2A;0;0;0;0;0;0;0;0
205.C1B;0;0;0;0;0;0;0;0
205.C12;0;0;0;0;0;0;0;0
205.C1A;0;0;0;0;0;0;0;0
122.A3B;0;0;0;0;0;0;0;0
122.A3A4;0;0;0;0;0;0;0;0
025.5B10;0;0;0;0;0;0;0;0
025.5B5;0;0;0;0;0;0;0;0
025.5B6;0;0;0;0;0;0;0;0
025.5B20;0;0;0;0;0;0;0;0
025.5B4;0;0;0;0;0;0;0;0
025.5B3;0;0;0;0;0;0;0;0
025.5B1Z;0;0;0;0;0;0;0;0
234.AD;0;0;0;0;0;0;0;0
234.AE;0;0;0;0;0;0;0;0
208.4B0;0;0;0;0;0;0;0;0
208.4BZ;0;0;0;0;0;0;0;0
208.4C0;0;0;0;0;0;0;0;0
019.H12;0;0;0;0;0;0;0;0
019.H220;0;0;0;0;0;0;0;0
234.4B;0;0;0;0;0;0;0;0
234.4A;0;0;0;0;0;0;0;0
132.1B9;0;0;0;0;0;0;0;0
132.1B1;0;0;0;0;0;0;0;0
132.1B2;0;0;0;0;0;0;0;0
132.1BZ;0;0;0;0;0;0;0;0
132.1A;0;0;0;0;0;0;0;0
132.1C20;0;0;0;0;0;0;0;0
132.1C1;0;0;0;0;0;0;0;0
303.4A;0;0;0;0;0;0;0;0
303.8B;0;0;0;0;0;0;0;0
303.8C;0;0;0;0;0;0;0;0
121.1B31;0;0;0;0;0;0;0;0
121.1B4;0;0;0;0;0;0;0;0
121.1B32;0;0;0;0;0;0;0;0
121.1C;0;0;0;0;0;0;0;0
121.1B3A;0;0;0;0;0;0;0;0
049.BC6;0;0;0;0;0;0;0;0
049.BC5;0;0;0;0;0;0;0;0
049.BD;0;0;0;0;0;0;0;0
049.BC3;0;0;0;0;0;0;0;0
049.BC4;0;0;0;0;0;0;0;0
049.BC2;0;0;0;0;0;0;0;0
049.BC1;0;0;0;0;0;0;0;0
164.D6;0;0;0;0;0;0;0;0
164.D30;0;0;0;0;0;0;0;0
164.D40;0;0;0;0;0;0;0;0
164.D10;0;0;0;0;0;0;0;0
164.D20;0;0;0;0;0;0;0;0
164.D9;0;0;0;0;0;0;0;0
164.D50;0;0;0;0;0;0;0;0
164.D4A0;0;0;0;0;0;0;0;0
164.D1Z;0;0;0;0;0;0;0;0
164.D3Z;0;0;0;0;0;0;0;0
164.D2A1;0;0;0;0;0;0;0;0
208.FC32;0;0;0;0;0;0;0;0
208.FC31;0;0;0;0;0;0;0;0
208.FC4;0;0;0;0;0;0;0;0
208.FC3Z;0;0;0;0;0;0;0;0
208.FD;0;0;0;0;0;0;0;0
208.FC2;0;0;0;0;0;0;0;0
208.FC1;0;0;0;0;0;0;0;0
139.ACB;0;0;0;0;0;0;0;0
139.ACC;0;0;0;0;0;0;0;0
303.52A;0;0;0;0;0;0;0;0
019.E3;0;0;0;0;0;0;0;0
019.E4;0;0;0;0;0;0;0;0
019.E1;0;0;0;0;0;0;0;0
019.E2;0;0;0;0;0;0;0;0
016.BEF1;0;0;0;0;0;0;0;0
016.BEF2;0;0;0;0;0;0;0;0
016.BEF4;0;0;0;0;0;0;0;0
016.BEF3;0;0;0;0;0;0;0;0
016.BEE7;0;0;0;0;0;0;0;0
016.BEE8;0;0;0;0;0;0;0;0
152.C5;0;0;0;0;0;0;0;0
152.C6;0;0;0;0;0;0;0;0
212.EAB;0;0;0;0;0;0;0;0
212.EAA;0;0;0;0;0;0;0;0
212.EAC;0;0;0;0;0;0;0;0
053.C22;0;0;0;0;0;0;0;0
053.C1;0;0;0;0;0;0;0;0
053.C21;0;0;0;0;0;0;0;0
053.B;0;0;0;0;0;0;0;0
053.D;0;0;0;0;0;0;0;0
015.Q22;0;0;0;0;0;0;0;0
015.Q11;0;0;0;0;0;0;0;0
015.Q21;0;0;0;0;0;0;0;0
015.Q12;0;0;0;0;0;0;0;0
015.Q41;0;0;0;0;0;0;0;0
015.Q31;0;0;0;0;0;0;0;0
139.H1B;0;0;0;0;0;0;0;0
139.H1C;0;0;0;0;0;0;0;0
166.5AAD;0;0;0;0;0;0;0;0
166.5AAC;0;0;0;0;0;0;0;0
312.1C;0;0;0;0;0;0;0;0
312.1B;0;0;0;0;0;0;0;0
312.1D;0;0;0;0;0;0;0;0
021.BAB;0;0;0;0;0;0;0;0
021.BAA;0;0;0;0;0;0;0;0
002.DF3E;0;0;0;0;0;0;0;0
002.DF3D;0;0;0;0;0;0;0;0
002.DF3F;0;0;0;0;0;0;0;0
119.1E11;0;0;0;0;0;0;0;0
119.1E12;0;0;0;0;0;0;0;0
119.1E2;0;0;0;0;0;0;0;0
119.1D3;0;0;0;0;0;0;0;0
119.1D4;0;0;0;0;0;0;0;0
119.1E1Z;0;0;0;0;0;0;0;0
016.4AB;0;0;0;0;0;0;0;0
016.4AC;0;0;0;0;0;0;0;0
075.CE;0;0;0;0;0;0;0;0
075.CD2;0;0;0;0;0;0;0;0
099.B2B1D;0;0;0;0;0;0;0;0
099.B2B1E;0;0;0;0;0;0;0;0
128.AAC;0;0;0;0;0;0;0;0
128.AAB;0;0;0;0;0;0;0;0
021.LE;0;0;0;0;0;0;0;0
021.LD;0;0;0;0;0;0;0;0
027.D60;0;0;0;0;0;0;0;0
027.D8;0;0;0;0;0;0;0;0
027.D3;0;0;0;0;0;0;0;0
027.D4;0;0;0;0;0;0;0;0
027.E2;0;0;0;0;0;0;0;0
027.D1;0;0;0;0;0;0;0;0
027.D2;0;0;0;0;0;0;0;0
027.E1;0;0;0;0;0;0;0;0
212.FBD;0;0;0;0;0;0;0;0
212.FBC;0;0;0;0;0;0;0;0
212.FBE;0;0;0;0;0;0;0;0
227.5B;0;0;0;0;0;0;0;0
227.5C;0;0;0;0;0;0;0;0
151.CD4;0;0;0;0;0;0;0;0
151.CD3;0;0;0;0;0;0;0;0
001.1L;0;0;0;0;0;0;0;0
001.1K;0;0;0;0;0;0;0;0
016.BG11B1;0;0;0;0;0;0;0;0
016.BG11B4;0;0;0;0;0;0;0;0
016.BG11B3;0;0;0;0;0;0;0;0
016.BG11A;0;0;0;0;0;0;0;0
002.T8;0;0;0;0;0;0;0;0
002.T7;0;0;0;0;0;0;0;0
021.E22;0;0;0;0;0;0;0;0
021.E61;0;0;0;0;0;0;0;0
021.E12;0;0;0;0;0;0;0;0
021.E4;0;0;0;0;0;0;0;0
021.F20;0;0;0;0;0;0;0;0
021.E62;0;0;0;0;0;0;0;0
021.E52;0;0;0;0;0;0;0;0
021.E30;0;0;0;0;0;0;0;0
021.E51;0;0;0;0;0;0;0;0
021.F1;0;0;0;0;0;0;0;0
021.EA21;0;0;0;0;0;0;0;0
021.E6Z;0;0;0;0;0;0;0;0
021.E1A1;0;0;0;0;0;0;0;0
021.E2Z;0;0;0;0;0;0;0;0
021.EA11;0;0;0;0;0;0;0;0
021.E1A2;0;0;0;0;0;0;0;0
021.E5A;0;0;0;0;0;0;0;0
021.E3A;0;0;0;0;0;0;0;0
167.B0;0;0;0;0;0;0;0;0
167.C11;0;0;0;0;0;0;0;0
167.C2;0;0;0;0;0;0;0;0
167.A;0;0;0;0;0;0;0;0
167.BA;0;0;0;0;0;0;0;0
198.41B;0;0;0;0;0;0;0;0
198.41C;0;0;0;0;0;0;0;0
166.B9;0;0;0;0;0;0;0;0
166.B1;0;0;0;0;0;0;0;0
166.B2;0;0;0;0;0;0;0;0
139.BDC;0;0;0;0;0;0;0;0
139.BDD;0;0;0;0;0;0;0;0
139.BDE;0;0;0;0;0;0;0;0
310.B;0;0;0;0;0;0;0;0
310.C;0;0;0;0;0;0;0;0
016.K3B1C;0;0;0;0;0;0;0;0
016.N31;0;0;0;0;0;0;0;0
016.N4;0;0;0;0;0;0;0;0
016.N32;0;0;0;0;0;0;0;0
016.N5;0;0;0;0;0;0;0;0
016.N6;0;0;0;0;0;0;0;0
121.1B3D;0;0;0;0;0;0;0;0
020.G;0;0;0;0;0;0;0;0
155.4E;0;0;0;0;0;0;0;0
155.4D40;0;0;0;0;0;0;0;0
155.4D3;0;0;0;0;0;0;0;0
002.LE;0;0;0;0;0;0;0;0
002.LD;0;0;0;0;0;0;0;0
002.LF0;0;0;0;0;0;0;0;0
001.B1B2;0;0;0;0;0;0;0;0
001.B1B1;0;0;0;0;0;0;0;0
001.B1B3;0;0;0;0;0;0;0;0
001.B1B4;0;0;0;0;0;0;0;0
224.D2;0;0;0;0;0;0;0;0
224.D1;0;0;0;0;0;0;0;0
224.C0;0;0;0;0;0;0;0;0
224.B;0;0;0;0;0;0;0;0
224.CA0;0;0;0;0;0;0;0;0
303.3B;0;0;0;0;0;0;0;0
072.JB;0;0;0;0;0;0;0;0
072.JA;0;0;0;0;0;0;0;0
246.F1D;0;0;0;0;0;0;0;0
181.3B;0;0;0;0;0;0;0;0
303.B;0;0;0;0;0;0;0;0
303.A;0;0;0;0;0;0;0;0
157.1B51;0;0;0;0;0;0;0;0
157.1B2;0;0;0;0;0;0;0;0
157.1B4;0;0;0;0;0;0;0;0
157.1B52;0;0;0;0;0;0;0;0
157.1B6;0;0;0;0;0;0;0;0
157.1B1;0;0;0;0;0;0;0;0
157.1B3;0;0;0;0;0;0;0;0
157.1A;0;0;0;0;0;0;0;0
157.1C;0;0;0;0;0;0;0;0
152.2D1;0;0;0;0;0;0;0;0
152.2D21;0;0;0;0;0;0;0;0
152.2D220;0;0;0;0;0;0;0;0
152.2D23;0;0;0;0;0;0;0;0
152.2D2A;0;0;0;0;0;0;0;0
152.2D22A;0;0;0;0;0;0;0;0
152.2E;0;0;0;0;0;0;0;0
152.2C;0;0;0;0;0;0;0;0
016.G51AB;0;0;0;0;0;0;0;0
162.1B;0;0;0;0;0;0;0;0
162.1A;0;0;0;0;0;0;0;0
194.3E;0;0;0;0;0;0;0;0
194.3D5;0;0;0;0;0;0;0;0
194.3D6;0;0;0;0;0;0;0;0
139.H3B;0;0;0;0;0;0;0;0
012.JD10;0;0;0;0;0;0;0;0
012.JD2;0;0;0;0;0;0;0;0
012.JDA;0;0;0;0;0;0;0;0
082.C4;0;0;0;0;0;0;0;0
082.C1;0;0;0;0;0;0;0;0
082.C2;0;0;0;0;0;0;0;0
082.B4;0;0;0;0;0;0;0;0
082.B3;0;0;0;0;0;0;0;0
082.C3;0;0;0;0;0;0;0;0
082.B2;0;0;0;0;0;0;0;0
082.B1;0;0;0;0;0;0;0;0
082.BA;0;0;0;0;0;0;0;0
012.CDBAB;0;0;0;0;0;0;0;0
012.CDBAA;0;0;0;0;0;0;0;0
012.EA2;0;0;0;0;0;0;0;0
012.EA3;0;0;0;0;0;0;0;0
012.F22;0;0;0;0;0;0;0;0
012.EA4;0;0;0;0;0;0;0;0
012.F12;0;0;0;0;0;0;0;0
012.EA1;0;0;0;0;0;0;0;0
012.F11;0;0;0;0;0;0;0;0
012.F21;0;0;0;0;0;0;0;0
236.C;0;0;0;0;0;0;0;0
236.D;0;0;0;0;0;0;0;0
212.EBC;0;0;0;0;0;0;0;0
212.EBD;0;0;0;0;0;0;0;0
028.4C;0;0;0;0;0;0;0;0
028.4D;0;0;0;0;0;0;0;0
019.DA61;0;0;0;0;0;0;0;0
019.DA5;0;0;0;0;0;0;0;0
019.DA71;0;0;0;0;0;0;0;0
019.DA72;0;0;0;0;0;0;0;0
019.DA8;0;0;0;0;0;0;0;0
019.DA62;0;0;0;0;0;0;0;0
019.DA32;0;0;0;0;0;0;0;0
019.DA6A;0;0;0;0;0;0;0;0
019.DA42;0;0;0;0;0;0;0;0
019.DA7Z;0;0;0;0;0;0;0;0
165.2B;0;0;0;0;0;0;0;0
165.2A;0;0;0;0;0;0;0;0
165.2C;0;0;0;0;0;0;0;0
002.DGF6;0;0;0;0;0;0;0;0
002.DGF51;0;0;0;0;0;0;0;0
002.DGF52;0;0;0;0;0;0;0;0
148.2B;0;0;0;0;0;0;0;0
148.2C;0;0;0;0;0;0;0;0
121.A3C;0;0;0;0;0;0;0;0
121.A3B;0;0;0;0;0;0;0;0
170.2A;0;0;0;0;0;0;0;0
170.2B;0;0;0;0;0;0;0;0
064.CBB;0;0;0;0;0;0;0;0
308.4C;0;0;0;0;0;0;0;0
105.D;0;0;0;0;0;0;0;0
105.E;0;0;0;0;0;0;0;0
105.C;0;0;0;0;0;0;0;0
164.A;0;0;0;0;0;0;0;0
243.4B;0;0;0;0;0;0;0;0
243.4A;0;0;0;0;0;0;0;0
084.CA5;0;0;0;0;0;0;0;0
084.CB;0;0;0;0;0;0;0;0
084.CA4;0;0;0;0;0;0;0;0
084.CA3;0;0;0;0;0;0;0;0
084.CA2;0;0;0;0;0;0;0;0
084.CA6;0;0;0;0;0;0;0;0
084.CA1;0;0;0;0;0;0;0;0
012.CED1;0;0;0;0;0;0;0;0
012.CED2;0;0;0;0;0;0;0;0
012.CEC12;0;0;0;0;0;0;0;0
016.BE2B;0;0;0;0;0;0;0;0
307.6H;0;0;0;0;0;0;0;0
307.6J;0;0;0;0;0;0;0;0
012.EC5B;0;0;0;0;0;0;0;0
012.EC5A;0;0;0;0;0;0;0;0
012.EC5C;0;0;0;0;0;0;0;0
212.HF1B;0;0;0;0;0;0;0;0
212.ABCB;0;0;0;0;0;0;0;0
212.ABCC;0;0;0;0;0;0;0;0
016.EAAE;0;0;0;0;0;0;0;0
165.1B;0;0;0;0;0;0;0;0
165.1A;0;0;0;0;0;0;0;0
002.T1BB;0;0;0;0;0;0;0;0
002.T1BA;0;0;0;0;0;0;0;0
002.DGEB;0;0;0;0;0;0;0;0
002.DGEA;0;0;0;0;0;0;0;0
002.DGF5B;0;0;0;0;0;0;0;0
002.DGF5A;0;0;0;0;0;0;0;0
213.5D;0;0;0;0;0;0;0;0
213.5C;0;0;0;0;0;0;0;0
129.E2;0;0;0;0;0;0;0;0
129.E1;0;0;0;0;0;0;0;0
129.E3;0;0;0;0;0;0;0;0
129.E4;0;0;0;0;0;0;0;0
129.F;0;0;0;0;0;0;0;0
129.D;0;0;0;0;0;0;0;0
036.FB;0;0;0;0;0;0;0;0
036.F3A;0;0;0;0;0;0;0;0
036.FC;0;0;0;0;0;0;0;0
036.FA;0;0;0;0;0;0;0;0
050.1D;0;0;0;0;0;0;0;0
050.F2;0;0;0;0;0;0;0;0
050.F1;0;0;0;0;0;0;0;0
050.F4;0;0;0;0;0;0;0;0
050.F3;0;0;0;0;0;0;0;0
123.B2C;0;0;0;0;0;0;0;0
212.AEC;0;0;0;0;0;0;0;0
212.AEB;0;0;0;0;0;0;0;0
016.BEE2D;0;0;0;0;0;0;0;0
016.BEE2C;0;0;0;0;0;0;0;0
144.B12;0;0;0;0;0;0;0;0
144.B11;0;0;0;0;0;0;0;0
144.B2;0;0;0;0;0;0;0;0
144.B1Z;0;0;0;0;0;0;0;0
016.AD2;0;0;0;0;0;0;0;0
016.AD9;0;0;0;0;0;0;0;0
016.AD1;0;0;0;0;0;0;0;0
016.ADA0;0;0;0;0;0;0;0;0
041.AD;0;0;0;0;0;0;0;0
161.ACB;0;0;0;0;0;0;0;0
161.ACD;0;0;0;0;0;0;0;0
161.ACC;0;0;0;0;0;0;0;0
160.41AB;0;0;0;0;0;0;0;0
160.41AA;0;0;0;0;0;0;0;0
139.FC;0;0;0;0;0;0;0;0
139.FD;0;0;0;0;0;0;0;0
139.FB;0;0;0;0;0;0;0;0
139.J5;0;0;0;0;0;0;0;0
139.J6;0;0;0;0;0;0;0;0
139.J8;0;0;0;0;0;0;0;0
139.J4;0;0;0;0;0;0;0;0
139.J3;0;0;0;0;0;0;0;0
139.J7;0;0;0;0;0;0;0;0
156.AD;0;0;0;0;0;0;0;0
156.AC;0;0;0;0;0;0;0;0
234.GBDC;0;0;0;0;0;0;0;0
234.GBDB;0;0;0;0;0;0;0;0
173.AG;0;0;0;0;0;0;0;0
173.AF;0;0;0;0;0;0;0;0
173.AH1;0;0;0;0;0;0;0;0
173.AH2;0;0;0;0;0;0;0;0
101.6B;0;0;0;0;0;0;0;0
101.6A;0;0;0;0;0;0;0;0
002.QAB;0;0;0;0;0;0;0;0
002.QAA;0;0;0;0;0;0;0;0
002.DM;0;0;0;0;0;0;0;0
103.E;0;0;0;0;0;0;0;0
103.D22;0;0;0;0;0;0;0;0
016.EDB;0;0;0;0;0;0;0;0
002.DFB6C;0;0;0;0;0;0;0;0
230.3B;0;0;0;0;0;0;0;0
230.3A6;0;0;0;0;0;0;0;0
230.3A5;0;0;0;0;0;0;0;0
165.7C;0;0;0;0;0;0;0;0
165.7B;0;0;0;0;0;0;0;0
165.7A;0;0;0;0;0;0;0;0
124.BB;0;0;0;0;0;0;0;0
124.BC;0;0;0;0;0;0;0;0
048.B21;0;0;0;0;0;0;0;0
048.B1;0;0;0;0;0;0;0;0
048.B22;0;0;0;0;0;0;0;0
048.C0;0;0;0;0;0;0;0;0
048.A;0;0;0;0;0;0;0;0
020.F1B;0;0;0;0;0;0;0;0
020.F1A;0;0;0;0;0;0;0;0
026.4BC0;0;0;0;0;0;0;0;0
026.4BD;0;0;0;0;0;0;0;0
130.2B;0;0;0;0;0;0;0;0
130.2A3;0;0;0;0;0;0;0;0
130.2A4;0;0;0;0;0;0;0;0
002.DFCB2;0;0;0;0;0;0;0;0
002.DFCB1;0;0;0;0;0;0;0;0
002.DFCC;0;0;0;0;0;0;0;0
002.DFCA;0;0;0;0;0;0;0;0
128.FB;0;0;0;0;0;0;0;0
128.FA;0;0;0;0;0;0;0;0
128.FC;0;0;0;0;0;0;0;0
002.G1B;0;0;0;0;0;0;0;0
212.EAG;0;0;0;0;0;0;0;0
212.EAF;0;0;0;0;0;0;0;0
135.C;0;0;0;0;0;0;0;0
135.D21;0;0;0;0;0;0;0;0
135.D1;0;0;0;0;0;0;0;0
135.B;0;0;0;0;0;0;0;0
164.G2B;0;0;0;0;0;0;0;0
076.J;0;0;0;0;0;0;0;0
224.D3;0;0;0;0;0;0;0;0
224.D4;0;0;0;0;0;0;0;0
224.D6;0;0;0;0;0;0;0;0
224.D5;0;0;0;0;0;0;0;0
121.EAB;0;0;0;0;0;0;0;0
121.EAA;0;0;0;0;0;0;0;0
015.NG;0;0;0;0;0;0;0;0
015.NF;0;0;0;0;0;0;0;0
032.4A4;0;0;0;0;0;0;0;0
032.4A22;0;0;0;0;0;0;0;0
032.4A6;0;0;0;0;0;0;0;0
032.4A3;0;0;0;0;0;0;0;0
032.4A5;0;0;0;0;0;0;0;0
032.4A12;0;0;0;0;0;0;0;0
313.E0;0;0;0;0;0;0;0;0
313.F;0;0;0;0;0;0;0;0
313.D5;0;0;0;0;0;0;0;0
313.D6;0;0;0;0;0;0;0;0
313.EA;0;0;0;0;0;0;0;0
075.CC1D;0;0;0;0;0;0;0;0
075.CC1C;0;0;0;0;0;0;0;0
027.F3;0;0;0;0;0;0;0;0
027.F2;0;0;0;0;0;0;0;0
027.F4;0;0;0;0;0;0;0;0
027.F1;0;0;0;0;0;0;0;0
027.E6;0;0;0;0;0;0;0;0
027.E5;0;0;0;0;0;0;0;0
112.3AAB;0;0;0;0;0;0;0;0
112.3AAD;0;0;0;0;0;0;0;0
112.3AAC;0;0;0;0;0;0;0;0
204.E;0;0;0;0;0;0;0;0
204.D;0;0;0;0;0;0;0;0
123.B7AB2;0;0;0;0;0;0;0;0
123.B7AB1;0;0;0;0;0;0;0;0
123.B7AB9;0;0;0;0;0;0;0;0
224.CC;0;0;0;0;0;0;0;0
224.CB;0;0;0;0;0;0;0;0
052.1B;0;0;0;0;0;0;0;0
052.1C0;0;0;0;0;0;0;0;0
002.H1AB;0;0;0;0;0;0;0;0
166.4C;0;0;0;0;0;0;0;0
166.4B;0;0;0;0;0;0;0;0
166.4D;0;0;0;0;0;0;0;0
212.ED22;0;0;0;0;0;0;0;0
212.ED1;0;0;0;0;0;0;0;0
212.EE;0;0;0;0;0;0;0;0
212.EF;0;0;0;0;0;0;0;0
212.ED21;0;0;0;0;0;0;0;0
212.ED2Z;0;0;0;0;0;0;0;0
002.DC3CB;0;0;0;0;0;0;0;0
002.DC3CC;0;0;0;0;0;0;0;0
002.DAB2B;0;0;0;0;0;0;0;0
002.DAB2C;0;0;0;0;0;0;0;0
308.2G;0;0;0;0;0;0;0;0
234.GBE1B;0;0;0;0;0;0;0;0
234.GBE1A;0;0;0;0;0;0;0;0
006.F2;0;0;0;0;0;0;0;0
006.F1;0;0;0;0;0;0;0;0
020.B9;0;0;0;0;0;0;0;0
020.B3;0;0;0;0;0;0;0;0
020.B4;0;0;0;0;0;0;0;0
020.B1;0;0;0;0;0;0;0;0
020.B22;0;0;0;0;0;0;0;0
108.2B;0;0;0;0;0;0;0;0
108.2C;0;0;0;0;0;0;0;0
108.2A;0;0;0;0;0;0;0;0
166.5BB;0;0;0;0;0;0;0;0
166.5BA;0;0;0;0;0;0;0;0
027.1F;0;0;0;0;0;0;0;0
027.1E4;0;0;0;0;0;0;0;0
027.1E3;0;0;0;0;0;0;0;0
020.1B0;0;0;0;0;0;0;0;0
026.BB;0;0;0;0;0;0;0;0
016.4D11;0;0;0;0;0;0;0;0
016.4D2;0;0;0;0;0;0;0;0
016.4D12;0;0;0;0;0;0;0;0
016.4C;0;0;0;0;0;0;0;0
016.4D1Z;0;0;0;0;0;0;0;0
243.5B;0;0;0;0;0;0;0;0
243.5A;0;0;0;0;0;0;0;0
020.BCC;0;0;0;0;0;0;0;0
020.BCB;0;0;0;0;0;0;0;0
019.CEB;0;0;0;0;0;0;0;0
015.H52;0;0;0;0;0;0;0;0
015.H51;0;0;0;0;0;0;0;0
015.H6;0;0;0;0;0;0;0;0
015.J11;0;0;0;0;0;0;0;0
015.J2;0;0;0;0;0;0;0;0
015.H40;0;0;0;0;0;0;0;0
015.H4Z;0;0;0;0;0;0;0;0
015.H3;0;0;0;0;0;0;0;0
015.H5A;0;0;0;0;0;0;0;0
020.BBF;0;0;0;0;0;0;0;0
020.BBG;0;0;0;0;0;0;0;0
116.6B;0;0;0;0;0;0;0;0
127.AE;0;0;0;0;0;0;0;0
002.T5B;0;0;0;0;0;0;0;0
002.T5A;0;0;0;0;0;0;0;0
072.B1B;0;0;0;0;0;0;0;0
072.B1A;0;0;0;0;0;0;0;0
012.LB1;0;0;0;0;0;0;0;0
012.LB2;0;0;0;0;0;0;0;0
012.LB4;0;0;0;0;0;0;0;0
012.LB3;0;0;0;0;0;0;0;0
138.D1;0;0;0;0;0;0;0;0
138.D4;0;0;0;0;0;0;0;0
138.D20;0;0;0;0;0;0;0;0
138.D3;0;0;0;0;0;0;0;0
138.C;0;0;0;0;0;0;0;0
138.E;0;0;0;0;0;0;0;0
167.7B;0;0;0;0;0;0;0;0
002.DD5BF;0;0;0;0;0;0;0;0
247.7B;0;0;0;0;0;0;0;0
234.L5;0;0;0;0;0;0;0;0
234.L6;0;0;0;0;0;0;0;0
234.L7;0;0;0;0;0;0;0;0
234.L8;0;0;0;0;0;0;0;0
164.F;0;0;0;0;0;0;0;0
109.5CA3;0;0;0;0;0;0;0;0
109.5CB;0;0;0;0;0;0;0;0
109.5CA4;0;0;0;0;0;0;0;0
109.5CA22;0;0;0;0;0;0;0;0
109.5CC;0;0;0;0;0;0;0;0
109.5CA12;0;0;0;0;0;0;0;0
022.E21;0;0;0;0;0;0;0;0
022.E22;0;0;0;0;0;0;0;0
022.E1;0;0;0;0;0;0;0;0
022.D80;0;0;0;0;0;0;0;0
022.D7;0;0;0;0;0;0;0;0
022.E2A;0;0;0;0;0;0;0;0
006.B9;0;0;0;0;0;0;0;0
006.B1;0;0;0;0;0;0;0;0
006.B2;0;0;0;0;0;0;0;0
006.A3;0;0;0;0;0;0;0;0
006.BA;0;0;0;0;0;0;0;0
006.C1;0;0;0;0;0;0;0;0
006.C2;0;0;0;0;0;0;0;0
122.AC1;0;0;0;0;0;0;0;0
122.AC22;0;0;0;0;0;0;0;0
122.AC21;0;0;0;0;0;0;0;0
122.AB;0;0;0;0;0;0;0;0
212.AD;0;0;0;0;0;0;0;0
212.AE0;0;0;0;0;0;0;0;0
094.B;0;0;0;0;0;0;0;0
094.C;0;0;0;0;0;0;0;0
161.1B2B;0;0;0;0;0;0;0;0
161.1B2A;0;0;0;0;0;0;0;0
127.B2B;0;0;0;0;0;0;0;0
012.EC8C;0;0;0;0;0;0;0;0
012.EC8B;0;0;0;0;0;0;0;0
166.F;0;0;0;0;0;0;0;0
166.G2;0;0;0;0;0;0;0;0
166.G1;0;0;0;0;0;0;0;0
139.ACD;0;0;0;0;0;0;0;0
313.G;0;0;0;0;0;0;0;0
313.H;0;0;0;0;0;0;0;0
151.1CB;0;0;0;0;0;0;0;0
139.BFB;0;0;0;0;0;0;0;0
139.BFA;0;0;0;0;0;0;0;0
311.GE;0;0;0;0;0;0;0;0
311.GD;0;0;0;0;0;0;0;0
153.22A;0;0;0;0;0;0;0;0
153.22B;0;0;0;0;0;0;0;0
105.B;0;0;0;0;0;0;0;0
105.A;0;0;0;0;0;0;0;0
152.F;0;0;0;0;0;0;0;0
152.E;0;0;0;0;0;0;0;0
152.D;0;0;0;0;0;0;0;0
032.4B2;0;0;0;0;0;0;0;0
032.4B1;0;0;0;0;0;0;0;0
032.4B4;0;0;0;0;0;0;0;0
032.4B3;0;0;0;0;0;0;0;0
122.DE;0;0;0;0;0;0;0;0
069.5B;0;0;0;0;0;0;0;0
069.5A;0;0;0;0;0;0;0;0
017.F4B;0;0;0;0;0;0;0;0
017.F4C;0;0;0;0;0;0;0;0
139.BC42;0;0;0;0;0;0;0;0
139.BC4A;0;0;0;0;0;0;0;0
139.BC3;0;0;0;0;0;0;0;0
139.BC5;0;0;0;0;0;0;0;0
139.BC6;0;0;0;0;0;0;0;0
139.BC41;0;0;0;0;0;0;0;0
139.BC1;0;0;0;0;0;0;0;0
139.BC2;0;0;0;0;0;0;0;0
168.6A;0;0;0;0;0;0;0;0
168.6B;0;0;0;0;0;0;0;0
128.B52;0;0;0;0;0;0;0;0
128.B6;0;0;0;0;0;0;0;0
128.B51;0;0;0;0;0;0;0;0
128.B5A;0;0;0;0;0;0;0;0
015.5B;0;0;0;0;0;0;0;0
170.1A;0;0;0;0;0;0;0;0
170.11;0;0;0;0;0;0;0;0
170.12;0;0;0;0;0;0;0;0
151.FED;0;0;0;0;0;0;0;0
151.FEC;0;0;0;0;0;0;0;0
218.AAB;0;0;0;0;0;0;0;0
218.AAA;0;0;0;0;0;0;0;0
218.AAC;0;0;0;0;0;0;0;0
