regine;ret_as;ret_cd;ret_cr;ret_cu;ret_hg;ret_ni;ret_pb;ret_zn
174.3D1;0;0;0;0;0;0;0;0
012.BA12;0;0;0;0;0;0;0;0
037.61;0;0;0;0;0;0;0;0
017.21;0;0;0;0;0;0;0;0
167.3A;0;0;0;0;0;0;0;0
208.B72;0;0;0;0;0;0;0;0
023.E1B;0;0;0;0;0;0;0;0
155.AD62;0;0;0;0;0;0;0;0
031.AB115B;0;0;0;0;0;0;0;0
234.BB;0;0;0;0;0;0;0;0
024.25;0;0;0;0;0;0;0;0
234.43;0;0;0;0;0;0;0;0
140.1;0;0;0;0;0;0;0;0
203.21;0;0;0;0;0;0;0;0
002.JDA21;0;0;0;0;0;0;0;0
021.FB0;0;0;0;0;0;0;0;0
026.FA4;0;0;0;0;0;0;0;0
001.K41;0;0;0;0;0;0;0;0
234.CAZ;0;0;0;0;0;0;0;0
033.B1A;0;0;0;0;0;0;0;0
216.52;0;0;0;0;0;0;0;0
024.13;0;0;0;0;0;0;0;0
093.21Z;0;0;0;0;0;0;0;0
024.512;0;0;0;0;0;0;0;0
023.A22;0;0;0;0;0;0;0;0
023.A1D;0;0;0;0;0;0;0;0
234.H3B;0;0;0;0;0;0;0;0
024.520;0;0;0;0;0;0;0;0
234.D11;0;0;0;0;0;0;0;0
064.ABC4;0;0;0;0;0;0;0;0
064.ABC3;0;0;0;0;0;0;0;0
185.1120;0;0;0;0;0;0;0;0
173.AA3;0;0;0;0;0;0;0;0
075.CAB;0;0;0;0;0;0;0;0
022.A3Z;0;0;0;0;0;0;0;0
161.BA;0;0;0;0;0;0;0;0
136.2C;0;0;0;0;0;0;0;0
239.B0;0;0;0;0;0;0;0;0
239.14;0;0;0;0;0;0;0;0
086.7F3;0;0;0;0;0;0;0;0
086.7F4;0;0;0;0;0;0;0;0
016.G52A2B0;0;0;0;0;0;0;0;0
025.AC40;0;0;0;0;0;0;0;0
052.5AC;0;0;0;0;0;0;0;0
206.B3B;0;0;0;0;0;0;0;0
016.31;0;0;0;0;0;0;0;0
075.11;0;0;0;0;0;0;0;0
137.2220;0;0;0;0;0;0;0;0
036.B5A21;0;0;0;0;0;0;0;0
014.2;0;0;0;0;0;0;0;0
119.82Z;0;0;0;0;0;0;0;0
094.4A4;0;0;0;0;0;0;0;0
094.4A3;0;0;0;0;0;0;0;0
002.G2Z;0;0;0;0;0;0;0;0
235.32;0;0;0;0;0;0;0;0
019.H32;0;0;0;0;0;0;0;0
002.MAAB;0;0;0;0;0;0;0;0
151.AB;0;0;0;0;0;0;0;0
109.B1;0;0;0;0;0;0;0;0
112.C1A2Z;0;0;0;0;0;0;0;0
021.G12;0;0;0;0;0;0;0;0
052.7A0;0;0;0;0;0;0;0;0
139.A2AZ;0;0;0;0;0;0;0;0
148.2211Z;0;0;0;0;0;0;0;0
234.K5;0;0;0;0;0;0;0;0
181.20;0;0;0;0;0;0;0;0
080.111;0;0;0;0;0;0;0;0
015.C1;0;0;0;0;0;0;0;0
050.1B8Z;0;0;0;0;0;0;0;0
085.1;0;0;0;0;0;0;0;0
220.81;0;0;0;0;0;0;0;0
089.421Z;0;0;0;0;0;0;0;0
030.2A3B;0;0;0;0;0;0;0;0
242.4A;0;0;0;0;0;0;0;0
074.DA2;0;0;0;0;0;0;0;0
229.1;0;0;0;0;0;0;0;0
112.CB20;0;0;0;0;0;0;0;0
012.DB0;0;0;0;0;0;0;0;0
151.CBAA0;0;0;0;0;0;0;0;0
110.34;0;0;0;0;0;0;0;0
091.11;0;0;0;0;0;0;0;0
302.61;0;0;0;0;0;0;0;0
002.N2A;0;0;0;0;0;0;0;0
122.AA3;0;0;0;0;0;0;0;0
118.21Z;0;0;0;0;0;0;0;0
042.111;0;0;0;0;0;0;0;0
139.E2BZ;0;0;0;0;0;0;0;0
185.330;0;0;0;0;0;0;0;0
180.2;0;0;0;0;0;0;0;0
036.22;0;0;0;0;0;0;0;0
109.BAC1;0;0;0;0;0;0;0;0
024.B15;0;0;0;0;0;0;0;0
002.DDFA;0;0;0;0;0;0;0;0
016.41;0;0;0;0;0;0;0;0
234.F1A0;0;0;0;0;0;0;0;0
230.31;0;0;0;0;0;0;0;0
234.310;0;0;0;0;0;0;0;0
073.CA30;0;0;0;0;0;0;0;0
055.D21D;0;0;0;0;0;0;0;0
193.A0;0;0;0;0;0;0;0;0
042.4A;0;0;0;0;0;0;0;0
149.14;0;0;0;0;0;0;0;0
161.AD6;0;0;0;0;0;0;0;0
116.82;0;0;0;0;0;0;0;0
012.CCAC;0;0;0;0;0;0;0;0
012.EGBD;0;0;0;0;0;0;0;0
067.2A4;0;0;0;0;0;0;0;0
015.JAA3;0;0;0;0;0;0;0;0
052.52AD8;0;0;0;0;0;0;0;0
052.52AD7;0;0;0;0;0;0;0;0
208.FAA0;0;0;0;0;0;0;0;0
177.5A5;0;0;0;0;0;0;0;0
119.1B22B;0;0;0;0;0;0;0;0
234.D12;0;0;0;0;0;0;0;0
197.12;0;0;0;0;0;0;0;0
099.B2B1C1AB;0;0;0;0;0;0;0;0
099.B2B1C1AA;0;0;0;0;0;0;0;0
311.CB;0;0;0;0;0;0;0;0
026.4C;0;0;0;0;0;0;0;0
208.FA2Z;0;0;0;0;0;0;0;0
168.61;0;0;0;0;0;0;0;0
016.CD4;0;0;0;0;0;0;0;0
307.71;0;0;0;0;0;0;0;0
234.F7;0;0;0;0;0;0;0;0
073.B5;0;0;0;0;0;0;0;0
107.212Z;0;0;0;0;0;0;0;0
016.BE3;0;0;0;0;0;0;0;0
234.J1AZ;0;0;0;0;0;0;0;0
016.BED41;0;0;0;0;0;0;0;0
016.BED42;0;0;0;0;0;0;0;0
016.BED3;0;0;0;0;0;0;0;0
121.BB1B;0;0;0;0;0;0;0;0
208.G11;0;0;0;0;0;0;0;0
179.33B;0;0;0;0;0;0;0;0
179.33A3;0;0;0;0;0;0;0;0
179.33A4;0;0;0;0;0;0;0;0
083.12Z;0;0;0;0;0;0;0;0
124.CA0;0;0;0;0;0;0;0;0
031.AB21A31;0;0;0;0;0;0;0;0
031.AB21A320;0;0;0;0;0;0;0;0
031.AB21A4;0;0;0;0;0;0;0;0
122.DBZ;0;0;0;0;0;0;0;0
002.DJ62;0;0;0;0;0;0;0;0
089.11;0;0;0;0;0;0;0;0
036.B1C2B;0;0;0;0;0;0;0;0
208.FA22;0;0;0;0;0;0;0;0
169.4130;0;0;0;0;0;0;0;0
122.AC2Z;0;0;0;0;0;0;0;0
015.JD11;0;0;0;0;0;0;0;0
067.3AC50;0;0;0;0;0;0;0;0
015.JAA4;0;0;0;0;0;0;0;0
206.51;0;0;0;0;0;0;0;0
149.220;0;0;0;0;0;0;0;0
224.1;0;0;0;0;0;0;0;0
028.3A0;0;0;0;0;0;0;0;0
016.CBA0;0;0;0;0;0;0;0;0
046.220;0;0;0;0;0;0;0;0
205.CAA;0;0;0;0;0;0;0;0
015.E1;0;0;0;0;0;0;0;0
038.11;0;0;0;0;0;0;0;0
012.CFC6;0;0;0;0;0;0;0;0
042.23;0;0;0;0;0;0;0;0
122.G10;0;0;0;0;0;0;0;0
093.210;0;0;0;0;0;0;0;0
098.1A0;0;0;0;0;0;0;0;0
105.420;0;0;0;0;0;0;0;0
196.AC1;0;0;0;0;0;0;0;0
064.C4B42;0;0;0;0;0;0;0;0
080.30;0;0;0;0;0;0;0;0
012.CC5;0;0;0;0;0;0;0;0
124.F22;0;0;0;0;0;0;0;0
124.FA1;0;0;0;0;0;0;0;0
124.FA20;0;0;0;0;0;0;0;0
124.F12;0;0;0;0;0;0;0;0
086.8A1A;0;0;0;0;0;0;0;0
017.FB212;0;0;0;0;0;0;0;0
017.FB211;0;0;0;0;0;0;0;0
017.FB112;0;0;0;0;0;0;0;0
198.2;0;0;0;0;0;0;0;0
180.64;0;0;0;0;0;0;0;0
143.82Z;0;0;0;0;0;0;0;0
002.JBB2B;0;0;0;0;0;0;0;0
002.JE71;0;0;0;0;0;0;0;0
054.1;0;0;0;0;0;0;0;0
002.K6A5;0;0;0;0;0;0;0;0
195.42;0;0;0;0;0;0;0;0
021.B5;0;0;0;0;0;0;0;0
042.F6;0;0;0;0;0;0;0;0
024.AFA;0;0;0;0;0;0;0;0
234.H3A0;0;0;0;0;0;0;0;0
185.54Z;0;0;0;0;0;0;0;0
212.G4BZ;0;0;0;0;0;0;0;0
012.DA5;0;0;0;0;0;0;0;0
139.D5A0;0;0;0;0;0;0;0;0
163.E61;0;0;0;0;0;0;0;0
185.220;0;0;0;0;0;0;0;0
150.4Z;0;0;0;0;0;0;0;0
041.4;0;0;0;0;0;0;0;0
198.421;0;0;0;0;0;0;0;0
012.EDD30;0;0;0;0;0;0;0;0
122.E6;0;0;0;0;0;0;0;0
028.C2C;0;0;0;0;0;0;0;0
185.750;0;0;0;0;0;0;0;0
012.CC61Z;0;0;0;0;0;0;0;0
019.CB2AZ;0;0;0;0;0;0;0;0
044.2A;0;0;0;0;0;0;0;0
021.FC3;0;0;0;0;0;0;0;0
002.DHJ2Z;0;0;0;0;0;0;0;0
202.30;0;0;0;0;0;0;0;0
012.EE0;0;0;0;0;0;0;0;0
082.32Z;0;0;0;0;0;0;0;0
002.MDB0;0;0;0;0;0;0;0;0
162.21;0;0;0;0;0;0;0;0
241.AZ;0;0;0;0;0;0;0;0
308.5C;0;0;0;0;0;0;0;0
123.21;0;0;0;0;0;0;0;0
094.6C;0;0;0;0;0;0;0;0
002.K7;0;0;0;0;0;0;0;0
122.1A;0;0;0;0;0;0;0;0
016.H12;0;0;0;0;0;0;0;0
195.63;0;0;0;0;0;0;0;0
211.31A;0;0;0;0;0;0;0;0
245.2;0;0;0;0;0;0;0;0
002.JJ;0;0;0;0;0;0;0;0
080.11A4B;0;0;0;0;0;0;0;0
130.6;0;0;0;0;0;0;0;0
196.AA2Z;0;0;0;0;0;0;0;0
212.51;0;0;0;0;0;0;0;0
126.4Z;0;0;0;0;0;0;0;0
112.CA211;0;0;0;0;0;0;0;0
026.F111;0;0;0;0;0;0;0;0
026.F211;0;0;0;0;0;0;0;0
111.411;0;0;0;0;0;0;0;0
012.C1;0;0;0;0;0;0;0;0
114.31Z;0;0;0;0;0;0;0;0
234.BA;0;0;0;0;0;0;0;0
186.62A;0;0;0;0;0;0;0;0
074.1C;0;0;0;0;0;0;0;0
026.32;0;0;0;0;0;0;0;0
106.35Z;0;0;0;0;0;0;0;0
084.12B;0;0;0;0;0;0;0;0
113.3;0;0;0;0;0;0;0;0
002.DEC;0;0;0;0;0;0;0;0
208.3Z;0;0;0;0;0;0;0;0
031.221B;0;0;0;0;0;0;0;0
072.H22;0;0;0;0;0;0;0;0
179.83;0;0;0;0;0;0;0;0
099.B2B1C6B;0;0;0;0;0;0;0;0
023.B12AZ;0;0;0;0;0;0;0;0
211.342;0;0;0;0;0;0;0;0
139.BAD1;0;0;0;0;0;0;0;0
179.340;0;0;0;0;0;0;0;0
238.3Z;0;0;0;0;0;0;0;0
022.1B1BB;0;0;0;0;0;0;0;0
144.411;0;0;0;0;0;0;0;0
021.E5C;0;0;0;0;0;0;0;0
123.CBZ;0;0;0;0;0;0;0;0
208.C1A;0;0;0;0;0;0;0;0
157.4E2;0;0;0;0;0;0;0;0
171.610;0;0;0;0;0;0;0;0
122.A210;0;0;0;0;0;0;0;0
233.31;0;0;0;0;0;0;0;0
234.GC1;0;0;0;0;0;0;0;0
124.F114;0;0;0;0;0;0;0;0
039.11;0;0;0;0;0;0;0;0
308.5AB;0;0;0;0;0;0;0;0
109.60;0;0;0;0;0;0;0;0
118.230;0;0;0;0;0;0;0;0
174.2AAZ;0;0;0;0;0;0;0;0
027.7C0;0;0;0;0;0;0;0;0
061.31;0;0;0;0;0;0;0;0
117.121;0;0;0;0;0;0;0;0
136.522;0;0;0;0;0;0;0;0
234.GD4;0;0;0;0;0;0;0;0
238.5A;0;0;0;0;0;0;0;0
112.D11B;0;0;0;0;0;0;0;0
034.5;0;0;0;0;0;0;0;0
016.BG1A3;0;0;0;0;0;0;0;0
097.111;0;0;0;0;0;0;0;0
144.D1A;0;0;0;0;0;0;0;0
072.H2A;0;0;0;0;0;0;0;0
308.5B;0;0;0;0;0;0;0;0
197.534;0;0;0;0;0;0;0;0
154.520;0;0;0;0;0;0;0;0
218.2A0;0;0;0;0;0;0;0;0
234.A2A;0;0;0;0;0;0;0;0
005.1;0;0;0;0;0;0;0;0
177.632Z;0;0;0;0;0;0;0;0
120.3Z;0;0;0;0;0;0;0;0
031.AB11C;0;0;0;0;0;0;0;0
116.7;0;0;0;0;0;0;0;0
073.A12;0;0;0;0;0;0;0;0
064.BC3;0;0;0;0;0;0;0;0
064.BB1B;0;0;0;0;0;0;0;0
025.5B2Z;0;0;0;0;0;0;0;0
308.20;0;0;0;0;0;0;0;0
229.AABB;0;0;0;0;0;0;0;0
123.CB3;0;0;0;0;0;0;0;0
186.52C;0;0;0;0;0;0;0;0
055.D21A0;0;0;0;0;0;0;0;0
160.A32C;0;0;0;0;0;0;0;0
023.F3;0;0;0;0;0;0;0;0
048.21;0;0;0;0;0;0;0;0
035.11;0;0;0;0;0;0;0;0
025.32BB;0;0;0;0;0;0;0;0
156.AB4;0;0;0;0;0;0;0;0
156.AB2;0;0;0;0;0;0;0;0
156.BB3Z;0;0;0;0;0;0;0;0
103.BC1;0;0;0;0;0;0;0;0
112.D213;0;0;0;0;0;0;0;0
235.C;0;0;0;0;0;0;0;0
311.B2;0;0;0;0;0;0;0;0
234.B2B0;0;0;0;0;0;0;0;0
149.4;0;0;0;0;0;0;0;0
168.72;0;0;0;0;0;0;0;0
234.F3AZ;0;0;0;0;0;0;0;0
146.5Z;0;0;0;0;0;0;0;0
097.21;0;0;0;0;0;0;0;0
012.CG22;0;0;0;0;0;0;0;0
155.AD52;0;0;0;0;0;0;0;0
098.3AZ;0;0;0;0;0;0;0;0
067.21;0;0;0;0;0;0;0;0
148.6;0;0;0;0;0;0;0;0
156.AA;0;0;0;0;0;0;0;0
148.513Z;0;0;0;0;0;0;0;0
220.83;0;0;0;0;0;0;0;0
021.F6A;0;0;0;0;0;0;0;0
012.CFB110;0;0;0;0;0;0;0;0
019.D521;0;0;0;0;0;0;0;0
045.4B2;0;0;0;0;0;0;0;0
185.6120;0;0;0;0;0;0;0;0
196.F5;0;0;0;0;0;0;0;0
236.2Z;0;0;0;0;0;0;0;0
022.1C30;0;0;0;0;0;0;0;0
020.42320;0;0;0;0;0;0;0;0
130.3AB;0;0;0;0;0;0;0;0
130.3AA;0;0;0;0;0;0;0;0
089.621;0;0;0;0;0;0;0;0
109.F1Z;0;0;0;0;0;0;0;0
037.AAA;0;0;0;0;0;0;0;0
121.E8A;0;0;0;0;0;0;0;0
124.DAZ;0;0;0;0;0;0;0;0
052.312Z;0;0;0;0;0;0;0;0
151.H2;0;0;0;0;0;0;0;0
002.DHA1;0;0;0;0;0;0;0;0
015.E8;0;0;0;0;0;0;0;0
203.220;0;0;0;0;0;0;0;0
218.AA0;0;0;0;0;0;0;0;0
144.33;0;0;0;0;0;0;0;0
012.BB4B1C;0;0;0;0;0;0;0;0
147.30;0;0;0;0;0;0;0;0
234.ABA1;0;0;0;0;0;0;0;0
052.5AAB;0;0;0;0;0;0;0;0
022.EA51;0;0;0;0;0;0;0;0
129.2Z;0;0;0;0;0;0;0;0
074.CB112B;0;0;0;0;0;0;0;0
076.CAA;0;0;0;0;0;0;0;0
015.D42;0;0;0;0;0;0;0;0
084.7B5;0;0;0;0;0;0;0;0
027.7CA;0;0;0;0;0;0;0;0
163.A3;0;0;0;0;0;0;0;0
067.3AA5B;0;0;0;0;0;0;0;0
225.B4;0;0;0;0;0;0;0;0
021.GB11B310;0;0;0;0;0;0;0;0
105.4A4;0;0;0;0;0;0;0;0
157.622;0;0;0;0;0;0;0;0
076.3;0;0;0;0;0;0;0;0
170.8311;0;0;0;0;0;0;0;0
012.EDB10;0;0;0;0;0;0;0;0
050.4D3;0;0;0;0;0;0;0;0
002.DHGBB0;0;0;0;0;0;0;0;0
126.6C;0;0;0;0;0;0;0;0
143.51;0;0;0;0;0;0;0;0
098.3BB;0;0;0;0;0;0;0;0
063.BB1A;0;0;0;0;0;0;0;0
036.A1AB;0;0;0;0;0;0;0;0
178.1210;0;0;0;0;0;0;0;0
002.DFAAA;0;0;0;0;0;0;0;0
310.61;0;0;0;0;0;0;0;0
212.H2B;0;0;0;0;0;0;0;0
155.BA0;0;0;0;0;0;0;0;0
208.52;0;0;0;0;0;0;0;0
121.G4;0;0;0;0;0;0;0;0
107.5Z;0;0;0;0;0;0;0;0
029.2D8;0;0;0;0;0;0;0;0
225.B6;0;0;0;0;0;0;0;0
144.61AA0;0;0;0;0;0;0;0;0
177.631;0;0;0;0;0;0;0;0
178.622;0;0;0;0;0;0;0;0
038.22;0;0;0;0;0;0;0;0
140.3Z;0;0;0;0;0;0;0;0
068.50;0;0;0;0;0;0;0;0
005.22;0;0;0;0;0;0;0;0
002.M61;0;0;0;0;0;0;0;0
026.EA3B;0;0;0;0;0;0;0;0
072.2B50;0;0;0;0;0;0;0;0
123.D61;0;0;0;0;0;0;0;0
071.11;0;0;0;0;0;0;0;0
028.22Z;0;0;0;0;0;0;0;0
234.JA0;0;0;0;0;0;0;0;0
061.4C2B;0;0;0;0;0;0;0;0
140.42Z;0;0;0;0;0;0;0;0
105.20;0;0;0;0;0;0;0;0
031.C0;0;0;0;0;0;0;0;0
104.31Z;0;0;0;0;0;0;0;0
240.3Z;0;0;0;0;0;0;0;0
065.6;0;0;0;0;0;0;0;0
310.7E;0;0;0;0;0;0;0;0
016.H412;0;0;0;0;0;0;0;0
002.JE7Z;0;0;0;0;0;0;0;0
024.B3A3;0;0;0;0;0;0;0;0
083.B30;0;0;0;0;0;0;0;0
060.520;0;0;0;0;0;0;0;0
208.B22B;0;0;0;0;0;0;0;0
185.640;0;0;0;0;0;0;0;0
164.B2B;0;0;0;0;0;0;0;0
129.22Z;0;0;0;0;0;0;0;0
002.MDA2Z;0;0;0;0;0;0;0;0
142.21;0;0;0;0;0;0;0;0
177.5A6;0;0;0;0;0;0;0;0
031.CA;0;0;0;0;0;0;0;0
197.52;0;0;0;0;0;0;0;0
163.11;0;0;0;0;0;0;0;0
311.E7Z;0;0;0;0;0;0;0;0
234.F5A0;0;0;0;0;0;0;0;0
066.3;0;0;0;0;0;0;0;0
031.2A0;0;0;0;0;0;0;0;0
203.B;0;0;0;0;0;0;0;0
049.B22B;0;0;0;0;0;0;0;0
163.E82;0;0;0;0;0;0;0;0
126.6B6;0;0;0;0;0;0;0;0
126.6B5;0;0;0;0;0;0;0;0
126.6B4;0;0;0;0;0;0;0;0
142.4;0;0;0;0;0;0;0;0
187.31;0;0;0;0;0;0;0;0
163.CCZ;0;0;0;0;0;0;0;0
213.B6Z;0;0;0;0;0;0;0;0
015.JC11;0;0;0;0;0;0;0;0
015.JCA2;0;0;0;0;0;0;0;0
002.DCC4;0;0;0;0;0;0;0;0
002.DCC3;0;0;0;0;0;0;0;0
036.B9B;0;0;0;0;0;0;0;0
151.E5;0;0;0;0;0;0;0;0
025.22;0;0;0;0;0;0;0;0
112.AA21B;0;0;0;0;0;0;0;0
052.52AD20;0;0;0;0;0;0;0;0
052.52AD1;0;0;0;0;0;0;0;0
052.52AD4;0;0;0;0;0;0;0;0
052.52AD3;0;0;0;0;0;0;0;0
052.52AD2A;0;0;0;0;0;0;0;0
121.1A3;0;0;0;0;0;0;0;0
121.1A4;0;0;0;0;0;0;0;0
119.63;0;0;0;0;0;0;0;0
081.4;0;0;0;0;0;0;0;0
131.62Z;0;0;0;0;0;0;0;0
104.C817;0;0;0;0;0;0;0;0
104.C717;0;0;0;0;0;0;0;0
022.F21;0;0;0;0;0;0;0;0
247.62;0;0;0;0;0;0;0;0
196.DF21;0;0;0;0;0;0;0;0
308.2EA0;0;0;0;0;0;0;0;0
086.9;0;0;0;0;0;0;0;0
144.D8AB;0;0;0;0;0;0;0;0
157.3Z;0;0;0;0;0;0;0;0
151.CE2;0;0;0;0;0;0;0;0
050.4AB;0;0;0;0;0;0;0;0
012.CC31;0;0;0;0;0;0;0;0
159.8110;0;0;0;0;0;0;0;0
002.DF6AA;0;0;0;0;0;0;0;0
095.E4;0;0;0;0;0;0;0;0
124.A21;0;0;0;0;0;0;0;0
178.121Z;0;0;0;0;0;0;0;0
179.320;0;0;0;0;0;0;0;0
106.330;0;0;0;0;0;0;0;0
016.BE5A2B;0;0;0;0;0;0;0;0
307.1;0;0;0;0;0;0;0;0
239.A10;0;0;0;0;0;0;0;0
037.5C;0;0;0;0;0;0;0;0
186.33Z;0;0;0;0;0;0;0;0
023.D;0;0;0;0;0;0;0;0
012.QA;0;0;0;0;0;0;0;0
179.41B3B;0;0;0;0;0;0;0;0
120.4A2;0;0;0;0;0;0;0;0
123.CB5Z;0;0;0;0;0;0;0;0
121.B3A0;0;0;0;0;0;0;0;0
016.CA2;0;0;0;0;0;0;0;0
210.4Z;0;0;0;0;0;0;0;0
234.GBCB0;0;0;0;0;0;0;0;0
162.7A12;0;0;0;0;0;0;0;0
234.50;0;0;0;0;0;0;0;0
144.210;0;0;0;0;0;0;0;0
113.4C;0;0;0;0;0;0;0;0
204.42;0;0;0;0;0;0;0;0
089.50;0;0;0;0;0;0;0;0
036.F2A;0;0;0;0;0;0;0;0
173.8;0;0;0;0;0;0;0;0
062.CA11B;0;0;0;0;0;0;0;0
002.DD1A3;0;0;0;0;0;0;0;0
064.42;0;0;0;0;0;0;0;0
196.DDA0;0;0;0;0;0;0;0;0
205.B1C;0;0;0;0;0;0;0;0
002.JDB0;0;0;0;0;0;0;0;0
240.12;0;0;0;0;0;0;0;0
026.LA2A1Z;0;0;0;0;0;0;0;0
191.3;0;0;0;0;0;0;0;0
002.DFB20;0;0;0;0;0;0;0;0
144.D5AB;0;0;0;0;0;0;0;0
002.JD3C0;0;0;0;0;0;0;0;0
036.E4C;0;0;0;0;0;0;0;0
227.61;0;0;0;0;0;0;0;0
063.A3;0;0;0;0;0;0;0;0
020.A40;0;0;0;0;0;0;0;0
118.14Z;0;0;0;0;0;0;0;0
086.3B;0;0;0;0;0;0;0;0
002.DF3B0;0;0;0;0;0;0;0;0
106.2;0;0;0;0;0;0;0;0
044.1;0;0;0;0;0;0;0;0
072.4B;0;0;0;0;0;0;0;0
094.321Z;0;0;0;0;0;0;0;0
023.B11AZ;0;0;0;0;0;0;0;0
033.BB2A;0;0;0;0;0;0;0;0
093.3A5B;0;0;0;0;0;0;0;0
238.2;0;0;0;0;0;0;0;0
212.GDAAZ;0;0;0;0;0;0;0;0
016.BC1AB1A3;0;0;0;0;0;0;0;0
002.2A;0;0;0;0;0;0;0;0
007.1Z;0;0;0;0;0;0;0;0
223.H8AZ;0;0;0;0;0;0;0;0
169.31Z;0;0;0;0;0;0;0;0
015.C8B;0;0;0;0;0;0;0;0
177.820;0;0;0;0;0;0;0;0
194.33;0;0;0;0;0;0;0;0
002.DHABA;0;0;0;0;0;0;0;0
103.A422;0;0;0;0;0;0;0;0
122.BE;0;0;0;0;0;0;0;0
016.BE5A6;0;0;0;0;0;0;0;0
246.61;0;0;0;0;0;0;0;0
140.51Z;0;0;0;0;0;0;0;0
012.CEC2;0;0;0;0;0;0;0;0
024.B1B2;0;0;0;0;0;0;0;0
086.722A;0;0;0;0;0;0;0;0
024.B24;0;0;0;0;0;0;0;0
237.A1;0;0;0;0;0;0;0;0
016.BE2A1A6;0;0;0;0;0;0;0;0
016.BE2A1A5;0;0;0;0;0;0;0;0
139.F5;0;0;0;0;0;0;0;0
087.A222;0;0;0;0;0;0;0;0
002.M8Z;0;0;0;0;0;0;0;0
079.AAE;0;0;0;0;0;0;0;0
196.DF3Z;0;0;0;0;0;0;0;0
096.120;0;0;0;0;0;0;0;0
235.4;0;0;0;0;0;0;0;0
064.AAC;0;0;0;0;0;0;0;0
082.51Z;0;0;0;0;0;0;0;0
122.A21Z;0;0;0;0;0;0;0;0
002.DH0;0;0;0;0;0;0;0;0
151.11;0;0;0;0;0;0;0;0
173.ABA0;0;0;0;0;0;0;0;0
301.1;0;0;0;0;0;0;0;0
014.3;0;0;0;0;0;0;0;0
025.3F;0;0;0;0;0;0;0;0
002.DJ31;0;0;0;0;0;0;0;0
209.410;0;0;0;0;0;0;0;0
051.32;0;0;0;0;0;0;0;0
235.AZ;0;0;0;0;0;0;0;0
042.F5;0;0;0;0;0;0;0;0
086.3AB;0;0;0;0;0;0;0;0
237.80;0;0;0;0;0;0;0;0
139.BB1;0;0;0;0;0;0;0;0
244.4C0;0;0;0;0;0;0;0;0
183.0;0;0;0;0;0;0;0;0
222.112;0;0;0;0;0;0;0;0
161.320;0;0;0;0;0;0;0;0
124.1;0;0;0;0;0;0;0;0
002.K1Z;0;0;0;0;0;0;0;0
013.110;0;0;0;0;0;0;0;0
050.21;0;0;0;0;0;0;0;0
109.5A2;0;0;0;0;0;0;0;0
142.520;0;0;0;0;0;0;0;0
209.3C;0;0;0;0;0;0;0;0
052.3A3B;0;0;0;0;0;0;0;0
074.D22;0;0;0;0;0;0;0;0
024.511;0;0;0;0;0;0;0;0
053.610;0;0;0;0;0;0;0;0
177.63Z;0;0;0;0;0;0;0;0
185.94Z;0;0;0;0;0;0;0;0
307.53A;0;0;0;0;0;0;0;0
314.1A1;0;0;0;0;0;0;0;0
026.H321;0;0;0;0;0;0;0;0
185.62;0;0;0;0;0;0;0;0
002.NC0;0;0;0;0;0;0;0;0
123.CAE;0;0;0;0;0;0;0;0
234.5BZ;0;0;0;0;0;0;0;0
059.22;0;0;0;0;0;0;0;0
240.BA0;0;0;0;0;0;0;0;0
127.ABZ;0;0;0;0;0;0;0;0
177.91;0;0;0;0;0;0;0;0
310.7C0;0;0;0;0;0;0;0;0
112.D11AZ;0;0;0;0;0;0;0;0
016.CE2B;0;0;0;0;0;0;0;0
071.420;0;0;0;0;0;0;0;0
086.61B2A;0;0;0;0;0;0;0;0
002.DJ1AZ;0;0;0;0;0;0;0;0
212.EB7;0;0;0;0;0;0;0;0
086.72C;0;0;0;0;0;0;0;0
069.12;0;0;0;0;0;0;0;0
178.122;0;0;0;0;0;0;0;0
109.71Z;0;0;0;0;0;0;0;0
234.H12;0;0;0;0;0;0;0;0
222.7C;0;0;0;0;0;0;0;0
163.E1Z;0;0;0;0;0;0;0;0
017.G42B;0;0;0;0;0;0;0;0
002.DHDA;0;0;0;0;0;0;0;0
130.3A0;0;0;0;0;0;0;0;0
143.940;0;0;0;0;0;0;0;0
143.9Z;0;0;0;0;0;0;0;0
084.AB;0;0;0;0;0;0;0;0
171.41;0;0;0;0;0;0;0;0
148.514;0;0;0;0;0;0;0;0
212.L61;0;0;0;0;0;0;0;0
002.DC4BZ;0;0;0;0;0;0;0;0
178.432;0;0;0;0;0;0;0;0
167.31;0;0;0;0;0;0;0;0
012.CFC2ABZ;0;0;0;0;0;0;0;0
222.5AZ;0;0;0;0;0;0;0;0
002.111Z;0;0;0;0;0;0;0;0
015.G60;0;0;0;0;0;0;0;0
121.CBZ;0;0;0;0;0;0;0;0
020.41;0;0;0;0;0;0;0;0
016.F5A;0;0;0;0;0;0;0;0
102.1220;0;0;0;0;0;0;0;0
064.C2B;0;0;0;0;0;0;0;0
099.3;0;0;0;0;0;0;0;0
212.EB6;0;0;0;0;0;0;0;0
153.5;0;0;0;0;0;0;0;0
308.5D;0;0;0;0;0;0;0;0
127.C4;0;0;0;0;0;0;0;0
086.61AA;0;0;0;0;0;0;0;0
072.EC;0;0;0;0;0;0;0;0
226.32;0;0;0;0;0;0;0;0
143.22Z;0;0;0;0;0;0;0;0
198.71;0;0;0;0;0;0;0;0
307.8E0;0;0;0;0;0;0;0;0
024.11;0;0;0;0;0;0;0;0
