regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
223.21;223.10;29.78;0.004;126.144;0.11912;223;2020;20;Lofoten-Barents Sea
223.22;223.21;35.83;0.007;220.752;0.25081;223;2020;20;Lofoten-Barents Sea
223.2Z;223.22;21.25;0.016;504.576;0.34;223;2020;20;Lofoten-Barents Sea
223.A11;223.22;1.52;0.011;346.896;0.01672;223;2020;20;Lofoten-Barents Sea
223.A12;223.A11;7.17;0.011;346.896;0.07887;223;2020;20;Lofoten-Barents Sea
223.A1Z;223.A12;39.7;0.015;473.04;0.5955;223;2020;20;Lofoten-Barents Sea
223.A2;223.A12;9.61;0.011;346.896;0.10571;223;2020;20;Lofoten-Barents Sea
223.AZ;223.A2;173.75;0.023;725.328;3.99625;223;2020;20;Lofoten-Barents Sea
223.B0;223.A2;68.53;0.016;504.576;1.09648;223;2020;20;Lofoten-Barents Sea
223.BZ;223.B0;102;0.021;662.256;2.142;223;2020;20;Lofoten-Barents Sea
223.C10;223.B0;11.37;0.019;599.184;0.21603;223;2020;20;Lofoten-Barents Sea
223.C1A;223.C10;32.38;0.023;725.328;0.74474;223;2020;20;Lofoten-Barents Sea
223.C1B;223.C1A;16.95;0.025;788.4;0.42375;223;2020;20;Lofoten-Barents Sea
223.C2;223.C10;9.8;0.014;441.504;0.1372;223;2020;20;Lofoten-Barents Sea
223.C31;223.C2;0.92;0.015;473.04;0.0138;223;2020;20;Lofoten-Barents Sea
223.C32;223.C31;4.1;0.018;567.648;0.0738;223;2020;20;Lofoten-Barents Sea
223.C3Z;223.C32;22.35;0.02;630.72;0.447;223;2017;20;Lofoten-Barents Sea
223.C4;223.C32;6.66;0.016;504.576;0.10656;223;2020;20;Lofoten-Barents Sea
223.CZ;223.C4;28.1;0.022;693.792;0.6182;223;2020;20;Lofoten-Barents Sea
223.D0;223.C4;53.02;0.014;441.504;0.74228;223;2020;20;Lofoten-Barents Sea
223.DA;223.D0;3.92;0.014;441.504;0.05488;223;2020;20;Lofoten-Barents Sea
223.DB;223.DA;34.54;0.019;599.184;0.65626;223;2020;20;Lofoten-Barents Sea
223.DC;223.DB;26.35;0.021;662.256;0.55335;223;2020;20;Lofoten-Barents Sea
223.DD;223.DC;29.63;0.026;819.936;0.77038;223;2020;20;Lofoten-Barents Sea
223.E0;223.D0;2.22;0.014;441.504;0.03108;223;2020;20;Lofoten-Barents Sea
223.EZ;223.E0;65.99;0.025;788.4;1.64975;223;2020;20;Lofoten-Barents Sea
223.F0;223.E0;9.28;0.014;441.504;0.12992;223;2020;20;Lofoten-Barents Sea
223.FA0;223.F0;2.73;0.014;441.504;0.03822;223;2020;20;Lofoten-Barents Sea
223.FAA;223.FA0;1.39;0.013;409.968;0.01807;223;2020;20;Lofoten-Barents Sea
223.FAB;223.FAA;19.99;0.016;504.576;0.31984;223;2012;20;Lofoten-Barents Sea
223.FAC;223.FAB;12.38;0.016;504.576;0.19808;223;2012;20;Lofoten-Barents Sea
223.FB;223.FA0;14.8;0.014;441.504;0.2072;223;2020;20;Lofoten-Barents Sea
223.FC;223.FB;16.54;0.015;473.04;0.2481;223;2012;20;Lofoten-Barents Sea
223.FD;223.FC;24.87;0.018;567.648;0.44766;223;2012;20;Lofoten-Barents Sea
223.G0;223.F0;30.64;0.016;504.576;0.49024;223;2020;20;Lofoten-Barents Sea
223.GZ;223.G0;85.29;0.024;756.864;2.04696;223;2020;20;Lofoten-Barents Sea
223.H1;223.G0;1.07;0.015;473.04;0.01605;223;2020;20;Lofoten-Barents Sea
223.H2;223.H1;1.98;0.015;473.04;0.0297;223;2020;20;Lofoten-Barents Sea
223.H3;223.H2;7.69;0.015;473.04;0.11535;223;2020;20;Lofoten-Barents Sea
223.H4;223.H3;22.42;0.019;599.184;0.42598;223;2020;20;Lofoten-Barents Sea
223.H5;223.H4;0.4;0.014;441.504;0.0056;223;2020;20;Lofoten-Barents Sea
223.H6;223.H5;0.14;0.014;441.504;0.00196;223;2020;20;Lofoten-Barents Sea
223.H7;223.H6;12.74;0.016;504.576;0.20384;223;2012;20;Lofoten-Barents Sea
223.H80;223.H7;5.67;0.014;441.504;0.07938;223;2021;20;Lofoten-Barents Sea
223.H8A0;223.H80;0.62;0.013;409.968;0.00806;223;2020;20;Lofoten-Barents Sea
223.H8AZ;223.H8A0;15.21;0.015;473.04;0.22815;223;2021;20;Lofoten-Barents Sea
223.H8B;223.H8A0;19.33;0.02;630.72;0.3866;223;2020;20;Lofoten-Barents Sea
223.J;223.H80;55.85;0.016;504.576;0.8936;223;2012;20;Lofoten-Barents Sea
224.;210_247;0;0;0;0;0;0;0;0
224.1;224.;45.1;0.013;409.968;0.5863;224;2020;20;Lofoten-Barents Sea
224.21;224.1;11.93;0.011;346.896;0.13123;224;2020;20;Lofoten-Barents Sea
224.22;224.21;40.35;0.011;346.896;0.44385;224;2020;20;Lofoten-Barents Sea
224.2A0;224.22;60.68;0.011;346.896;0.66748;224;2020;20;Lofoten-Barents Sea
224.2AA;224.2A0;30.56;0.013;409.968;0.39728;224;2020;20;Lofoten-Barents Sea
224.2AB;224.2AA;16.39;0.012;378.432;0.19668;224;2020;20;Lofoten-Barents Sea
224.2B;224.2A0;95.94;0.021;662.256;2.01474;224;2020;20;Lofoten-Barents Sea
224.A0;224.22;91.13;0.013;409.968;1.18469;224;2020;20;Lofoten-Barents Sea
224.AA0;224.A0;7.61;0.014;441.504;0.10654;224;2020;20;Lofoten-Barents Sea
224.AAZ;224.AA0;47.87;0.025;788.4;1.19675;224;2020;20;Lofoten-Barents Sea
224.AB;224.AA0;105.87;0.025;788.4;2.64675;224;2020;20;Lofoten-Barents Sea
224.B;224.A0;15.27;0.013;409.968;0.19851;224;2020;20;Lofoten-Barents Sea
224.C0;224.B;46.19;0.013;409.968;0.60047;224;2020;20;Lofoten-Barents Sea
224.CA0;224.C0;41.84;0.015;473.04;0.6276;224;2020;20;Lofoten-Barents Sea
224.CAZ;224.CA0;29.27;0.014;441.504;0.40978;224;2020;20;Lofoten-Barents Sea
224.CB;224.CA0;118.55;0.018;567.648;2.1339;224;2020;20;Lofoten-Barents Sea
224.CC;224.CB;83.42;0.026;819.936;2.16892;224;2020;20;Lofoten-Barents Sea
224.D1;224.C0;2.16;0.012;378.432;0.02592;224;2020;20;Lofoten-Barents Sea
224.D2;224.D1;5.75;0.012;378.432;0.069;224;2020;20;Lofoten-Barents Sea
224.D3;224.D2;21.61;0.012;378.432;0.25932;224;2020;20;Lofoten-Barents Sea
224.D4;224.D3;7.71;0.012;378.432;0.09252;224;2020;20;Lofoten-Barents Sea
224.D5;224.D4;1.2;0.012;378.432;0.0144;224;2020;20;Lofoten-Barents Sea
224.D6;224.D5;1.32;0.012;378.432;0.01584;224;2020;20;Lofoten-Barents Sea
224.DA0;224.D6;0.35;0.012;378.432;0.0042;224;2020;20;Lofoten-Barents Sea
224.DAZ;224.DA0;38;0.012;378.432;0.456;224;2020;20;Lofoten-Barents Sea
224.DB0;224.DA0;16.33;0.012;378.432;0.19596;224;2020;20;Lofoten-Barents Sea
224.DBA0;224.DB0;4;0.013;409.968;0.052;224;2020;20;Lofoten-Barents Sea
224.DBAZ;224.DBA0;33.72;0.013;409.968;0.43836;224;2021;20;Lofoten-Barents Sea
224.DBB;224.DBA0;40.38;0.013;409.968;0.52494;224;2021;20;Lofoten-Barents Sea
224.DBC;224.DBB;27.97;0.013;409.968;0.36361;224;2021;20;Lofoten-Barents Sea
224.DBD;224.DBC;19.13;0.012;378.432;0.22956;224;2021;20;Lofoten-Barents Sea
224.DC0;224.DB0;44.52;0.013;409.968;0.57876;224;2020;20;Lofoten-Barents Sea
224.DCZ;224.DC0;78.93;0.014;441.504;1.10502;224;2021;20;Lofoten-Barents Sea
224.DD;224.DC0;91.58;0.017;536.112;1.55686;224;2021;20;Lofoten-Barents Sea
224.E11;224.D6;0.25;0.011;346.896;0.00275;224;2020;20;Lofoten-Barents Sea
224.E12;224.E11;0.52;0.012;378.432;0.00624;224;2020;20;Lofoten-Barents Sea
224.E21;224.E12;0.75;0.012;378.432;0.009;224;2020;20;Lofoten-Barents Sea
224.E22;224.E21;0.21;0.012;378.432;0.00252;224;2020;20;Lofoten-Barents Sea
224.F1;224.E22;0.9;0.012;378.432;0.0108;224;2020;20;Lofoten-Barents Sea
224.F20;224.F1;36.29;0.017;536.112;0.61693;224;2020;20;Lofoten-Barents Sea
224.F2Z;224.F20;24.88;0.017;536.112;0.42296;224;2020;20;Lofoten-Barents Sea
224.G0;224.F20;24.12;0.012;378.432;0.28944;224;2020;20;Lofoten-Barents Sea
224.GA;224.G0;28.16;0.012;378.432;0.33792;224;2021;20;Lofoten-Barents Sea
224.GB;224.GA;27.71;0.012;378.432;0.33252;224;2021;20;Lofoten-Barents Sea
224.H1;224.G0;13.67;0.013;409.968;0.17771;224;2020;20;Lofoten-Barents Sea
224.H20;224.H1;11.88;0.014;441.504;0.16632;224;2020;20;Lofoten-Barents Sea
224.H2Z;224.H20;18.89;0.018;567.648;0.34002;224;2020;20;Lofoten-Barents Sea
224.H3;224.H20;51.47;0.015;473.04;0.77205;224;2020;20;Lofoten-Barents Sea
224.H41;224.H3;4.64;0.014;441.504;0.06496;224;2020;20;Lofoten-Barents Sea
224.H42;224.H41;23.01;0.015;473.04;0.34515;224;2020;20;Lofoten-Barents Sea
224.H4Z;224.H42;21.05;0.019;599.184;0.39995;224;2020;20;Lofoten-Barents Sea
224.HZ;224.H42;97.8;0.024;756.864;2.3472;224;2020;20;Lofoten-Barents Sea
224.J0;224.H42;73.21;0.023;725.328;1.68383;224;2020;20;Lofoten-Barents Sea
224.JA;224.J0;8.14;0.027;851.472;0.21978;224;2020;20;Lofoten-Barents Sea
224.JB;224.JA;24.16;0.03;946.08;0.7248;224;2020;20;Lofoten-Barents Sea
224.K;224.J0;25.64;0.025;788.4;0.641;224;2020;20;Lofoten-Barents Sea
225.;210_247;0;0;0;0;0;0;0;0
225.11;225.;120.65;0.012;378.432;1.4478;225;2020;20;Lofoten-Barents Sea
225.12;225.11;9.72;0.014;441.504;0.13608;225;2020;20;Lofoten-Barents Sea
225.1Z;225.12;45.17;0.023;725.328;1.03891;225;2020;20;Lofoten-Barents Sea
225.21;225.12;8.06;0.013;409.968;0.10478;225;2020;20;Lofoten-Barents Sea
225.22;225.21;39.2;0.016;504.576;0.6272;225;2020;20;Lofoten-Barents Sea
225.2Z;225.22;55.32;0.023;725.328;1.27236;225;2020;20;Lofoten-Barents Sea
225.31;225.22;35.97;0.014;441.504;0.50358;225;2020;20;Lofoten-Barents Sea
225.32;225.31;63.43;0.011;346.896;0.69773;225;2020;20;Lofoten-Barents Sea
225.3Z;225.32;62.68;0.019;599.184;1.19092;225;2020;20;Lofoten-Barents Sea
225.41;225.32;19.73;0.011;346.896;0.21703;225;2020;20;Lofoten-Barents Sea
225.42;225.41;8.27;0.011;346.896;0.09097;225;2020;20;Lofoten-Barents Sea
225.4Z;225.42;25.52;0.015;473.04;0.3828;225;2020;20;Lofoten-Barents Sea
225.5;225.42;37.53;0.011;346.896;0.41283;225;2020;20;Lofoten-Barents Sea
225.A10;225.5;2.61;0.011;346.896;0.02871;225;2020;20;Lofoten-Barents Sea
225.A1Z;225.A10;53.9;0.019;599.184;1.0241;225;2020;20;Lofoten-Barents Sea
225.A2;225.A10;9.83;0.011;346.896;0.10813;225;2020;20;Lofoten-Barents Sea
225.A30;225.A2;2.81;0.01;315.36;0.0281;225;2020;20;Lofoten-Barents Sea
225.A3Z;225.A30;28.67;0.017;536.112;0.48739;225;2020;20;Lofoten-Barents Sea
225.A4;225.A30;3.97;0.012;378.432;0.04764;225;2020;20;Lofoten-Barents Sea
225.A5;225.A4;4.01;0.013;409.968;0.05213;225;2020;20;Lofoten-Barents Sea
225.A61;225.A5;10.03;0.013;409.968;0.13039;225;2020;20;Lofoten-Barents Sea
225.A62;225.A61;0.8;0.012;378.432;0.0096;225;2020;20;Lofoten-Barents Sea
225.A6A;225.A62;38.66;0.015;473.04;0.5799;225;2020;20;Lofoten-Barents Sea
225.A6B;225.A6A;14.28;0.019;599.184;0.27132;225;2020;20;Lofoten-Barents Sea
225.AA0;225.A62;68.33;0.017;536.112;1.16161;225;2020;20;Lofoten-Barents Sea
225.AAZ;225.AA0;19.83;0.034;1072.224;0.67422;225;2020;20;Lofoten-Barents Sea
225.AB;225.AA0;47.67;0.027;851.472;1.28709;225;2020;20;Lofoten-Barents Sea
225.B1;225.A62;69.37;0.02;630.72;1.3874;225;2020;20;Lofoten-Barents Sea
225.B20;225.B1;32.72;0.016;504.576;0.52352;225;2020;20;Lofoten-Barents Sea
225.B2Z;225.B20;49.55;0.021;662.256;1.04055;225;2020;20;Lofoten-Barents Sea
225.B30;225.B20;14.92;0.019;599.184;0.28348;225;2020;20;Lofoten-Barents Sea
225.B3Z;225.B30;32.24;0.022;693.792;0.70928;225;2020;20;Lofoten-Barents Sea
225.B4;225.B30;8.08;0.017;536.112;0.13736;225;2020;20;Lofoten-Barents Sea
225.B5;225.B4;34.46;0.019;599.184;0.65474;225;2020;20;Lofoten-Barents Sea
225.B6;225.B5;55.61;0.021;662.256;1.16781;225;2020;20;Lofoten-Barents Sea
225.BZ;225.B6;67.14;0.023;725.328;1.54422;225;2020;20;Lofoten-Barents Sea
225.C;225.B6;213.3;0.024;756.864;5.1192;225;2020;20;Lofoten-Barents Sea
226.;210_247;0;0;0;0;0;0;0;0
226.1;226.;198.29;0.009;283.824;1.78461;226;2020;20;Lofoten-Barents Sea
226.21;226.1;55.71;0.011;346.896;0.61281;226;2020;20;Lofoten-Barents Sea
226.22;226.21;139.03;0.011;346.896;1.52933;226;2020;20;Lofoten-Barents Sea
226.2Z;226.22;25.22;0.019;599.184;0.47918;226;2020;20;Lofoten-Barents Sea
226.31;226.22;2;0.019;599.184;0.038;226;2020;20;Lofoten-Barents Sea
226.32;226.31;84.43;0.016;504.576;1.35088;226;2019;20;Lofoten-Barents Sea
226.3Z;226.32;36.46;0.023;725.328;0.83858;226;2020;20;Lofoten-Barents Sea
226.41;226.32;33.58;0.007;220.752;0.23506;226;2019;20;Lofoten-Barents Sea
226.42;226.41;51.34;0.023;725.328;1.18082;226;2019;20;Lofoten-Barents Sea
226.4Z;226.42;30.63;0.033;1040.688;1.01079;226;2019;20;Lofoten-Barents Sea
226.51;226.42;36.97;0.012;378.432;0.44364;226;2019;20;Lofoten-Barents Sea
226.52;226.51;70.65;0.016;504.576;1.1304;226;2019;20;Lofoten-Barents Sea
226.53;226.52;88.65;0.018;567.648;1.5957;226;2019;20;Lofoten-Barents Sea
226.5Z;226.53;41.02;0.041;1292.976;1.68182;226;2019;20;Lofoten-Barents Sea
226.60;226.53;148.27;0.017;536.112;2.52059;226;2019;20;Lofoten-Barents Sea
226.6Z;226.60;20.28;0.038;1198.368;0.77064;226;2019;20;Lofoten-Barents Sea
227.;210_247;0;0;0;0;0;0;0;0
227.1;227.;108.24;0.014;441.504;1.51536;227;2022;20;Lofoten-Barents Sea
227.21;227.1;102.09;0.011;346.896;1.12299;227;2022;20;Lofoten-Barents Sea
227.22;227.21;3.92;0.022;693.792;0.08624;227;2022;20;Lofoten-Barents Sea
227.2Z;227.22;78.99;0.036;1135.296;2.84364;227;2022;20;Lofoten-Barents Sea
227.3;227.22;177.34;0.011;346.896;1.95074;227;2022;20;Lofoten-Barents Sea
227.4;227.3;70.23;0.033;1040.688;2.31759;227;2022;20;Lofoten-Barents Sea
227.51;227.4;48.79;0.036;1135.296;1.75644;227;2022;20;Lofoten-Barents Sea
227.52;227.51;18.55;0.028;883.008;0.5194;227;2022;20;Lofoten-Barents Sea
227.5A;227.52;40.73;0.027;851.472;1.09971;227;2022;20;Lofoten-Barents Sea
227.5B;227.5A;39.63;0.025;788.4;0.99075;227;2022;20;Lofoten-Barents Sea
227.5C;227.5B;41.01;0.028;883.008;1.14828;227;2020;20;Lofoten-Barents Sea
227.61;227.52;69.67;0.008;252.288;0.55736;227;2022;20;Lofoten-Barents Sea
227.62;227.61;17.33;0.017;536.112;0.29461;227;2022;20;Lofoten-Barents Sea
227.6Z;227.62;148.12;0.035;1103.76;5.1842;227;2022;20;Lofoten-Barents Sea
228.;210_247;0;0;0;0;0;0;0;0
228.11;228.;86.85;0.012;378.432;1.0422;228;2022;20;Lofoten-Barents Sea
228.12;228.11;15.89;0.011;346.896;0.17479;228;2022;20;Lofoten-Barents Sea
228.1Z;228.12;55.84;0.039;1229.904;2.17776;228;2022;20;Lofoten-Barents Sea
228.21;228.12;36.16;0.017;536.112;0.61472;228;2022;20;Lofoten-Barents Sea
228.22;228.21;17.65;0.021;662.256;0.37065;228;2022;20;Lofoten-Barents Sea
228.2Z;228.22;25.44;0.039;1229.904;0.99216;228;2022;20;Lofoten-Barents Sea
228.31;228.22;22.19;0.033;1040.688;0.73227;228;2022;20;Lofoten-Barents Sea
228.32;228.31;68.4;0.019;599.184;1.2996;228;2022;20;Lofoten-Barents Sea
228.3Z;228.32;41.82;0.031;977.616;1.29642;228;2022;20;Lofoten-Barents Sea
228.41;228.32;2.44;0.014;441.504;0.03416;228;2022;20;Lofoten-Barents Sea
228.42;228.41;5.63;0.013;409.968;0.07319;228;2022;20;Lofoten-Barents Sea
228.4A;228.42;3.02;0.014;441.504;0.04228;228;2022;20;Lofoten-Barents Sea
228.4B;228.4A;18.16;0.017;536.112;0.30872;228;2022;20;Lofoten-Barents Sea
228.4C;228.4B;80.5;0.027;851.472;2.1735;228;2022;20;Lofoten-Barents Sea
228.51;228.42;3.65;0.012;378.432;0.0438;228;2022;20;Lofoten-Barents Sea
228.52;228.51;10.32;0.015;473.04;0.1548;228;2022;20;Lofoten-Barents Sea
228.5Z;228.52;92.21;0.019;599.184;1.75199;228;2022;20;Lofoten-Barents Sea
228.A11;228.52;9.77;0.015;473.04;0.14655;228;2022;20;Lofoten-Barents Sea
228.A12;228.A11;2.76;0.014;441.504;0.03864;228;2022;20;Lofoten-Barents Sea
228.A1Z;228.A12;36.21;0.02;630.72;0.7242;228;2022;20;Lofoten-Barents Sea
228.A2;228.A12;21.22;0.017;536.112;0.36074;228;2022;20;Lofoten-Barents Sea
228.AA0;228.A2;6.82;0.014;441.504;0.09548;228;2022;20;Lofoten-Barents Sea
228.AAZ;228.AA0;38.63;0.022;693.792;0.84986;228;2022;20;Lofoten-Barents Sea
228.AB;228.AA0;97.36;0.022;693.792;2.14192;228;2022;20;Lofoten-Barents Sea
228.B0;228.A2;2.2;0.013;409.968;0.0286;228;2022;20;Lofoten-Barents Sea
228.BA;228.B0;43.95;0.016;504.576;0.7032;228;2022;20;Lofoten-Barents Sea
228.BB;228.BA;21.5;0.017;536.112;0.3655;228;2022;20;Lofoten-Barents Sea
228.BC;228.BB;25.02;0.017;536.112;0.42534;228;2022;20;Lofoten-Barents Sea
228.BD;228.BC;14.8;0.017;536.112;0.2516;228;2022;20;Lofoten-Barents Sea
228.BE;228.BD;45.13;0.021;662.256;0.94773;228;2022;20;Lofoten-Barents Sea
228.C0;228.B0;34.72;0.014;441.504;0.48608;228;2022;20;Lofoten-Barents Sea
228.CZ;228.C0;84.05;0.022;693.792;1.8491;228;2022;20;Lofoten-Barents Sea
228.D0;228.C0;92.71;0.023;725.328;2.13233;228;2022;20;Lofoten-Barents Sea
228.DZ;228.D0;44.13;0.025;788.4;1.10325;228;2022;20;Lofoten-Barents Sea
228.E;228.D0;71.68;0.026;819.936;1.86368;228;2022;20;Lofoten-Barents Sea
229.;210_247;0;0;0;0;0;0;0;0
229.1;229.;4.42;0.013;409.968;0.05746;229;2022;20;Lofoten-Barents Sea
229.2;229.1;87.34;0.018;567.648;1.57212;229;2022;20;Lofoten-Barents Sea
229.31;229.2;78.54;0.014;441.504;1.09956;229;2022;20;Lofoten-Barents Sea
229.32;229.31;27.91;0.023;725.328;0.64193;229;2022;20;Lofoten-Barents Sea
229.33;229.32;8.95;0.02;630.72;0.179;229;2022;20;Lofoten-Barents Sea
229.3A1;229.33;19.64;0.024;756.864;0.47136;229;2022;20;Lofoten-Barents Sea
229.3A2;229.3A1;2.86;0.019;599.184;0.05434;229;2022;20;Lofoten-Barents Sea
229.3A3;229.3A2;5.27;0.024;756.864;0.12648;229;2022;20;Lofoten-Barents Sea
229.3A4;229.3A3;8.8;0.025;788.4;0.22;229;2022;20;Lofoten-Barents Sea
229.3A5;229.3A4;0.47;0.024;756.864;0.01128;229;2022;20;Lofoten-Barents Sea
229.3A6;229.3A5;1.28;0.023;725.328;0.02944;229;2022;20;Lofoten-Barents Sea
229.3B;229.3A6;27.2;0.025;788.4;0.68;229;2022;20;Lofoten-Barents Sea
229.3C;229.3B;27.43;0.021;662.256;0.57603;229;2022;20;Lofoten-Barents Sea
229.3D1;229.3C;3.43;0.019;599.184;0.06517;229;2022;20;Lofoten-Barents Sea
229.3D2;229.3D1;6.16;0.02;630.72;0.1232;229;2022;20;Lofoten-Barents Sea
229.3D3;229.3D2;4.97;0.019;599.184;0.09443;229;2022;20;Lofoten-Barents Sea
229.3D4;229.3D3;22.04;0.022;693.792;0.48488;229;2022;20;Lofoten-Barents Sea
229.41;229.33;7.41;0.02;630.72;0.1482;229;2022;20;Lofoten-Barents Sea
229.42;229.41;16.3;0.02;630.72;0.326;229;2022;20;Lofoten-Barents Sea
229.4A0;229.42;21.46;0.018;567.648;0.38628;229;2022;20;Lofoten-Barents Sea
229.4AA;229.4A0;1.86;0.019;599.184;0.03534;229;2022;20;Lofoten-Barents Sea
229.4AB10;229.4AA;4.01;0.023;725.328;0.09223;229;2022;20;Lofoten-Barents Sea
229.4AB1Z;229.4AB10;15.71;0.025;788.4;0.39275;229;2022;20;Lofoten-Barents Sea
229.4AB2;229.4AB10;1.47;0.02;630.72;0.0294;229;2022;20;Lofoten-Barents Sea
229.4AC;229.4AB2;5.29;0.022;693.792;0.11638;229;2022;20;Lofoten-Barents Sea
229.4B0;229.4A0;5.33;0.022;693.792;0.11726;229;2022;20;Lofoten-Barents Sea
229.4BA;229.4B0;14.2;0.026;819.936;0.3692;229;2022;20;Lofoten-Barents Sea
229.4BB;229.4BA;9.41;0.027;851.472;0.25407;229;2022;20;Lofoten-Barents Sea
229.4C1;229.4B0;0.32;0.025;788.4;0.008;229;2022;20;Lofoten-Barents Sea
229.4C2;229.4C1;0.07;0.023;725.328;0.00161;229;2022;20;Lofoten-Barents Sea
229.4C3;229.4C2;4.4;0.026;819.936;0.1144;229;2022;20;Lofoten-Barents Sea
229.4C4;229.4C3;1.22;0.023;725.328;0.02806;229;2022;20;Lofoten-Barents Sea
229.4C5;229.4C4;0.82;0.027;851.472;0.02214;229;2022;20;Lofoten-Barents Sea
229.4C6;229.4C5;1.68;0.027;851.472;0.04536;229;2022;20;Lofoten-Barents Sea
229.4D;229.4C6;13.23;0.026;819.936;0.34398;229;2022;20;Lofoten-Barents Sea
229.5;229.42;61.38;0.022;693.792;1.35036;229;2022;20;Lofoten-Barents Sea
229.61;229.5;28.99;0.01;315.36;0.2899;229;2022;20;Lofoten-Barents Sea
229.62;229.61;98.77;0.01;315.36;0.9877;229;2022;20;Lofoten-Barents Sea
229.6Z;229.62;9.52;0.024;756.864;0.22848;229;2022;20;Lofoten-Barents Sea
229.A1;229.62;20.66;0.014;441.504;0.28924;229;2022;20;Lofoten-Barents Sea
229.A20;229.A1;12.11;0.016;504.576;0.19376;229;2022;20;Lofoten-Barents Sea
229.A2A;229.A20;3.71;0.015;473.04;0.05565;229;2022;20;Lofoten-Barents Sea
229.A2B;229.A2A;18.9;0.018;567.648;0.3402;229;2022;20;Lofoten-Barents Sea
229.A2C;229.A2B;7.57;0.018;567.648;0.13626;229;2022;20;Lofoten-Barents Sea
229.A3;229.A20;12.57;0.016;504.576;0.20112;229;2022;20;Lofoten-Barents Sea
229.A4;229.A3;11.54;0.015;473.04;0.1731;229;2022;20;Lofoten-Barents Sea
229.AA0;229.A4;27.09;0.018;567.648;0.48762;229;2022;20;Lofoten-Barents Sea
229.AAA1;229.AA0;3.62;0.014;441.504;0.05068;229;2022;20;Lofoten-Barents Sea
229.AAA2;229.AAA1;3.2;0.014;441.504;0.0448;229;2022;20;Lofoten-Barents Sea
229.AAA3;229.AAA2;24.03;0.02;630.72;0.4806;229;2022;20;Lofoten-Barents Sea
229.AAA4;229.AAA3;2.82;0.013;409.968;0.03666;229;2022;20;Lofoten-Barents Sea
229.AAB1;229.AAA4;2.23;0.014;441.504;0.03122;229;2022;20;Lofoten-Barents Sea
229.AAB2;229.AAB1;1.07;0.013;409.968;0.01391;229;2022;20;Lofoten-Barents Sea
229.AAB9;229.AAB2;2.22;0.013;409.968;0.02886;229;2022;20;Lofoten-Barents Sea
229.AABA0;229.AAB9;1.79;0.013;409.968;0.02327;229;2022;20;Lofoten-Barents Sea
229.AABAA;229.AABA0;10.41;0.015;473.04;0.15615;229;2022;20;Lofoten-Barents Sea
229.AABAB;229.AABAA;14.02;0.016;504.576;0.22432;229;2022;20;Lofoten-Barents Sea
229.AABB;229.AABA0;6.62;0.014;441.504;0.09268;229;2022;20;Lofoten-Barents Sea
229.AABC;229.AABB;13.44;0.016;504.576;0.21504;229;2025;20;Lofoten-Barents Sea
229.AABD;229.AABC;14.52;0.017;536.112;0.24684;229;2025;20;Lofoten-Barents Sea
229.AAC;229.AAB9;52.28;0.019;599.184;0.99332;229;2025;20;Lofoten-Barents Sea
229.AB;229.AA0;9.84;0.018;567.648;0.17712;229;2022;20;Lofoten-Barents Sea
229.AC;229.AB;57.25;0.021;662.256;1.20225;229;2022;20;Lofoten-Barents Sea
229.AD;229.AC;72.79;0.024;756.864;1.74696;229;2022;20;Lofoten-Barents Sea
229.B10;229.A4;8.6;0.015;473.04;0.129;229;2022;20;Lofoten-Barents Sea
229.B1A;229.B10;4.22;0.015;473.04;0.0633;229;2022;20;Lofoten-Barents Sea
229.B1B;229.B1A;2.61;0.013;409.968;0.03393;229;2022;20;Lofoten-Barents Sea
229.B1C;229.B1B;5.16;0.013;409.968;0.06708;229;2022;20;Lofoten-Barents Sea
229.B1D;229.B1C;5.88;0.015;473.04;0.0882;229;2022;20;Lofoten-Barents Sea
229.B2;229.B10;7.03;0.017;536.112;0.11951;229;2022;20;Lofoten-Barents Sea
229.B3;229.B2;2.74;0.017;536.112;0.04658;229;2022;20;Lofoten-Barents Sea
229.B4;229.B3;7.42;0.018;567.648;0.13356;229;2022;20;Lofoten-Barents Sea
229.C;229.B4;56.32;0.017;536.112;0.95744;229;2022;20;Lofoten-Barents Sea
229.D0;229.C;14.27;0.016;504.576;0.22832;229;2022;20;Lofoten-Barents Sea
229.DZ;229.D0;60.64;0.023;725.328;1.39472;229;2022;20;Lofoten-Barents Sea
229.E;229.D0;98.07;0.02;630.72;1.9614;229;2025;20;Lofoten-Barents Sea
229.F;229.E;16.37;0.022;693.792;0.36014;229;2022;20;Lofoten-Barents Sea
229.G;229.F;12.46;0.026;819.936;0.32396;229;2022;20;Lofoten-Barents Sea
230.;210_247;0;0;0;0;0;0;0;0
230.1;230.;120.08;0.023;725.328;2.76184;230;2022;20;Lofoten-Barents Sea
230.21;230.1;39.19;0.012;378.432;0.47028;230;2022;20;Lofoten-Barents Sea
230.22;230.21;95.41;0.015;473.04;1.43115;230;2022;20;Lofoten-Barents Sea
230.2Z;230.22;52.36;0.026;819.936;1.36136;230;2022;20;Lofoten-Barents Sea
230.31;230.22;26.06;0.021;662.256;0.54726;230;2022;20;Lofoten-Barents Sea
230.32;230.31;28.23;0.026;819.936;0.73398;230;2022;20;Lofoten-Barents Sea
230.33;230.32;16.1;0.026;819.936;0.4186;230;2022;20;Lofoten-Barents Sea
