regine;a_wood_km2;a_agri_km2;a_upland_km2;a_glacier_km2;a_urban_km2;a_sea_km2
179.21210;0.000;0.000;1.270;0.000;0.000;0.010
179.2121A;0.000;0.000;1.300;0.000;0.000;0.000
179.2121B;0.000;0.000;1.330;0.000;0.000;0.000
179.2122;0.000;0.000;0.170;0.000;0.000;0.120
179.212A;0.000;0.000;0.810;0.000;0.000;0.000
179.212B;0.000;0.000;6.850;0.320;0.000;0.000
179.213;0.000;0.000;0.030;0.000;0.000;0.640
179.220;1.380;0.000;6.930;0.100;0.000;12.580
179.22Z;0.000;0.000;5.720;0.890;0.000;0.000
179.23;2.860;0.000;12.530;0.630;0.000;12.570
179.24;7.590;0.000;25.000;0.000;0.000;41.240
179.25;0.000;0.000;9.360;0.000;0.000;70.990
179.31;1.230;0.000;11.960;0.850;0.000;6.960
179.320;4.060;0.000;9.090;0.380;0.000;3.610
179.32Z;0.000;0.000;2.620;0.000;0.000;0.000
179.331;0.000;0.000;3.020;0.000;0.000;1.110
179.3320;0.590;0.000;1.230;0.000;0.000;1.240
179.332Z;4.900;0.000;4.230;0.000;0.000;0.000
179.33A10;0.000;0.000;0.100;0.000;0.000;0.000
179.33A1A;0.000;0.000;0.150;0.000;0.000;0.000
179.33A1B;0.000;0.000;0.070;0.000;0.000;0.000
179.33A2;0.000;0.000;0.060;0.000;0.000;0.000
179.33A3;0.000;0.000;0.320;0.000;0.000;0.000
179.33A4;0.000;0.000;1.480;0.000;0.000;0.000
179.33B;0.000;0.000;1.850;0.000;0.000;0.000
179.33C;0.000;0.000;1.730;0.000;0.000;0.000
179.340;4.340;0.000;20.110;0.000;0.000;11.890
179.34Z;1.620;0.000;4.100;0.000;0.000;0.000
179.411;1.190;0.000;3.730;0.000;0.000;14.360
179.412;0.000;0.000;0.080;0.000;0.000;0.000
179.41A;0.000;0.000;0.120;0.000;0.000;0.000
179.41B1;0.390;0.000;1.340;0.000;0.000;0.000
179.41B20;0.000;0.000;1.020;0.000;0.000;0.000
179.41B2A;0.000;0.000;1.380;0.000;0.000;0.000
179.41B2B;0.000;0.000;4.580;0.000;0.000;0.000
179.41B30;0.000;0.000;0.920;0.000;0.000;0.000
179.41B3A;0.000;0.000;0.370;0.000;0.000;0.000
179.41B3B;0.000;0.000;0.260;0.000;0.000;0.000
179.41B40;0.000;0.000;1.580;0.000;0.000;0.000
179.41B4A;0.000;0.000;1.340;0.000;0.000;0.000
179.41B4B;0.000;0.000;1.240;0.000;0.000;0.000
179.41C1;0.000;0.000;0.190;0.000;0.000;0.000
179.41C2;0.000;0.000;0.110;0.000;0.000;0.000
179.41C3;0.000;0.000;2.050;0.000;0.000;0.000
179.41C4;0.000;0.000;0.810;0.000;0.000;0.000
179.41C5;0.000;0.000;0.400;0.000;0.000;0.000
179.41C6;0.000;0.000;0.470;0.000;0.000;0.000
179.42;0.000;0.000;3.710;0.000;0.000;75.480
179.430;4.840;0.000;10.510;0.000;0.000;24.070
179.43Z;0.710;0.000;1.820;0.000;0.000;0.000
179.440;2.070;0.000;10.490;0.000;0.000;143.610
179.44Z;1.080;0.000;3.380;0.000;0.000;0.000
179.4A;2.270;0.000;0.770;0.000;0.000;0.000
179.4B;2.010;0.000;5.080;0.000;0.000;0.000
179.4C;0.000;0.000;2.770;0.000;0.000;0.000
179.50;13.540;0.000;45.980;0.000;0.000;42.510
179.5Z;3.870;0.000;6.010;0.000;0.000;0.000
179.61;2.200;1.790;15.420;0.000;0.000;71.120
179.620;1.140;0.000;17.420;0.000;0.000;31.790
179.62Z;2.190;0.000;4.250;0.000;0.000;0.000
179.7110;5.400;0.000;18.290;0.000;0.000;56.130
179.711Z;0.700;0.000;3.350;0.000;0.000;0.000
179.7120;5.240;0.000;14.650;0.000;0.000;22.850
179.712Z;5.260;0.000;3.980;0.000;0.000;0.000
179.71Z;5.270;0.000;4.670;0.000;0.000;0.000
179.72;1.580;0.000;6.590;0.000;0.000;30.870
179.730;2.790;0.000;6.940;0.000;0.000;30.470
179.73Z;4.230;0.000;5.490;0.000;0.000;0.000
179.7Z;5.540;0.000;6.150;0.000;0.000;0.000
179.81;3.970;0.000;5.430;0.000;0.000;14.050
179.82;8.170;0.000;6.270;0.000;0.000;2.770
179.83;5.580;0.000;2.910;0.000;0.000;24.680
179.840;6.880;0.000;8.600;0.000;0.000;8.850
179.84Z;0.620;0.000;4.090;0.000;0.000;0.000
179.85;3.850;0.000;14.880;0.000;0.000;4.150
179.8Z;4.870;0.000;4.870;0.000;0.000;0.000
179.90;19.090;0.000;16.410;0.000;0.000;67.570
179.9Z;0.370;0.000;5.770;0.000;0.000;0.000
180.110;0.850;0.000;33.250;0.000;0.000;14.520
180.11Z;1.800;0.000;6.060;0.000;0.000;0.000
180.12;3.380;0.000;9.200;0.000;0.000;6.520
180.1Z;1.800;0.000;5.380;0.000;0.000;0.000
180.2;0.620;0.000;51.820;0.000;0.000;85.660
180.31;0.000;0.000;15.620;0.000;0.000;54.060
180.320;1.220;0.000;15.650;0.000;0.000;27.610
180.32Z;0.900;0.000;4.790;0.000;0.000;0.000
180.33;6.820;0.040;18.380;0.000;0.000;30.170
180.340;0.000;0.220;18.400;0.000;0.000;37.160
180.34Z;0.000;0.000;7.360;0.000;0.000;0.000
180.41;2.210;2.700;17.900;0.000;0.000;42.000
180.42;0.000;0.000;14.600;0.000;0.000;19.950
180.4Z;4.210;3.400;37.580;0.000;0.000;0.000
180.51;0.000;0.000;16.240;0.000;0.000;36.330
180.520;0.000;0.000;4.420;0.000;0.000;4.850
180.52Z;0.000;0.000;3.780;0.000;0.000;0.000
180.53;0.000;0.000;11.400;0.000;0.000;20.740
180.540;0.000;0.000;4.070;0.000;0.000;15.900
180.54Z;0.000;0.000;4.100;0.000;0.000;0.000
180.611;0.000;0.000;6.670;0.000;0.000;20.670
180.612;0.000;0.000;8.030;0.000;0.000;3.570
180.6211;0.000;0.000;19.370;0.000;0.000;5.220
180.6212;0.000;0.000;2.520;0.000;0.000;17.950
180.621Z;0.000;0.000;3.220;0.000;0.000;0.000
180.622;0.000;0.000;4.230;0.000;0.000;12.350
180.62A;0.000;0.000;0.060;0.000;0.000;0.000
180.62B;0.000;0.000;9.130;0.000;0.000;0.000
180.630;0.000;0.000;4.070;0.000;0.000;16.360
180.63Z;0.000;0.000;6.160;0.000;0.000;0.000
180.64;0.000;0.000;3.850;0.000;0.000;15.680
180.6Z;0.340;1.180;10.990;0.000;0.000;0.000
181.1;3.280;0.000;46.150;0.000;0.000;87.790
181.20;0.540;0.000;51.790;0.000;0.000;82.360
181.2Z;0.000;0.000;8.180;0.000;0.000;0.000
181.3110;0.000;0.000;19.380;0.000;0.000;27.600
181.311Z;0.000;0.000;3.640;0.000;0.000;0.000
181.312;0.000;0.000;8.590;0.000;0.000;4.470
181.31A;0.000;0.000;0.940;0.000;0.000;0.000
181.31B;0.000;0.000;2.210;0.000;0.000;0.000
181.32;0.000;0.000;9.090;0.000;0.000;19.600
181.3A;0.000;0.000;0.380;0.000;0.000;0.000
181.3B;0.000;0.000;17.750;0.000;0.000;0.000
181.4110;0.000;0.000;1.850;0.000;0.000;2.820
181.411Z;0.000;0.000;1.710;0.000;0.000;0.000
181.412;0.000;0.000;19.030;0.000;0.000;7.220
181.41Z;0.000;0.000;2.660;0.000;0.000;0.000
181.42;0.000;0.000;10.050;0.000;0.000;20.360
181.431;0.000;0.000;2.820;0.000;0.000;7.830
181.4320;0.000;0.000;1.800;0.000;0.000;7.700
181.432Z;0.000;0.000;7.140;0.000;0.000;0.000
181.433;0.000;0.000;3.360;0.000;0.000;16.280
181.434;0.000;0.000;9.710;0.000;0.000;41.570
181.43Z;0.000;0.000;16.050;0.000;0.000;0.000
181.4A;0.000;0.000;0.090;0.000;0.000;0.000
181.4B;0.000;0.000;2.510;0.000;0.000;0.000
181.4C;0.000;0.000;0.080;0.000;0.000;0.000
181.4D;0.000;0.000;4.680;0.000;0.000;0.000
181.5;0.000;0.000;18.190;0.000;0.000;150.090
181.6;0.000;0.000;24.460;0.000;0.000;76.320
182.1;0.000;0.000;1.210;0.000;0.000;113.690
182.2;0.000;0.000;15.480;0.000;0.000;176.920
183.0;0.000;0.000;6.990;0.000;0.000;381.970
184.11;0.000;0.000;2.590;0.000;0.000;6.040
184.120;3.450;0.000;13.210;0.000;0.000;22.550
184.12Z;3.170;0.000;2.500;0.000;0.000;0.000
184.1Z;2.170;0.000;9.920;0.000;0.000;0.000
184.2;8.540;0.550;6.250;0.000;0.000;33.620
184.31;0.210;0.000;1.190;0.000;0.000;4.900
184.32;6.720;0.000;3.090;0.000;0.000;17.810
184.3Z;8.410;0.000;4.510;0.000;0.000;0.000
184.4;3.710;0.000;21.680;0.000;0.000;135.250
185.1110;2.520;0.000;9.430;0.000;0.000;43.740
185.111Z;2.930;0.000;2.460;0.000;0.000;0.000
185.1120;3.360;0.000;1.450;0.000;0.000;0.970
185.112Z;0.170;0.000;1.730;0.000;0.000;0.000
185.1130;1.670;0.000;1.110;0.000;0.000;1.360
185.113Z;2.040;0.000;0.170;0.000;0.000;0.000
185.1140;1.180;0.510;5.190;0.000;0.000;54.180
185.114Z;0.000;0.000;1.390;0.000;0.000;0.000
185.115;0.000;0.000;1.520;0.000;0.000;2.900
185.11Z;2.580;0.000;7.660;0.000;0.000;0.000
185.120;14.660;0.000;11.090;0.000;0.000;29.850
185.12Z;3.730;0.000;0.050;0.000;0.000;0.000
185.1A;0.000;0.000;2.310;0.000;0.000;0.000
185.1B;11.960;0.000;8.100;0.000;0.000;0.000
185.210;2.530;0.000;0.000;0.000;0.000;9.580
185.21Z;1.840;0.000;0.130;0.000;0.000;0.000
185.220;5.000;0.000;0.240;0.000;0.000;16.960
185.22Z;4.170;0.000;1.770;0.000;0.000;0.000
185.230;6.680;0.000;3.800;0.000;0.000;22.270
185.23Z;3.370;0.000;0.020;0.000;0.000;0.000
185.24;8.910;2.340;3.530;0.000;0.000;8.700
185.25;11.370;1.480;0.000;0.000;0.000;6.960
185.2Z;11.070;0.000;1.890;0.000;0.000;0.000
185.31;19.870;0.640;0.000;0.000;0.000;10.830
185.320;12.180;0.560;5.930;0.000;0.000;23.470
185.32Z;2.460;0.000;2.810;0.000;0.000;0.000
185.330;6.850;1.710;11.770;0.000;0.000;21.750
185.33Z;4.820;0.030;5.370;0.000;0.000;0.000
185.340;3.600;0.470;9.920;0.000;0.000;26.480
185.34Z;5.790;0.000;3.670;0.000;0.000;0.000
185.3Z;2.860;0.000;6.970;0.000;0.000;0.000
185.41;5.850;0.000;14.910;0.000;0.000;13.800
185.420;0.860;0.000;1.870;0.000;0.000;6.140
185.42Z;4.130;0.000;3.780;0.000;0.000;0.000
185.430;4.260;0.000;0.960;0.000;0.000;6.960
185.43Z;4.080;0.000;3.580;0.000;0.000;0.000
185.4410;3.000;0.000;0.430;0.000;0.000;3.240
185.441Z;6.670;0.000;4.030;0.000;0.000;0.000
185.442;0.000;0.000;2.020;0.000;0.000;2.140
185.44Z;9.120;0.000;1.870;0.000;0.000;0.000
185.45;0.000;0.000;1.940;0.000;0.000;1.820
185.4Z;16.650;1.590;5.880;0.000;0.000;0.000
185.510;0.660;0.000;2.510;0.000;0.000;2.090
185.51Z;3.000;0.000;2.400;0.000;0.000;0.000
185.520;0.940;0.000;1.460;0.000;0.000;0.950
185.52Z;11.090;1.040;2.510;0.000;0.000;0.000
185.530;10.190;0.000;7.970;0.000;0.000;14.130
185.53Z;2.230;0.000;1.090;0.000;0.000;0.000
185.540;23.390;0.000;13.940;0.000;0.000;23.560
185.54Z;0.760;0.000;3.520;0.000;0.000;0.000
185.5Z;8.550;0.000;0.000;0.000;0.000;0.000
185.6110;17.920;0.000;10.880;0.000;0.000;22.510
185.611Z;3.230;0.000;5.330;0.000;0.000;0.000
185.6120;6.850;0.000;6.510;0.000;0.000;32.270
185.612Z;3.880;0.000;1.210;0.000;0.000;0.000
185.61Z;2.390;0.000;3.960;0.000;0.000;0.000
185.62;3.990;2.230;22.190;0.000;0.000;114.220
185.63;2.860;0.000;15.860;0.000;0.000;92.790
185.640;0.580;0.000;9.680;0.000;0.000;23.350
185.64Z;2.940;0.670;1.920;0.000;0.000;0.000
185.6Z;5.510;0.300;12.480;0.000;0.000;0.000
185.710;0.000;0.000;5.830;0.000;0.000;34.670
185.71Z;0.000;0.000;10.600;0.000;0.000;0.000
185.720;2.280;0.450;28.760;0.000;0.000;42.930
185.72Z;0.010;0.000;1.220;0.000;0.000;0.000
185.73;2.110;0.000;15.250;0.000;0.000;12.910
185.74;0.110;0.000;24.090;0.000;0.000;51.540
185.750;18.710;0.000;17.480;0.000;0.000;25.680
185.75Z;1.650;0.000;0.470;0.000;0.000;0.000
185.7Z;8.040;0.000;7.830;0.000;0.000;0.000
185.811;0.000;0.000;0.300;0.000;0.000;7.380
185.812;3.220;0.000;8.800;0.000;0.000;16.200
185.81Z;1.680;0.000;7.940;0.000;0.000;0.000
185.82;0.000;0.000;9.440;0.000;0.000;66.500
185.910;4.180;0.090;3.950;0.000;0.000;7.070
185.91Z;0.670;0.000;3.010;0.000;0.000;0.000
185.920;7.810;0.010;0.000;0.000;0.000;4.280
185.92Z;5.150;0.000;0.000;0.000;0.000;0.000
185.93;6.280;0.000;0.000;0.000;0.000;7.590
185.940;14.740;0.000;9.350;0.000;0.000;6.120
185.94Z;0.000;0.000;1.320;0.000;0.000;0.000
185.950;0.080;0.000;9.050;0.000;0.000;9.950
185.95Z;0.100;0.000;4.940;0.000;0.000;0.000
185.96;0.000;0.000;10.470;0.000;0.000;25.690
185.97;0.000;0.000;5.680;0.000;0.000;110.450
185.9Z;11.100;0.000;0.000;0.000;0.000;0.000
186.1110;0.000;0.190;16.940;0.000;0.000;99.550
186.111Z;0.090;0.200;4.010;0.000;0.000;0.000
186.1120;3.540;3.040;8.450;0.000;0.000;71.360
186.112Z;2.740;0.000;4.980;0.000;0.000;0.000
186.11Z;3.180;0.460;4.860;0.000;0.000;0.000
186.120;1.260;1.580;23.770;0.000;0.000;162.830
186.12Z;0.000;0.000;13.520;0.000;0.000;0.000
186.1Z;4.430;0.000;13.520;0.000;0.000;0.000
186.210;5.930;0.000;12.760;0.000;0.000;54.510
186.21Z;3.480;0.000;3.730;0.000;0.000;0.000
186.220;0.700;0.000;5.570;0.000;0.000;36.550
186.22Z;7.770;0.000;8.000;0.000;0.000;0.000
186.23;0.980;0.000;9.610;0.000;0.000;12.400
186.2A;0.570;0.000;2.910;0.000;0.000;0.000
186.2B;2.710;0.000;16.410;0.000;0.000;0.000
186.2C;16.010;0.000;11.910;0.000;0.000;0.000
186.31;1.850;0.000;7.300;0.000;0.000;2.700
186.320;1.320;0.000;12.020;0.000;0.000;7.590
186.32Z;0.430;0.000;6.230;0.000;0.000;0.000
186.331;0.000;0.000;1.900;0.000;0.000;2.450
186.3320;2.850;0.640;4.640;0.000;0.000;10.540
186.332Z;1.080;0.000;2.090;0.000;0.000;0.000
186.33Z;3.150;0.000;4.090;0.000;0.000;0.000
186.3Z;2.980;0.000;12.130;0.000;0.000;0.000
186.41;9.520;0.240;21.430;0.000;0.000;30.550
186.420;3.500;0.000;18.560;0.000;0.000;106.960
186.42Z;3.660;0.000;4.400;0.000;0.000;0.000
186.510;0.730;0.000;4.930;0.000;0.000;42.640
186.51A;0.000;0.000;2.220;0.000;0.000;0.000
186.51B;0.000;0.000;4.530;0.000;0.000;0.000
186.51C;2.570;0.000;7.410;0.000;0.000;0.000
186.520;0.000;0.000;0.510;0.000;0.000;11.310
186.52A;1.670;0.000;13.210;0.000;0.000;0.000
186.52B;0.000;0.000;3.950;0.000;0.000;0.000
186.52C;0.330;0.000;2.340;0.000;0.000;0.000
186.530;0.000;0.000;2.290;0.000;0.000;45.700
186.53A;3.000;0.000;10.120;0.000;0.000;0.000
186.53B;0.000;0.000;9.880;0.000;0.000;0.000
186.53C;0.000;0.000;9.910;0.000;0.000;0.000
186.54;0.000;0.000;1.150;0.000;0.000;13.030
186.610;0.320;0.000;7.970;0.000;0.000;40.230
186.61Z;7.430;0.000;9.390;0.000;0.000;0.000
186.621;0.190;0.000;2.690;0.000;0.000;14.980
186.622;0.000;0.000;4.720;0.000;0.000;18.360
186.62A;0.000;0.000;0.860;0.000;0.000;0.000
186.62B;5.990;0.000;4.720;0.000;0.000;0.000
186.630;0.000;0.000;5.990;0.000;0.240;24.440
186.63Z;3.110;0.000;11.590;0.000;0.000;0.000
187.1;0.000;0.000;6.840;0.000;0.000;147.790
187.2;2.380;0.000;10.570;0.000;0.000;78.500
187.31;2.150;0.000;20.130;0.000;0.000;21.010
187.32;10.060;0.210;10.680;0.000;0.000;26.280
187.41;8.870;0.350;15.150;0.000;0.000;19.220
187.42;1.830;0.000;10.690;0.000;0.000;71.280
187.4Z;3.270;0.000;21.710;0.000;0.000;0.000
187.5;4.930;0.870;4.100;0.000;0.000;73.330
187.6;1.490;0.000;1.820;0.000;0.000;89.700
188.1;28.650;1.820;4.070;0.000;0.000;23.930
188.21;6.060;0.000;0.000;0.000;0.000;13.870
188.220;3.280;0.000;3.310;0.000;0.000;6.500
188.22A;0.740;0.000;0.520;0.000;0.000;0.000
188.22B;2.550;0.000;7.120;0.000;0.000;0.000
188.231;2.360;0.000;0.000;0.000;0.000;3.080
188.232;4.370;0.000;2.080;0.000;0.000;21.200
188.23A1;0.390;0.000;0.000;0.000;0.000;0.000
188.23A2;0.980;0.000;0.140;0.000;0.000;0.000
188.23A3;0.750;0.000;0.000;0.000;0.000;0.000
188.23A4;1.430;0.000;1.270;0.000;0.000;0.000
188.23B;8.740;0.000;1.150;0.000;0.000;0.000
188.3;17.990;0.000;5.490;0.000;0.000;136.680
189.1;66.130;1.420;3.640;0.000;0.000;21.660
189.21;3.470;0.000;0.630;0.000;0.000;5.610
189.22;3.130;2.870;0.000;0.000;0.000;16.520
189.2A;24.720;0.180;1.860;0.000;0.000;0.000
189.2B;5.360;0.000;6.200;0.000;0.000;0.000
189.2C;14.590;0.000;5.010;0.000;0.000;0.000
189.2D;0.000;0.000;28.300;0.040;0.000;0.000
189.31;7.790;4.010;0.020;0.000;0.000;10.240
189.32;4.160;0.000;0.500;0.000;0.000;9.870
189.3Z;39.120;0.000;32.140;0.000;0.000;0.000
189.4;10.220;0.000;0.000;0.000;0.000;8.010
189.51;13.520;0.000;2.540;0.000;0.000;5.550
189.52;5.950;0.000;8.320;0.000;0.000;0.880
189.6;5.150;0.000;4.090;0.000;0.000;5.080
189.A;0.200;0.000;0.000;0.000;0.000;0.000
189.B;13.010;0.000;15.460;0.000;0.000;0.000
189.C1;0.260;0.000;0.000;0.000;0.000;0.000
189.C2;2.130;0.000;1.400;0.000;0.000;0.000
189.C3;0.180;0.000;0.000;0.000;0.000;0.000
189.C4;0.200;0.000;0.000;0.000;0.000;0.000
189.D;37.460;0.000;23.740;0.290;0.000;0.000
189.E;6.150;0.000;0.000;0.000;0.000;0.000
189.F;16.610;0.000;2.430;0.000;0.000;0.000
189.G;1.290;0.000;17.590;1.080;0.000;0.000
190.11;7.260;0.000;1.280;0.000;0.000;13.690
190.12;4.090;0.000;0.480;0.000;0.000;5.320
190.1Z;3.140;0.000;8.580;0.000;0.000;0.000
190.210;3.120;0.000;0.000;0.000;0.000;5.410
190.21Z;5.760;0.000;2.220;0.000;0.000;0.000
190.22;6.850;0.000;12.900;0.000;0.000;0.600
190.230;4.170;0.000;0.360;0.000;0.000;3.520
190.23Z;14.590;0.000;22.880;0.450;0.000;0.000
190.24;3.180;0.000;0.130;0.000;0.000;1.380
190.2A;12.310;0.000;3.180;0.000;0.000;0.000
190.2B;0.000;0.000;7.190;0.000;0.000;0.000
190.31;8.770;0.800;0.830;0.000;0.000;3.860
190.32;5.050;0.000;12.850;0.000;0.000;1.810
190.3A;26.040;2.200;21.940;0.000;0.000;0.000
190.3B;9.280;0.000;2.640;0.000;0.000;0.000
190.3C;12.870;0.000;4.480;0.000;0.000;0.000
190.4;15.080;0.000;44.520;0.000;0.000;9.860
190.50;17.500;0.000;6.950;0.000;0.000;17.850
190.5Z;2.630;0.000;4.050;0.000;0.000;0.000
190.610;3.850;0.000;0.000;0.000;0.000;4.750
190.61Z;4.350;0.000;6.490;0.000;0.000;0.000
190.62;8.560;4.500;2.670;0.000;0.000;5.500
190.63;0.810;3.430;0.000;0.000;0.000;4.430
190.6Z;21.610;0.240;9.250;0.000;0.000;0.000
190.70;2.810;2.070;0.000;0.000;0.000;1.850
190.7Z;63.970;2.470;74.190;0.940;0.000;0.000
190.81;0.410;1.000;0.000;0.000;0.000;0.150
190.82;20.010;2.350;12.300;0.000;0.000;4.840
190.83;2.210;0.000;12.840;0.140;0.000;6.880
190.8Z;9.380;0.420;23.270;0.000;0.000;0.000
191.10;14.530;0.000;2.560;0.000;0.000;20.160
191.1Z;1.360;0.000;13.920;0.170;0.000;0.000
191.210;5.890;0.000;0.920;0.000;0.000;5.880
191.21Z;2.140;0.000;10.020;0.330;0.000;0.000
191.22;6.380;0.000;0.680;0.000;0.000;5.480
191.23;0.960;0.000;0.000;0.000;0.000;0.680
191.2A;33.610;0.000;10.400;0.000;0.000;0.000
191.2B;0.000;0.000;18.890;0.000;0.000;0.000
191.2C;0.000;0.000;6.110;0.000;0.000;0.000
191.3;29.390;0.710;5.950;0.000;0.000;5.390
191.41;2.590;0.000;0.000;0.000;0.000;1.510
191.42;13.270;0.000;8.340;0.000;0.000;20.170
191.4A;5.830;0.000;1.400;0.000;0.000;0.000
191.4B;29.820;0.000;24.220;0.000;0.000;0.000
191.4C;17.600;0.000;8.350;0.000;0.000;0.000
191.A1;4.320;0.000;0.000;0.000;0.000;0.000
191.A2;0.460;0.000;0.000;0.000;0.000;0.000
191.A3;2.000;0.000;0.000;0.000;0.000;0.000
191.A4;5.920;1.410;0.000;0.000;0.000;0.000
191.A5;10.370;1.190;0.000;0.000;0.000;0.000
191.A6;4.360;0.000;0.000;0.000;0.000;0.000
191.A7;0.240;0.410;0.000;0.000;0.000;0.000
191.A8;0.550;0.000;0.000;0.000;0.000;0.000
191.AA;40.950;0.000;28.570;0.000;0.000;0.000
191.AB;0.090;0.000;14.510;0.000;0.000;0.000
191.B0;61.280;4.000;7.780;0.000;0.000;0.000
191.BZ;13.520;0.000;34.700;0.760;0.000;0.000
191.C;27.550;0.000;55.270;0.160;0.000;0.000
191.D0;27.870;0.000;32.760;0.000;0.000;0.000
191.DZ;4.670;0.000;48.030;0.730;0.000;0.000
191.E0;1.750;0.000;0.000;0.000;0.000;0.000
191.EA;3.220;0.000;3.270;0.000;0.000;0.000
191.EB;0.160;0.000;24.700;0.380;0.000;0.000
191.EC;0.000;0.000;19.600;1.190;0.000;0.000
191.F;5.410;0.000;32.460;0.000;0.000;0.000
191.G;0.000;0.000;10.190;3.050;0.000;0.000
192.11;1.300;0.170;0.000;0.000;0.000;14.480
192.12;25.360;0.000;25.820;0.000;0.000;7.310
192.13;7.080;0.000;4.280;0.000;0.000;39.510
192.2;7.730;0.000;3.120;0.100;0.000;10.140
192.3;16.610;0.000;5.620;0.770;0.000;23.210
192.4;18.550;2.070;13.160;0.000;0.000;54.080
193.11;7.090;0.000;4.130;0.000;0.000;12.790
193.120;1.140;0.000;7.020;0.000;0.000;10.460
193.12Z;3.200;0.000;5.110;0.000;0.000;0.000
193.130;3.290;0.000;3.570;0.000;0.000;2.350
193.13Z;3.550;0.000;9.920;0.000;0.000;0.000
193.14;6.060;0.000;0.000;0.000;0.000;6.600
193.2;51.130;0.000;0.000;0.000;0.000;94.720
193.31;7.000;0.000;2.290;0.000;0.000;6.960
193.32;10.540;0.590;2.700;0.000;0.000;10.810
193.33;4.810;0.000;0.100;0.000;0.000;3.000
193.3Z;38.770;0.500;24.610;0.000;0.000;0.000
193.4;24.880;1.290;13.470;0.270;0.000;35.670
193.51;5.170;0.000;0.100;0.000;0.000;8.150
193.52;1.450;1.350;0.000;0.000;0.000;2.900
193.53;27.010;1.540;2.180;0.000;0.000;9.550
193.54;11.190;0.170;4.830;0.000;0.000;10.090
193.5A;0.000;0.240;0.000;0.000;0.000;0.000
193.5B;10.690;2.150;0.000;0.000;0.000;0.000
193.5C;60.370;0.000;35.000;0.000;0.000;0.000
193.61;24.990;0.820;11.160;0.000;0.000;11.460
193.62;7.760;0.000;1.880;0.000;0.000;2.190
193.6Z;17.750;0.000;3.230;0.000;0.000;0.000
193.7;38.030;0.000;8.480;0.000;0.000;42.200
193.A0;39.840;3.740;24.290;0.000;0.000;0.000
193.AZ;11.690;0.000;30.510;0.000;0.000;0.000
193.B;0.930;0.000;0.000;0.000;0.000;0.000
193.C;24.390;0.000;1.770;0.000;0.000;0.000
193.D;8.150;0.000;18.560;0.000;0.000;0.000
194.1;10.200;0.000;58.730;0.000;0.000;192.190
194.2;51.910;0.000;37.030;0.000;0.000;58.090
194.31;19.830;0.000;3.770;0.000;0.000;14.960
194.32;20.980;0.000;0.000;0.000;0.000;6.700
194.33;19.390;0.000;0.000;0.000;0.000;19.430
194.3A1;0.400;0.000;0.000;0.000;0.000;0.000
194.3A2;0.130;0.000;0.000;0.000;0.000;0.000
194.3A3;1.280;0.000;0.000;0.000;0.000;0.000
194.3A4;0.750;0.000;0.000;0.000;0.000;0.000
194.3B;4.370;0.000;0.000;0.000;0.000;0.000
194.3C0;40.910;0.550;0.330;0.000;0.000;0.000
194.3CZ;11.590;0.000;21.840;0.000;0.000;0.000
194.3D1;0.260;0.000;0.000;0.000;0.000;0.000
194.3D2;1.320;0.000;0.000;0.000;0.000;0.000
194.3D3;0.110;0.000;0.000;0.000;0.000;0.000
194.3D4;0.160;0.000;0.000;0.000;0.000;0.000
194.3D5;2.300;0.000;7.930;0.000;0.000;0.000
194.3D6;4.510;0.000;2.030;0.000;0.000;0.000
194.3E;1.100;0.000;23.270;0.000;0.000;0.000
194.3F;0.000;0.000;0.390;0.000;0.000;0.000
194.3G;0.000;0.000;11.270;0.000;0.000;0.000
194.41;28.710;1.290;0.070;0.000;0.000;19.710
194.42;19.080;0.000;0.000;0.000;0.000;18.510
194.43;10.450;0.000;0.000;0.000;0.000;16.590
194.4A;3.580;0.000;0.000;0.000;0.000;0.000
194.4B;16.160;0.190;0.000;0.000;0.000;0.000
194.4C;27.750;0.960;25.040;0.000;0.000;0.000
194.51;9.120;0.000;0.000;0.000;0.000;13.780
194.52;32.770;0.000;0.000;0.000;0.000;60.050
194.53;1.950;0.000;0.000;0.000;0.000;4.040
194.5A;21.130;0.280;0.000;0.000;0.000;0.000
194.5B;9.050;0.000;0.000;0.000;0.000;0.000
194.610;19.990;0.110;0.000;0.000;0.000;11.470
194.61Z;16.530;0.000;0.580;0.000;0.000;0.000
194.62;2.980;0.000;0.000;0.000;0.000;5.460
194.6A;25.450;0.000;4.090;0.000;0.000;0.000
194.6B;9.840;0.000;6.040;0.000;0.000;0.000
194.6C;2.580;0.000;19.140;0.000;0.000;0.000
194.7;41.480;0.770;19.390;0.000;0.000;116.690
194.810;17.730;0.370;9.600;0.000;0.000;66.280
194.81A;8.730;0.000;0.350;0.000;0.000;0.000
194.81B;4.780;0.000;0.140;0.000;0.000;0.000
194.820;1.100;0.000;0.000;0.000;0.000;3.820
194.82A;2.710;0.000;0.590;0.000;0.000;0.000
194.82B;0.760;0.000;6.300;0.000;0.000;0.000
194.83;10.920;0.000;3.760;0.000;0.000;42.520
194.A;31.960;0.000;0.000;0.000;0.000;0.000
194.B;7.960;0.000;0.000;0.000;0.000;0.000
194.C;13.250;0.000;0.000;0.000;0.000;0.000
194.D;18.770;0.000;1.650;0.000;0.000;0.000
194.E0;10.140;0.000;1.600;0.000;0.000;0.000
194.EA;7.500;0.000;0.530;0.000;0.000;0.000
194.EB;5.340;0.000;7.420;0.000;0.000;0.000
