regine;fylke_sone
076.H3;14_2
076.H4;14_2
076.J;14_2
077.111;14_2
077.112;14_2
077.113;14_2
077.11Z;14_2
077.12;14_2
077.1A;14_2
077.1B;14_2
077.1C;14_2
077.1D;14_2
077.1E;14_2
077.21;14_2
077.22;14_2
077.23;14_2
077.2Z;14_2
077.31;14_2
077.32;14_2
077.3A;14_2
077.3B;14_2
077.3C;14_2
077.41;14_2
077.421;14_2
077.422;14_2
077.4Z;14_2
077.510;14_2
077.51Z;14_2
077.52;14_2
077.5Z;14_2
077.61;14_2
077.620;14_2
077.62Z;14_2
077.6Z;14_2
077.A1;14_2
077.A2;14_2
077.A3;14_2
077.A4;14_2
077.B;14_2
077.C1;14_2
077.C21;14_2
077.C22;14_2
077.C2Z;14_2
077.C3;14_2
077.C41;14_2
077.C42;14_2
077.C4Z;14_2
077.D;14_2
078.11;14_2
078.120;14_2
078.12Z;14_2
078.1Z;14_2
078.210;14_2
078.21Z;14_2
078.22;14_2
078.2A10;14_2
078.2A1A;14_2
078.2A1B;14_2
078.2A1C;14_2
078.2A2;14_2
078.2A3;14_2
078.2A4;14_2
078.2AZ;14_2
078.2B;14_2
078.31;14_2
078.32;14_2
078.3Z;14_2
078.40;14_2
078.4A;14_2
078.4B10;14_2
078.4B1A;14_2
078.4B1B;14_2
078.4B20;14_2
078.4B2A;14_2
078.4B2B;14_2
078.4B3;14_2
078.4B4;14_2
078.4C;14_2
078.51;14_2
078.52;14_2
078.5A;14_2
078.5B0;14_2
078.5BA0;14_2
078.5BAA0;14_2
078.5BAAA;14_2
078.5BAAB;14_2
078.5BAB;14_2
078.5BAC;14_2
078.5BB;14_2
078.5BC;14_2
078.5C0;14_2
078.5CA0;14_2
078.5CAA;14_2
078.5CAB;14_2
078.5CB0;14_2
078.5CBA0;14_2
078.5CBAA;14_2
078.5CBAB;14_2
078.5CBB;14_2
078.5CBC;14_2
078.5CC;14_2
078.5CD;14_2
078.5CE;14_2
078.5D;14_2
078.5E;14_2
078.5F;14_2
078.61;14_2
078.620;14_2
078.62Z;14_2
078.63;14_2
078.64;14_2
078.6Z;14_2
079.11;14_2
079.120;14_2
079.12Z;14_2
079.1Z;14_2
079.21;14_2
079.22;14_2
079.2Z;14_2
079.31;14_2
079.32;14_2
079.3Z;14_2
079.41;14_2
079.42;14_2
079.4Z;14_2
079.510;14_2
079.51Z;14_2
079.52;14_2
079.5Z;14_2
079.6;14_2
079.71;14_2
079.720;14_2
079.72Z;14_2
079.7A;14_2
079.7B;14_2
079.7C;14_2
079.7D;14_2
079.7E11;14_2
079.7E12;14_2
079.7E1A;14_2
079.7E1B;14_2
079.7E2;14_2
079.A0;14_2
079.AA0;14_2
079.AAA;14_2
079.AAB;14_2
079.AAC11;14_2
079.AAC121;14_2
079.AAC122;14_2
079.AAC1A;14_2
079.AAC1B;14_2
079.AAC21;14_2
079.AAC221;14_2
079.AAC222;14_2
079.AAD;14_2
079.AAE;14_2
079.AB;14_2
079.AC1;14_2
079.AC21;14_2
079.AC22;14_2
079.AC2A;14_2
079.AC2B;14_2
079.AD;14_2
079.AE;14_2
079.AF1;14_2
079.AF2;14_2
079.AF3;14_2
079.AF4;14_2
079.AF5;14_2
079.AF6;14_2
079.B1;14_2
079.B20;14_2
079.B2A;14_2
079.B2B;14_2
079.B3;14_2
079.B41;14_2
079.B420;14_2
079.B42A;14_2
079.B42B;14_2
079.B4A;14_2
079.B4B;14_2
079.BA11;14_2
079.BA12;14_2
079.BA1A;14_2
079.BA1B;14_2
079.BA1C;14_2
079.BA2;14_2
079.BA3;14_2
079.BA4;14_2
079.BB1;14_2
079.BB21;14_2
079.BB22;14_2
079.BB2A;14_2
079.BB2B;14_2
079.BB2C;14_2
079.BB2D;14_2
079.BB2E;14_2
079.BB2F;14_2
079.BC;14_2
079.BD;14_2
079.BE;14_2
079.BF;14_2
079.BG;14_2
079.BH;14_2
079.BJ;14_2
079.BK;14_2
079.C1;14_2
079.C20;14_2
079.C2A;14_2
079.C2B;14_2
079.C3;14_2
079.C40;14_2
079.C4A;14_2
079.C4B;14_2
079.C50;14_2
079.C5A;14_2
079.C5B;14_2
079.C61;14_2
079.C62;14_2
079.C6A;14_2
079.C6B;14_2
079.D1;14_2
079.D20;14_2
079.D2Z;14_2
079.D3;14_2
079.D4;14_2
079.E;14_2
080.111;14_2
080.112;14_2
080.11A1;14_2
080.11A2;14_2
080.11A3;14_2
080.11A40;14_2
080.11A4A;14_2
080.11A4B;14_2
080.11A5;14_2
080.11A6;14_2
080.11B;14_2
080.1A0;14_2
080.1AA;14_2
080.1AB11;14_2
080.1AB12;14_2
080.1AB1A;14_2
080.1AB1B;14_2
080.1AB2;14_2
080.1AC;14_2
080.1B1;14_2
080.1B20;14_2
080.1B2A;14_2
080.1B2B0;14_2
080.1B2BA;14_2
080.1B2BB;14_2
080.1B2C;14_2
080.1B2D;14_2
080.1B31;14_2
080.1B32;14_2
080.1B3A;14_2
080.1B3B;14_2
080.1B41;14_2
080.1B42;14_2
080.1B4A;14_2
080.1B4B;14_2
080.1C1;14_2
080.1C21;14_2
080.1C22;14_2
080.1C2A;14_2
080.1C2B;14_2
080.1D;14_2
080.1E;14_2
080.1F;14_2
080.1G;14_2
080.210;14_2
080.21A;14_2
080.21B;14_2
080.21C;14_2
080.21D;14_2
080.221;14_2
080.222;14_2
080.22A1;14_2
080.22A2;14_2
080.22A30;14_2
080.22A3Z;14_2
080.22A4;14_2
080.22B;14_2
080.22C;14_2
080.22D;14_2
080.22E;14_2
080.30;14_2
080.3Z;14_2
080.411;14_2
080.412;14_2
080.41A;14_2
080.41B;14_2
080.41C;14_2
080.42;14_2
080.4A;14_2
080.4B;14_2
080.4C;14_2
080.4D;14_2
080.4E;14_2
080.4F;14_2
080.4G;14_2
080.4H;14_2
081.10;14_1
081.1Z;14_1
081.2;14_1
081.3;14_1
081.4;14_1
081.5;14_1
081.6;14_1
081.7;14_1
081.8;14_1
081.91;14_1
081.92;14_1
081.93;14_1
081.94;14_1
081.9A;14_1
081.9B;14_1
082.1110;14_1
082.111Z;14_1
082.112;14_1
082.113;14_1
082.120;14_1
082.12Z;14_1
082.1A;14_1
082.1B;14_1
082.1C;14_1
082.20;14_1
082.2Z;14_1
082.31;14_1
082.320;14_1
082.32Z;14_1
082.3A;14_1
082.3B;14_1
082.41;14_1
082.42;14_1
082.4A;14_1
082.4B;14_1
082.4C;14_1
082.510;14_1
082.51Z;14_1
082.52;14_1
082.5A1;14_1
082.5A2;14_1
082.5A3;14_1
082.5A4;14_1
082.5B1;14_1
082.5B2;14_1
082.5B3;14_1
082.5B4;14_1
082.5C;14_1
082.A1;14_1
082.A2;14_1
082.A3;14_1
082.A4;14_1
082.B1;14_1
082.B2;14_1
082.B3;14_1
082.B4;14_1
082.BA;14_1
082.BB;14_1
082.BC;14_1
082.C1;14_1
082.C2;14_1
082.C3;14_1
082.C4;14_1
082.D0;14_1
082.DZ;14_1
082.E0;14_1
082.EA;14_1
082.EB;14_1
082.F;14_1
083.11;14_1
083.120;14_1
083.12Z;14_1
083.1A;14_1
083.1B;14_1
083.1C;14_1
083.1D;14_1
083.21;14_1
083.220;14_1
083.22Z;14_1
083.2Z;14_1
083.31;14_1
083.321;14_1
083.322;14_1
083.32Z;14_1
083.3Z;14_1
083.41;14_1
083.421;14_1
083.422;14_1
083.42A;14_1
083.42B;14_1
083.4A;14_1
083.4B;14_1
083.4C;14_1
083.4D;14_1
083.4E;14_1
083.A0;14_2
083.AZ;14_2
083.B1;14_2
083.B2;14_2
083.B30;14_2
083.B3Z;14_2
083.B4;14_2
083.B5;14_2
083.B6;14_2
083.B7;14_2
083.B8;14_2
083.C1;14_2
083.C2;14_2
083.C31;14_2
083.C32;14_2
083.C3A;14_2
083.C3B;14_2
083.C3C;14_2
083.C4;14_2
083.C9;14_2
083.CA0;14_2
083.CAZ;14_2
083.CB;14_2
083.CC;14_2
083.CD;14_2
083.CE;14_2
083.D1;14_2
083.D2;14_2
083.D3;14_2
083.D4;14_2
083.D5;14_2
083.D6;14_2
083.E0;14_2
083.EA0;14_2
083.EAA;14_2
083.EAB;14_2
083.EB;14_2
083.F;14_2
083.G;14_2
084.111;14_1
084.112;14_1
084.11Z;14_1
084.120;14_1
084.12A;14_1
084.12B;14_1
084.13;14_1
084.1A;14_1
084.1B;14_1
084.1C;14_1
084.1D;14_1
084.1E;14_1
084.1F;14_1
084.1G;14_1
084.21;14_1
084.22;14_1
084.2A;14_1
084.2B;14_1
084.3;14_1
084.4;14_1
084.51;14_2
084.520;14_2
084.52Z;14_2
084.5A;14_2
084.5B;14_2
084.5C;14_2
084.5D;14_2
084.5E;14_2
084.5F;14_2
084.611;14_2
084.612;14_2
084.61Z;14_2
084.621;14_2
084.622;14_2
084.62Z;14_2
084.710;14_2
084.71Z;14_2
084.72;14_1
084.7A0;14_1
084.7AA;14_1
084.7AB;14_1
084.7B1;14_1
084.7B2;14_1
084.7B3;14_1
084.7B40;14_1
084.7B4Z;14_1
084.7B5;14_1
084.7B6;14_1
084.7B7;14_1
084.7B8;14_1
084.7BA;14_1
084.7BB;14_1
084.7C;14_1
084.7D;14_1
084.7E;14_1
084.7F11;14_1
084.7F12;14_1
084.7F1A;14_1
084.7F1B;14_1
084.7F2;14_1
084.7G;14_1
084.81;14_1
084.820;14_1
084.82Z;14_1
084.8Z;14_1
084.91;14_1
084.92;14_1
084.93;14_1
084.A11;14_2
084.A12;14_2
084.A1A;14_2
084.A1B;14_2
084.A1C;14_2
084.A2;14_2
084.AA0;14_2
084.AAA;14_2
084.AAB;14_2
084.AAC;14_2
084.AAD;14_2
084.AB;14_2
084.AC;14_2
084.AD;14_2
084.B;14_2
084.C11;14_2
084.C12;14_2
084.C1A;14_2
084.C1B1;14_2
084.C1B20;14_2
084.C1B2A;14_2
084.C1B2B;14_2
084.C1B3;14_2
084.C1B4;14_2
084.C1C;14_2
084.C2;14_2
084.CA1;14_2
084.CA2;14_2
084.CA3;14_2
084.CA4;14_2
084.CA5;14_2
084.CA6;14_2
084.CB;14_2
084.CC;14_2
084.D1;14_1
084.D2;14_1
084.D3;14_1
084.D4;14_1
084.D5;14_1
084.D6;14_1
084.E1;14_1
084.E20;14_1
084.E2Z;14_1
084.E31;14_1
084.E32;14_1
084.E3Z;14_1
084.E41;14_1
084.E42;14_1
084.E4A1;14_1
084.E4A2;14_1
084.E4A3;14_1
084.E4A4;14_1
084.E4A5;14_1
084.E4A6;14_1
084.E4B;14_1
084.E4C;14_1
084.E4D;14_1
084.E4E;14_1
084.E5;14_1
084.E6;14_1
084.F;14_1
084.G;14_1
085.1;14_1
085.2;14_1
085.31;14_1
085.320;14_1
085.32Z;14_1
085.33;14_1
085.34;14_1
085.35;14_1
085.3Z;14_1
085.40;14_1
085.4A;14_1
085.4B;14_1
085.4C;14_1
085.4D;14_1
085.4E;14_1
085.51;14_1
085.521;14_1
085.52210;14_1
085.5221Z;14_1
085.5222;14_1
085.5223;14_1
085.522Z;14_1
085.52A;14_1
085.52B1;14_1
085.52B210;14_1
085.52B21A;14_1
085.52B21B;14_1
085.52B22;14_1
085.52B2A;14_1
085.52B2B;14_1
085.52B2C;14_1
085.5A1;14_1
085.5A2;14_1
085.5A3;14_1
085.5A41;14_1
085.5A42;14_1
085.5A4A;14_1
085.5A4B;14_1
085.5B;14_1
085.5C0;14_1
085.5CA;14_1
085.5CB;14_1
085.5CC;14_1
085.5D;14_1
085.5E1;14_1
085.5E2;14_1
085.5E3;14_1
085.5E4;14_1
085.5F;14_1
085.5G;14_1
085.610;14_1
085.61Z;14_1
085.62;14_1
085.630;14_1
085.63Z;14_1
085.64;14_1
085.6Z;14_1
085.71;14_1
085.72;14_1
085.81;14_1
085.82;14_1
085.83;14_1
085.A;14_1
085.B;14_1
085.C11;14_1
085.C12;14_1
085.C1A;14_1
085.C1B;14_1
085.C2;14_1
085.D;14_1
085.E;14_1
085.F1;14_1
085.F2;14_1
085.F31;14_1
085.F32;14_1
085.F3A;14_1
085.F3B;14_1
085.F41;14_1
085.F42;14_1
085.G1;14_1
085.G21;14_1
085.G22;14_1
085.G2A10;14_1
085.G2A1A;14_1
085.G2A1B;14_1
085.G2A2;14_1
085.G2B;14_1
085.G2C;14_1
085.H;14_1
085.J;14_1
086.11;14_1
086.121;14_1
086.122;14_1
086.123;14_1
086.12Z;14_1
086.1A;14_1
086.1B1;14_1
086.1B21;14_1
086.1B22;14_1
086.1B2A1;14_1
086.1B2A2;14_1
086.1B2A3;14_1
086.1B2A4;14_1
086.1B2B;14_1
086.1B2C;14_1
086.1C;14_1
086.1D;14_1
086.1E;14_1
086.211;14_1
086.212;14_1
086.21A;14_1
086.21B11;14_1
086.21B12;14_1
086.21B1A;14_1
086.21B1B;14_1
086.21B20;14_1
086.21B2A;14_1
086.21B2B;14_1
086.21C0;14_1
086.21CA;14_1
086.21CB;14_1
086.21D;14_1
086.21E;14_1
086.22;14_1
086.2A;14_1
086.2B;14_1
086.2C11;14_1
086.2C12;14_1
086.2C1A;14_1
086.2C1B;14_1
086.2C2;14_1
086.2D;14_1
086.3110;14_1
086.311Z;14_1
086.312;14_1
086.31A;14_1
086.31B;14_1
086.320;14_1
086.32Z;14_1
086.33;14_1
086.3A0;14_1
086.3AA0;14_1
086.3AAA;14_1
086.3AAB;14_1
086.3AB;14_1
086.3B;14_1
086.410;14_1
086.41Z;14_1
086.42;14_1
086.430;14_1
086.43Z;14_1
086.44;14_1
086.51;14_1
086.52;14_1
086.5A;14_1
086.5B;14_1
086.5C;14_1
086.5D;14_1
086.5E;14_1
086.5F;14_1
086.611;14_1
086.612;14_1
086.61A0;14_1
086.61AA;14_1
086.61AB1;14_1
086.61AB2;14_1
086.61AB3;14_1
086.61AB4;14_1
086.61B1;14_1
086.61B20;14_1
086.61B2A;14_1
086.61B2B;14_1
086.61B2C;14_1
086.61B3;14_1
086.61B40;14_1
086.61B4A;14_1
086.61B4B;14_1
086.61B4C;14_1
086.61B5;14_1
086.61B6;14_1
086.61B7;14_1
086.61B8;14_1
086.621;14_1
086.622;14_1
086.62A;14_1
086.62B;14_1
086.6A;14_1
086.6B0;14_1
086.6BA;14_1
086.6BB10;14_1
086.6BB1A;14_1
086.6BB1B;14_1
086.6BB2;14_1
086.6BC;14_1
086.6BD;14_1
086.6BE;14_1
086.6C110;14_1
086.6C11A;14_1
086.6C11B;14_1
086.6C12;14_1
086.6C13;14_1
086.6C1A;14_1
086.6C1B;14_1
086.6C21;14_1
086.6C22;14_1
086.6C23;14_1
086.6D;14_1
086.6E1;14_1
086.6E2;14_1
086.6E3;14_1
086.6E4;14_1
086.6E5;14_1
086.6E6;14_1
086.6E7;14_1
086.6E8;14_1
086.71;14_1
086.721;14_1
086.7220;14_1
086.722A;14_1
086.722B;14_1
086.72A;14_1
086.72B;14_1
086.72C;14_1
086.72D;14_1
086.73;14_1
086.7A;14_1
086.7B;14_1
086.7C;14_1
086.7D;14_1
086.7E0;14_1
086.7EA;14_1
086.7EB;14_1
086.7F1;14_1
086.7F2;14_1
086.7F3;14_1
086.7F4;14_1
086.7G;14_1
086.7H;14_1
086.811;14_1
086.812;14_1
086.81Z;14_1
086.82;14_1
086.8A10;14_1
086.8A1A;14_1
086.8A1B;14_1
086.8A2;14_1
086.8A3;14_1
086.8A4;14_1
086.8B;14_1
086.8C;14_1
086.9;14_1
086.A;14_1
086.B;14_1
086.C;14_1
086.D;14_1
086.E;14_1
086.F;14_1
087.11;14_2
087.120;14_2
087.12Z;14_2
087.1A0;14_2
087.1AZ;14_2
087.1B;14_2
087.1C;14_2
087.20;14_2
087.2Z;14_2
087.31;14_2
087.32;14_2
087.40;14_2
087.4Z;14_2
087.51;14_2
087.52;14_2
087.5Z;14_2
087.A11;14_2
087.A121;14_2
087.A122;14_2
087.A1Z;14_2
087.A21;14_2
087.A221;14_2
087.A222;14_2
087.A30;14_2
087.A3A;14_2
087.A3B;14_2
087.A3C;14_2
087.A4;14_2
087.B11;14_2
087.B120;14_2
087.B12A;14_2
087.B12B;14_2
087.B12C;14_2
087.B13;14_2
087.B14;14_2
087.B1A;14_2
087.B1B0;14_2
087.B1BA0;14_2
087.B1BAA;14_2
087.B1BAB;14_2
087.B1BB0;14_2
087.B1BBA;14_2
087.B1BBB;14_2
087.B1BC;14_2
087.B1BD;14_2
087.B1BE;14_2
087.B1BF;14_2
087.B1C;14_2
087.B1Z;14_2
087.B2;14_2
087.C0;14_2
087.CA;14_2
087.CB1;14_2
087.CB21;14_2
087.CB22;14_2
087.CB2A;14_2
087.CB2B;14_2
087.CB2C;14_2
087.CB2D;14_2
087.CC;14_2
087.D0;14_2
087.DA;14_2
087.DB;14_2
087.DC;14_2
087.E1;14_2
087.E210;14_2
087.E21A;14_2
087.E21B;14_2
087.E22;14_2
087.E2Z;14_2
087.E3;14_2
087.E4;14_2
087.E5;14_2
087.E6;14_2
088.11;14_2
088.12;14_2
088.1A;14_2
088.1B;14_2
088.1C;14_2
088.21;14_2
088.22;14_2
088.2A;14_2
088.2B1;14_2
088.2B21;14_2
088.2B22;14_2
088.2B2Z;14_2
088.2C;14_2
088.310;14_2
088.31Z;14_2
088.32;14_2
088.33;14_2
088.34;14_2
088.3Z;14_2
088.A;14_2
088.B11;14_2
088.B12;14_2
088.B1Z;14_2
088.B21;14_2
088.B22;14_2
088.B2Z;14_2
088.C11;14_2
088.C12;14_2
088.C1Z;14_2
088.C21;14_2
088.C22;14_2
088.C2A0;14_2
088.C2AA;14_2
088.C2AB;14_2
088.C2B;14_2
088.D1;14_2
088.D2;14_2
088.D3;14_2
088.D4;14_2
089.11;14_2
089.120;14_2
089.12Z;14_2
089.13;14_2
089.14;14_2
089.1Z;14_2
089.2;14_2
089.3;14_1
089.41;14_1
089.4210;14_1
089.421Z;14_1
089.422;14_1
089.42A;14_1
089.42B;14_1
089.42C;14_1
089.4Z;14_1
089.50;14_1
089.5Z;14_1
089.61;14_1
089.621;14_1
089.6220;14_1
089.622Z;14_1
089.623;14_1
089.624;14_1
089.62Z;14_1
089.6A;14_1
089.6B;14_1
089.A;14_1
089.B1;14_1
089.B2;14_1
089.B3;14_1
089.B40;14_1
089.B4Z;14_1
089.B5;14_1
089.B6;14_1
089.B70;14_1
089.B7Z;14_1
089.B80;14_1
089.B8Z;14_1
089.C1;14_1
089.C20;14_1
089.C2A0;14_1
089.C2AA0;14_1
089.C2AAA;14_1
089.C2AAB1;14_1
089.C2AAB20;14_1
089.C2AAB2A0;14_1
089.C2AAB2AA;14_1
089.C2AAB2AB;14_1
089.C2AAB2B;14_1
089.C2AAB2C;14_1
089.C2AAB3;14_1
089.C2AAB4;14_1
089.C2AAB5;14_1
089.C2AAB6;14_1
089.C2AB;14_1
089.C2AC;14_1
089.C2B0;14_1
089.C2BA;14_1
089.C2BB;14_1
089.C2C;14_1
089.C2D;14_1
089.C3;14_1
089.C41;14_1
089.C42;14_1
089.C4A;14_1
089.C4B;14_1
090.1;14_1
090.21;14_1
090.22;14_1
090.2A;14_1
090.2B;14_1
091.11;14_1
091.12;14_1
091.13;14_1
091.14;14_1
091.1Z;14_1
091.2;14_1
091.31;14_1
091.32;14_1
091.3A;14_1
091.3B;14_1
091.3C;14_1
092.1;14_1
092.2;14_1
092.31;14_1
092.32;14_1
092.3A;14_1
092.3B;14_1
092.4;14_1
092.510;14_1
092.51Z;14_1
092.52;14_1
092.5Z;14_1
092.61;14_1
092.620;14_1
092.62Z;14_1
092.6Z;14_1
092.A;14_1
092.B;14_1
092.C;14_1
092.D1;14_1
092.D2;14_1
092.D3;14_1
092.D4;14_1
093.110;15_1
093.11Z;15_1
093.12;15_1
093.1A0;15_1
093.1AA;15_1
093.1AB;15_1
093.1AC;15_1
093.1AD;15_1
093.1AE;15_1
093.1B;15_1
093.1C;15_1
093.1D;15_1
093.1E;15_1
093.210;15_1
093.21Z;15_1
093.22;15_1
093.2A;15_1
093.2B1;15_1
093.2B2;15_1
093.2B9;15_1
093.2BZ;15_1
093.2C;15_1
093.31;15_1
093.32;15_1
093.3A1;15_1
093.3A2;15_1
093.3A30;15_1
093.3A3A;15_1
093.3A3B;15_1
093.3A4;15_1
093.3A50;15_1
093.3A5A;15_1
093.3A5B;15_1
093.3A6;15_1
093.3A7;15_1
093.3A8;15_1
093.3B;15_1
093.410;15_1
093.41Z;15_1
093.420;15_1
093.42Z;15_1
093.4A1;15_1
093.4A2;15_1
093.4A3;15_1
093.4A4;15_1
093.4A5;15_1
093.4A6;15_1
093.4B;15_1
094.110;15_2
094.11Z;15_2
094.120;15_2
094.12Z;15_2
094.13;15_2
094.1A;15_2
094.1B0;15_2
094.1BA;15_2
094.1BB;15_2
094.1BC;15_2
094.1C;15_2
094.211;15_2
094.212;15_2
094.21A0;15_2
094.21AZ;15_2
094.21B;15_2
094.21C;15_2
094.21D;15_2
094.22;15_2
094.2A0;15_2
094.2AA;15_2
094.2AB;15_2
094.2B;15_2
094.31;15_2
094.3210;15_2
094.321Z;15_2
094.322;15_2
094.3Z;15_2
094.411;15_2
094.412;15_2
094.413;15_2
094.41Z;15_2
094.420;15_2
094.42Z;15_2
094.43;15_2
094.44;15_2
094.4A10;15_2
094.4A1Z;15_2
094.4A2;15_2
094.4A3;15_2
094.4A4;15_2
094.4B;15_2
094.4C;15_2
094.4D;15_2
094.4E;15_2
094.4F;15_2
094.4G;15_2
094.4H;15_2
094.510;15_2
094.51A;15_2
094.51B;15_2
094.51C;15_2
094.52;15_2
094.5Z;15_2
094.61;15_2
094.620;15_2
094.62Z;15_2
094.6A;15_2
094.6B;15_2
094.6C;15_2
094.A;15_2
094.B;15_2
094.C;15_2
094.D;15_2
095.1;15_2
095.210;15_2
095.21Z;15_2
095.22;15_2
095.2Z;15_2
095.31;15_2
095.32;15_2
095.3Z;15_2
095.410;15_2
095.41Z;15_2
095.42;15_2
095.4Z;15_2
095.A0;15_2
095.AZ;15_2
095.B0;15_2
095.BA;15_2
095.BB;15_2
095.C;15_2
095.D;15_2
095.E1;15_2
095.E2;15_2
095.E3;15_2
095.E4;15_2
095.F;15_2
096.1110;15_1
096.111Z;15_1
096.112;15_1
096.11Z;15_1
096.120;15_1
096.12Z;15_1
096.1A;15_1
096.1B;15_1
096.211;15_1
096.2120;15_1
096.212Z;15_1
096.21Z;15_1
096.220;15_1
096.22Z;15_1
096.2A0;15_1
096.2AA;15_1
096.2AB;15_1
096.2B;15_1
096.2C;15_1
096.2D;15_1
096.2E;15_1
096.310;15_1
096.31Z;15_1
096.32;15_1
096.330;15_1
096.33A;15_1
096.33B;15_1
096.33C;15_1
096.340;15_1
096.34Z;15_1
096.3Z;15_1
096.411;15_1
096.4120;15_1
096.412Z;15_1
096.41Z;15_1
096.421;15_1
096.422;15_1
096.4230;15_1
096.423Z;15_1
096.42A;15_1
096.42B;15_1
096.42C;15_1
096.4A;15_1
096.4B;15_1
096.4C;15_1
096.5;15_1
096.6;15_1
097.111;15_2
097.112;15_2
097.11Z;15_2
097.12;15_2
097.1Z;15_2
097.21;15_2
097.22;15_2
097.230;15_2
097.23Z;15_2
097.24;15_2
097.2A;15_2
097.2B1;15_2
097.2B21;15_2
097.2B22;15_2
097.2B2A;15_2
097.2B2B;15_2
097.2C;15_2
097.2D;15_2
097.2E;15_2
097.31;15_2
097.3210;15_2
097.321A;15_2
097.321B;15_2
097.3220;15_2
097.322Z;15_2
097.323;15_2
097.3A0;15_2
097.3AA;15_2
097.3AB;15_2
097.3B;15_2
097.3C;15_2
097.3D;15_2
097.41;15_2
097.420;15_2
097.42Z;15_2
097.4Z;15_2
097.51;15_2
097.52;15_2
097.53;15_2
097.5Z;15_2
097.610;15_2
097.61Z;15_2
097.620;15_2
097.62Z;15_2
097.6A;15_2
097.6B;15_2
097.6C;15_2
097.71;15_2
097.7210;15_2
097.721Z;15_2
097.722;15_2
097.72Z;15_2
097.7A;15_2
097.7B;15_2
097.7C;15_2
097.8;15_2
098.11;15_2
098.12;15_2
098.1A0;15_2
098.1AA;15_2
098.1AB;15_2
098.1B;15_2
098.21;15_2
098.22;15_2
098.2A;15_2
098.2B1;15_2
098.2B20;15_2
098.2B2A;15_2
098.2B2B;15_2
098.2B3;15_2
098.2B4;15_2
098.2C;15_2
098.2D;15_2
098.31;15_2
098.320;15_2
098.32Z;15_2
098.3A11;15_2
098.3A12;15_2
098.3A1Z;15_2
098.3A2;15_2
098.3AZ;15_2
098.3B0;15_2
098.3BA;15_2
098.3BB;15_2
098.3BC;15_2
098.3C;15_2
098.4;15_2
098.50;15_2
098.5A0;15_2
098.5AZ;15_2
098.5B0;15_2
098.5BZ;15_2
098.5C;15_2
098.61;15_2
098.62;15_2
098.6A1;15_2
098.6A2;15_2
098.6A3;15_2
098.6A4;15_2
098.6AA;15_2
098.6AB;15_2
098.6B0;15_2
098.6BZ;15_2
098.6C;15_2
098.71;15_2
098.720;15_2
098.72Z;15_2
098.7A0;15_2
098.7AZ;15_2
098.7B;15_2
098.7C;15_2
098.7D;15_2
098.7E;15_2
098.8;15_2
098.9;15_2
099.10;15_2
099.1A;15_2
099.1B;15_2
099.21;15_2
099.22;15_2
099.2A0;15_2
099.2AA;15_2
099.2AB;15_2
099.2AC;15_2
099.2B;15_2
099.3;15_2
099.41;15_2
099.42;15_2
099.4A;15_2
099.4B;15_2
099.A;15_2
099.B1;15_2
099.B21;15_2
099.B22;15_2
099.B2A;15_2
099.B2B11;15_2
099.B2B12;15_2
099.B2B1A;15_2
099.B2B1B;15_2
099.B2B1C10;15_2
099.B2B1C1A0;15_2
099.B2B1C1AA;15_2
099.B2B1C1AB;15_2
099.B2B1C1B;15_2
099.B2B1C2;15_2
099.B2B1C3;15_2
099.B2B1C4;15_2
099.B2B1C5;15_2
099.B2B1C60;15_2
099.B2B1C6A;15_2
099.B2B1C6B;15_2
099.B2B1C7;15_2
099.B2B1C8;15_2
099.B2B1D;15_2
099.B2B1E;15_2
099.B2B2;15_2
099.B2C0;15_2
099.B2CA1;15_2
099.B2CA2;15_2
099.B2CA3;15_2
099.B2CA4;15_2
099.B2CA5;15_2
099.B2CA6;15_2
099.B2CB;15_2
099.B2D1;15_2
099.B2D21;15_2
099.B2D22;15_2
099.B2D2A;15_2
099.B2D2B;15_2
099.B2E;15_2
099.B2F;15_2
099.B2G;15_2
099.C;15_2
099.D1;15_2
099.D21;15_2
099.D221;15_2
099.D222;15_2
099.D22A1;15_2
099.D22A2;15_2
099.D22A3;15_2
099.D22A4;15_2
099.D22B;15_2
099.D2A1;15_2
099.D2A2;15_2
099.D2A3;15_2
099.D2A4;15_2
099.D2B;15_2
099.D2C;15_2
099.E;15_2
099.F1;15_2
099.F2;15_2
099.F3;15_2
099.F4;15_2
099.G1;15_2
099.G2;15_2
099.G3;15_2
099.G4;15_2
099.H;15_2
099.J;15_2
100.1;15_2
100.21;15_2
100.22;15_2
100.2A0;15_2
100.2AZ;15_2
100.2B1;15_2
100.2B21;15_2
100.2B22;15_2
100.2B2Z;15_2
100.2C;15_2
100.310;15_2
100.31Z;15_2
100.32;15_2
100.3Z;15_2
100.A0;15_2
100.AZ;15_2
100.B0;15_2
100.BA;15_2
100.BB;15_2
100.C0;15_2
100.CZ;15_2
100.D;15_2
100.E1;15_2
100.E21;15_2
100.E22;15_2
100.E2A;15_2
100.E2B;15_2
101.11;15_1
101.12;15_1
101.1A;15_1
101.1B;15_1
101.21;15_1
101.22;15_1
101.2A;15_1
101.2B;15_1
101.2C;15_1
101.310;15_1
101.31Z;15_1
101.32;15_1
101.3Z;15_1
101.41;15_1
101.42;15_1
101.43;15_1
101.4Z;15_1
101.51;15_1
101.52;15_1
101.5A;15_1
101.5B;15_1
101.61;15_1
101.62;15_1
101.6A;15_1
101.6B;15_1
101.6C;15_1
