regine;a_lake_km2
012.BB4B12;0.4977
012.BB4B2;0.5637
012.BB4B11;0.3444
012.BB4A7;0.1919
026.BE;3.2608
026.BF;2.8299
002.HC2;2.3150
229.4AC;1.3706
016.BECB;1.7643
024.71Z;1.8494
016.G1B;1.3333
016.G1C;0.9887
016.G1A;1.4103
012.EJ0;1.3336
012.EJA;0.2501
012.EH;0.1247
049.BE;1.3873
155.3B;1.3547
155.3A;0.5855
096.4B;1.8761
212.B3;1.7892
015.H5G;1.3707
002.QF3;0.6032
002.QF4;0.7562
212.HDD;1.3755
213.91B;1.3294
213.91A;0.0001
213.91C;0.0545
027.1E1;0.9195
027.1E2;1.0690
027.1D4;0.0000
012.LA5B;1.4977
241.5B1;1.9001
241.5B2;0.7148
241.5B4;0.6551
241.5B3;0.0572
026.4BB;1.6807
026.4BA3;0.0220
026.4BA4;0.0297
212.GE4;0.3952
212.GE3;0.8082
112.CB2B;1.3438
112.CB2C;0.0019
012.EC7C;1.3185
229.AABC;1.5120
229.AABD;1.0792
054.6B;1.6323
054.6A;0.0003
149.2AB;1.8895
025.3C2C;1.5135
162.62B;1.6691
247.4D2B;1.6337
247.4D2A;0.1033
141.1A;1.3097
099.B2B11;0.1010
099.B2B12;0.6389
099.B2B2;0.8908
099.B2B1A;0.0002
099.B2A;0.0002
067.2C1;0.7895
067.2C2;1.6504
086.31B;1.3209
086.31A;0.0206
234.GF0;9.3557
212.2B;2.0352
212.2A;0.0005
171.B2B;1.3463
171.B2A;0.3270
016.BEE2F;1.3035
016.BEE2E;0.5798
012.EGBC;1.3358
139.J2;1.0083
139.J1;0.9978
137.52B;1.3205
082.5B2;0.1151
082.5B3;0.9169
082.5B1;0.1324
082.5B4;0.4959
082.5C;1.9047
021.F3;1.6721
021.F41;0.6955
016.L6;1.7959
016.L5;0.6637
016.M1;0.0302
016.LA;0.7195
016.M2;0.0002
109.711Z;1.4599
026.DAB;1.9049
026.DAA;0.0001
026.DAC;0.4477
067.2G;2.1271
067.2F;0.9380
049.E;1.7000
122.CAAB;1.4371
122.CAAC;0.5547
082.A3;0.6372
082.A4;1.0240
196.DDAB;1.4563
196.DDAA;0.0368
196.DDAC;0.7032
212.6CAB;1.2958
212.6CAA;0.3141
002.DJDB;1.5668
211.1B;1.2949
067.3AD;1.8593
074.CG1B;1.6602
074.CG1A;0.0509
204.CB;1.7837
204.CA;0.5846
112.3AB4;1.1518
112.3AB3;0.4020
050.4C2;0.3178
050.4C11;0.4006
050.4C12;0.5701
050.4B9;0.0001
050.4B1;0.0172
002.HD1B;1.2883
020.D5;0.7246
020.D6;0.8363
303.2H;1.3877
195.6D;1.4545
212.EG;1.4812
234.A3Z;3.3910
055.D210;0.1498
055.D22;0.2333
055.D23;0.1962
055.D1;0.9628
018.C22;2.1509
035.E8;0.1146
035.E7;0.7193
035.E9;0.7825
173.AH4;0.7589
173.AH3;0.5787
015.H5D;1.2801
015.H5C4;0.0001
015.H5E;1.7498
002.DFBCD;1.2769
234.FBZ;3.4248
001.FC1B;1.3266
210.3B;1.4949
212.41B;2.4140
133.3B22B;1.2722
133.3B22A;0.4136
012.EDCB;1.9988
144.D12;0.4310
144.D2;0.3977
144.D11;0.4417
210.AC;1.2704
015.BAZ;2.2552
016.BA6C;7.2773
161.AD8;0.7382
161.AD7;0.5305
303.5Z;4.0241
016.M71;1.0302
016.M72;0.1966
016.M8;2.4532
012.CFBE2C;1.3788
165.61B;1.3354
177.8C;1.1612
177.8B;1.2294
177.8A;0.0006
133.3B5C;1.5910
019.AB1C;2.0737
212.L71B;1.2783
035.DB;1.6777
083.CC;1.2588
083.CD;0.0360
234.GBF;5.1920
017.FC22;0.3029
017.FC21;0.4435
017.FC1;0.5423
017.FC2A;0.0001
017.FB22;0.0000
012.CFA3;0.8890
012.CFA4;0.6389
151.CBE;1.4402
151.CBD;0.3773
041.11;3.2305
103.BC2B;1.2867
103.BC2C;0.0000
052.4C;2.2139
181.43Z;2.8601
135.3CB;1.3231
135.3CA;0.1466
135.3CC;0.2914
234.GBDA0;3.7036
002.JAA0;2.6226
308.2CD;5.5939
012.JB2B;1.3295
012.JB2A;0.0002
020.BBBB;1.4671
180.4Z;4.5725
031.AAD;1.5416
160.3C;1.2492
160.3B;0.0454
069.7BB;1.3434
016.K1;0.6676
026.H3B20;0.2559
026.H3B1;1.2762
026.H3B4;0.0015
026.H3B2A;0.1483
026.H3A;0.4548
026.H3B3;0.7560
012.GK;1.2437
244.1;4.4848
155.D7D1C;1.2411
155.D7D1D;0.7685
224.AB;2.4679
122.CAC;1.2392
122.CAB;0.4702
178.43B;1.3204
178.43A;0.0002
064.D3;0.6353
064.D4;1.2442
064.D5;0.8729
064.D6;0.0118
124.CCB;1.3145
124.CCA;0.2423
212.L83;1.4708
212.L73;0.4319
212.L84;0.0028
212.L74;0.2103
015.EB;1.8672
015.EC;0.8272
016.F5C;0.3537
026.LB;1.2671
026.LA22;0.0669
025.L2B;1.2347
037.6B;1.3455
156.DBB;1.6258
156.DBA;0.1787
089.6B;1.2860
151.E6B;1.6174
151.E6A;0.0439
177.42Z;1.3691
068.9D;1.4248
068.9C;0.0000
178.7B2;0.5537
178.7B10;0.7173
178.7B1Z;0.4345
178.7A;0.9014
012.DBAZ;2.8848
022.CB;1.2633
022.CA5;1.1051
022.CA6;0.0804
122.BAAB;1.4453
100.E2B;1.2676
100.E2A;0.0008
002.DD5BE2;0.6305
002.DD5BE1;0.8089
002.DD5BE3;0.0000
170.BC;1.2766
170.5DAB;1.4039
170.5DAA;0.0044
067.2D1;0.7261
067.2D20;0.9273
067.2C4;0.1637
026.F1B;1.3173
026.F1C;0.6133
067.3B2D;1.7300
160.A40;0.5410
160.A320;0.5019
160.A31;0.1798
160.A2;0.0002
160.A1;0.0000
160.A6;0.0001
160.A4A;0.0000
160.A3A0;0.0000
160.A5;0.0002
026.LA21;1.3541
026.LA11;1.2014
050.CDC;3.9030
015.JBD;2.8048
015.ED;1.6368
021.JD;2.0571
138.2B;1.2480
138.2A;0.0260
206.C2B;1.2197
174.4BB;0.0684
174.4C;0.0028
178.43E;1.2169
178.43F;0.2674
172.3B;1.2168
172.3A;0.2087
072.EBB;1.5498
121.FB;1.2145
121.FA;0.0016
002.DD2C;1.2952
002.DD2B;0.1017
020.C22;1.8321
020.D3;0.8534
020.D2;0.0908
020.CZ;1.3868
020.C1;4.1758
020.D10;0.1358
020.D4;0.3887
149.2B;2.8512
012.JB4B;1.4579
156.FF;2.3384
179.212B;1.2104
022.EFB;1.6233
022.EFC;0.4795
026.H1B;1.3154
097.72Z;1.2725
120.4A1;1.5629
151.CE4;0.8464
151.CE3;0.6531
094.4G;1.2317
084.7BB;1.2051
080.4C;1.7922
080.4D;0.7736
015.AA;1.2437
015.AB0;0.0085
002.DD5BB;1.2013
160.41B;1.2569
073.E0;6.5302
167.62Z;1.5598
084.7F2;0.6265
084.7F12;0.1931
084.7F11;0.3802
084.7F1A;0.0001
196.DAD;3.0662
191.2C;1.2647
181.1;2.0006
194.6A;0.2927
194.6B;1.2991
016.J1AB;1.1943
123.C2B;1.1930
086.C;2.2474
212.1B;1.2993
313.3AD;1.9882
027.A2B;1.2817
027.A2A;2.1947
148.AB;1.3826
159.813B1;0.4404
159.813B22;0.1002
159.813B210;0.6492
159.813A;0.0001
072.DC;1.5454
082.3A;0.3668
082.3B;1.1135
002.QD2B;1.6235
002.QD2A;0.0003
234.GCAZ;1.8541
080.1D;2.2484
080.1C22;0.3700
080.1C1;0.3193
019.H5;1.3901
049.4A;0.7339
049.4B;2.4752
172.A2;0.4743
172.A1;0.5075
172.A9;0.1662
122.2D;1.5379
234.GBBB;4.4658
010.3B;1.1824
010.3A;0.0253
174.2CB;1.1815
174.2CA;0.0003
212.4GB;2.1312
126.1B;1.2533
126.1A;0.0007
001.B1D;1.5942
035.3C;4.0264
123.DC;1.2076
026.D1AB;1.3405
191.A3;0.5976
191.A4;0.6255
134.C2B;1.1777
012.CB21B;1.2330
021.E1B;2.4233
005.3B;1.4965
005.3A;0.0005
022.H2B;1.2302
002.GBC;1.3612
234.B4Z;3.1234
099.1B;2.3857
030.A2Z;4.0978
314.23;1.1930
015.C6B;1.8412
007.AC;1.3725
175.1B;1.2029
175.1C;1.1692
016.G51B;6.9113
213.AB;3.3235
311.2CZ;1.9241
224.DAZ;2.3235
002.JH4;0.5303
002.JH3;0.6285
002.JH6;0.0007
002.JH5;0.0006
002.JH2;0.0009
002.JH1;0.0033
088.D1;0.5919
088.D2;0.5714
088.C12;0.0696
156.3C3;0.7655
156.3C4;0.4898
156.3C1;0.0746
027.3CC0;1.2364
070.5D;1.1625
031.CC;1.0595
031.CB;1.1118
015.NB0;1.2720
109.BAC4;0.5088
109.BAC3;0.6527
033.FB;5.2999
002.JAAAB;1.1591
143.52A;1.1970
222.7B;1.9048
144.5Z;2.8356
220.63AB;1.1557
220.63AC;0.3607
012.EDE;1.2878
027.BD;3.3150
027.BC;0.5274
084.7G;1.3854
075.CC12;0.3900
075.CC2;1.1616
075.CC9;0.0366
075.CC11;0.2939
304.1;1.1506
188.22B;1.3094
019.DCB5B;1.1671
018.D;4.1296
313.1B1D;1.2274
155.D7D1AB;1.4016
171.3Z;3.2120
212.J1B;1.3599
212.J1A;0.6601
138.5A;1.6711
017.3Z;4.9218
012.EB4A3;0.4775
012.EB4A6;0.0651
012.EB4A4;0.7130
012.EB4A2;0.0001
012.EB4A5;0.0615
012.EB4A1;0.0002
212.7C;3.9713
213.1B;3.3667
213.1A;1.1213
213.1C;3.0350
002.MF7;0.6007
002.MF8;0.5341
002.MG;0.7705
066.5C;1.1358
212.ABAB;1.1357
025.3C4B0;1.1525
025.3C4BZ;0.6074
222.2AC4;0.7003
222.2AC3;0.4349
222.2AC5;0.1130
222.21;0.1364
222.2AC6;0.0893
016.BDCB;1.6193
135.AAB;1.1339
135.AAC;0.1640
135.AAA;0.0000
203.3AB;1.1340
203.3AA;0.3219
002.DAD;1.1333
002.DAE;0.4372
026.FC4;1.5075
026.FC3;1.0900
026.FC2;0.6202
308.2CAC;1.1656
308.2CAB;1.4337
026.EC;1.3943
026.EB4;1.0130
025.K1B;1.1306
012.EDD2B;1.1614
002.DJAB;3.2051
042.31Z;3.8058
204.4B;1.1278
030.1B;1.1270
025.B3Z;2.1290
023.ACB0;1.2612
197.533B;1.1237
197.533A;0.0006
206.A2;2.4699
109.5BC;1.1194
109.5BB;1.2003
012.CEBB;1.1194
012.GBC;2.3466
012.GBD;0.2223
229.F;3.3344
229.E;9.8293
092.A;2.9970
144.41B;1.2796
072.CC;1.7425
002.DDAAB;1.1542
002.DDAAA;0.0002
021.123Z;1.5280
103.CAZ;4.3541
012.DBB;3.0023
015.4H;1.4904
015.4G;0.1289
019.12Z;1.6372
138.AZ;2.1847
212.GFBB;1.1076
212.GFBA;0.0124
212.GFBC;0.0588
028.7B;1.1094
007.A0;1.7248
138.6AZ;4.3060
002.G3B;1.7163
002.G3A;0.0920
002.G3C;0.6022
247.72;1.4906
084.C1C;1.3882
084.C1B4;0.0006
084.C1B3;0.0000
302.83;2.5409
021.M1B;1.6132
023.B2B;1.4757
239.3ABZ;1.1044
209.8AB;1.3175
209.8AC;0.4540
139.E2AZ;2.0185
139.E2B0;0.1750
234.FCZ;2.4965
138.BA2;0.7232
138.BA12;0.2881
138.BA11;0.1379
138.B0;0.0219
168.5Z;2.8033
212.4J;1.3002
139.CC;4.6809
139.CB;0.8682
002.QAC4;1.5085
002.QAC3;0.3577
002.QAD2;0.1021
002.QAC2;0.1020
002.QAD1;0.0010
153.22C;2.0345
136.3Z;1.6216
244.4CZ;5.6761
024.5B;1.2525
024.5A1;0.1466
075.4D;1.2821
032.C;1.1652
032.D;0.8936
109.BA1Z;3.1546
002.ABB;1.3871
002.ABA;0.0000
025.M4;0.8823
025.M3;0.3757
134.D2B;1.3615
179.41B2B;1.2977
002.EB11B;1.1981
246.FA0;1.3386
107.63B;1.0942
107.63C;0.0000
175.2E;1.1090
002.MF5;0.3507
002.MF6;0.9431
002.MF4;0.0546
002.MF3;0.0737
022.3C;1.1418
022.3D;0.3653
027.3E;1.6357
123.DAB;1.2868
234.GBG2Z;7.1688
128.B5C;1.5219
159.2Z;1.4772
091.3B;1.5043
091.3A;0.5572
091.3C;0.9922
139.BAAZ;1.5026
070.5BB;1.6719
163.D2Z;2.2944
166.6B;1.0871
023.AD;1.5906
023.AC0;0.7297
086.1D;1.0835
194.4B;1.0805
194.4C;0.5720
212.J2B;1.1981
212.J2C;0.5826
190.2B;1.1159
103.A2B;1.0829
103.A2A;0.0000
196.DCB;1.1066
063.D1;0.6903
063.D2;0.3914
127.AD1B;1.0764
127.AD1A;0.0556
241.B;3.0071
084.5D;1.8086
222.7A;2.6321
002.ND3;0.5986
002.ND4;0.4796
002.NE;0.6691
221.1;3.9057
209.8C;1.5578
178.42B;1.2168
161.1G;1.4528
072.C2E;1.1405
072.C2D;0.5909
311.EC1B;1.3931
311.EC1C;0.1580
178.61Z;1.3418
103.BCZ;5.0670
048.F1B;1.2396
048.F1A;0.0672
234.L4;2.5209
234.L3;2.0416
312.2C;2.0593
133.3B220;0.3328
133.3B21;0.0911
133.3B1;0.6373
133.3A;0.0521
084.G;1.0693
173.A0;1.4717
173.AA1;0.0304
173.B2;0.0017
173.B10;0.0022
173.AA2;0.0073
105.4B;1.1833
105.4A5;0.0005
105.4A6;0.0007
209.C1;0.5385
209.C2A;0.0376
209.C20;0.5236
002.DE8B;1.4095
124.F2C;1.0679
197.63Z;1.2629
052.72B;1.1117
052.72A;0.0010
128.C41B;1.3836
128.C41C;0.3140
246.FAB;3.6494
246.FAA;2.9975
177.7Z;1.5387
139.HB;2.0309
229.32;2.1640
169.2Z;1.1290
012.3Z;1.1369
190.3C;1.9197
173.ABAB;1.0608
024.G;1.0605
140.B5B;1.0429
140.B5C0;0.0668
209.3BZ;1.3608
026.G5;0.0407
026.H20;0.5960
026.H10;0.3343
026.G6;0.0450
026.G9;0.0764
026.G4;0.0003
050.BB;1.5398
050.BC2;0.0034
050.BC1;0.0714
002.DHFC;2.4110
213.41AB;1.0820
213.41AC;0.3693
211.31B;1.0769
135.DZ;1.4351
212.GH2B;1.0763
052.6B;1.0571
052.6A;0.0001
015.N2Z;2.2901
234.GBDD;1.9837
027.B3;0.2874
027.B4;0.1995
027.B9;0.6179
027.BA;1.7675
027.B2;0.0026
027.B1;0.0878
178.46C;1.0556
178.46B;0.1373
144.72Z;1.2182
234.42B;2.6432
308.3B;1.0520
308.3A;0.0000
243.B;9.4467
196.AD24B;1.0516
196.AD24A;0.9737
220.62Z;3.2516
159.91Z;1.2676
178.9Z;1.4488
016.EADC;2.5766
042.C12;0.2369
042.C3;0.3200
042.C4;0.2466
042.C2;0.2187
042.C11;0.1138
053.62Z;1.2772
026.HD;2.1735
012.CCC;4.4138
037.DD;1.4004
176.2D;1.0468
119.62B;1.1771
119.62A;0.1611
122.GZ;3.5047
117.3B;1.3759
093.4B;1.0436
072.2F;1.0430
051.1B6AB;1.0428
056.4;3.2655
307.5A;1.0404
212.6AB;1.1958
212.6AA;0.0256
200.1B;1.1102
234.F1AZ;1.8060
121.A1Z;1.8294
002.EC4B;1.0352
216.30;1.8003
122.FAB;1.1802
122.FAA;0.3185
012.LBB0;2.5202
002.DHBCC;3.8039
016.EC2;0.5630
016.EC1;0.4701
094.D;1.5170
001.K11B;1.0919
205.B4Z;4.4124
098.7B;1.0307
012.DD;3.1074
209.3AAZ;2.8689
172.G;1.5467
308.1D;2.7959
036.BACZ;1.5315
002.A5C;3.3074
064.6;1.0277
311.J8B;4.3956
015.BB;1.9808
151.GZ;2.4090
156.F1B;1.0439
156.F1A;0.0550
139.E1Z;2.2589
139.K2Z;2.6218
303.2B;1.1532
170.5D2;0.4958
170.5D9;0.2817
170.5D1;0.2809
170.5C;0.0312
170.5DA0;0.2584
170.5E;0.0000
018.3B2;0.2730
018.3B10;0.8525
018.3A1;0.0758
018.3A22;0.0001
002.DHBBZ;2.1072
075.CC1B;1.0232
212.C2B;1.0231
021.HF;1.5478
020.C21;0.4101
020.C2Z;2.0867
135.2A;1.3332
208.AA32;0.6362
208.AA42;0.4097
208.AA9;0.0139
208.AA31;0.0001
208.AB;0.9356
208.AA41;0.0004
016.BECF3;1.1060
016.BECF4;1.0288
016.BECF2;0.0148
016.L2C;4.3179
124.AAB;2.7663
164.C1Z;1.8651
171.2AZ;1.5441
026.4AAB;1.1521
026.4AAA;0.1889
212.F1B;1.1511
212.F1C;0.8427
001.F1B;1.0395
212.AG2B;2.3246
212.AG2C;0.1798
127.B4AB;1.0382
127.B4AC;0.2866
212.GBB;1.0150
012.L2B;1.1102
038.3Z;2.2123
039.9;5.3204
116.8B;1.0120
024.AD1;1.2158
024.AD9;0.1536
024.AD20;0.1921
016.CA1B;2.3598
179.71Z;1.3254
247.CZ;1.7916
015.CAB;1.3198
220.8B5;0.1376
220.8B70;0.4524
220.8C;2.4973
220.8B8;0.3478
220.8B6;0.1720
220.8B4;0.1509
220.8B3;0.6949
243.52;1.3034
079.AE;1.0235
079.AD;0.7932
079.AF1;0.0698
079.AF2;0.0740
212.GDAE;1.0096
212.GDAF;1.5277
012.EK;2.3148
072.J1C;2.1182
016.H6;1.3214
016.H5;0.9246
016.H422;0.0007
016.H322;0.0020
234.GG7;0.6232
234.GG5Z;5.2110
082.1B;1.1034
082.1A;0.2673
099.D1;0.6573
099.D222;0.0789
099.D221;0.1197
099.D21;0.2707
138.BA1Z;2.0147
313.EC;3.4704
308.6;1.4067
012.DC31;0.2253
012.DC32;0.1879
012.DC4;0.5389
012.DC5;0.0266
012.DC3Z;1.4082
012.DC6;0.6694
109.BAAZ;2.9783
122.EAC;1.0670
122.EAB;0.7754
022.F8C;1.2772
022.F8B;0.0638
212.AF2;0.1588
212.AEA0;0.4912
212.AF1;0.0001
212.B1BZ;2.1129
209.5D;1.2802
203.1AZ;1.3955
001.E3B;1.0541
229.G;1.1645
012.JD1B;0.9950
012.JD1A;0.0004
012.JD1C;0.3349
002.CAAC;2.0012
066.4;1.7937
022.F41;0.1620
022.F42;0.1826
022.F12;0.1570
022.F3;0.5723
022.F22;0.0596
167.C1B;0.9932
167.C1A2;0.0003
167.C1C;1.2962
170.5B1;0.7094
170.5B2;0.1344
170.5B9;0.2105
170.5A;0.0000
234.ABAZ;1.7529
234.ABB;0.7954
234.ABA4;0.6152
234.ABA32;0.0024
244.5;6.7894
208.BBZ;1.9630
051.3BD;1.0282
051.3BC;0.0892
196.BC;1.3647
080.22B;1.1863
244.42Z;5.7239
044.3B;0.9726
044.3C;0.8725
044.3A;0.0146
155.AD3B;1.1854
154.5Z;1.5809
194.81B;0.9834
194.81A;0.3229
171.8BB;1.0013
171.8BA;0.0003
128.EB;2.0110
022.CCB;1.0351
022.CCA;0.3097
093.1AB;0.9826
026.LA12;0.1672
026.LA2A2;0.4905
026.LA2A10;0.1478
194.G;2.6580
210.D;1.6770
016.BE5B;0.9796
215.1B;0.9794
171.11;1.7414
009.C;1.1923
080.21B;1.0325
075.4AA;1.2473
135.ABZ;1.8342
012.H3Z;4.4726
073.G;1.0058
087.CB2D;1.2561
087.CB2C;0.0000
311.DB32B;0.1707
311.DB3B;0.8188
046.32B;1.2092
111.5AB;0.9760
111.5AC;0.1817
111.5B4;0.2973
191.B0;2.7619
075.L;0.9767
042.B1;0.9141
042.B2;0.4854
042.A;0.2413
138.5B1;0.4528
138.5B2;0.8321
083.CA0;2.8951
002.DE3AB;0.9724
002.DEB0;0.3036
141.2Z;1.8469
121.B3C;0.9716
121.B3B;0.4058
121.B3D;0.1008
233.A0;4.3113
002.DDEB;1.2262
109.FB1;1.6730
022.H4;1.5394
022.H3;0.4416
022.H12;0.1833
022.H22;0.2057
022.H5;1.3688
303.6;2.1482
236.AD;1.6162
113.4B;1.0250
216.5C;1.0836
216.5B;0.5422
216.5D;0.2934
002.DJ1C;1.0314
002.DJ1B;0.2246
016.EAAAC;1.0228
016.EAAAB4;0.0001
016.EAAAB3;0.0000
142.2B;1.0632
244.2A0;2.3549
307.5B;1.0545
212.JC2Z;2.5729
213.B1Z;3.3475
109.FB320;0.6759
109.FB42;0.8527
109.FB31;0.9573
021.D5B;4.2405
178.73Z;1.0680
166.3Z;2.0826
145.1;1.1880
212.GC2;2.4850
015.CB;2.6877
312.2A1A;1.0636
186.51C;1.2232
002.K2B;1.3589
002.DJCB;1.0910
002.DJCA;0.0034
035.2B;1.2888
079.BD;0.9556
079.BC;0.0088
224.HZ;3.4331
094.4B;0.9571
094.4C;0.0000
012.JCB1Z;2.0862
085.5C0;1.4723
085.5D;0.0002
135.2C;1.4288
135.2D;0.4162
303.2A;1.1228
120.2C;0.9522
100.3Z;1.4474
085.C1B;1.0077
002.ND1;1.1251
131.5Z;1.6006
205.B1BB;0.9475
010.2Z;1.5438
068.1Z;2.2008
178.3Z;0.9798
052.21B;0.9424
102.2Z;1.4660
083.AZ;1.9462
177.72;2.6297
181.432Z;0.9418
196.DEZ;1.7282
037.11Z;1.3581
040.2;5.3845
180.6Z;0.9379
002.DF6C;4.0064
072.EA6B;1.1245
012.CJB;1.1700
213.CZ;3.7541
035.72B;1.4380
016.BED4B;0.9331
121.G3B;1.0140
030.1F1;0.9905
030.1F20;0.8075
016.G5B22C;2.3876
151.CBC;1.1644
195.3;2.1848
055.7C;0.0674
055.7D;1.0178
073.ABB;2.0160
068.6Z;0.9320
302.4A;0.9534
302.4B;0.4132
031.BB;1.3987
026.4AC;1.3364
026.4AB;0.4226
012.GBAZ;1.3937
112.CC3;0.3901
112.CC4;0.6162
112.CC2;0.0522
112.CC1;0.0095
112.CC5;0.3789
112.CC6;0.6069
171.4Z;3.7287
234.GBJ;5.9160
128.AA5Z;1.5462
155.D7D10;0.7471
155.D7D2;0.3522
155.D7C;0.0322
155.D7D1A0;0.0005
144.A4B;1.1969
234.GBDAA0;1.3192
079.BB22;0.1654
079.BB1;0.5373
079.BB21;0.3301
079.BA4;0.1146
139.BB3B;0.9553
139.BB3C;0.0361
151.BAB7;0.7720
151.BAB8;0.2906
151.BAB5;0.0005
151.BAB6;0.0000
222.6Z;2.8968
234.2AZ;1.4313
033.2Z;2.2360
168.10;0.9449
002.R4C;1.1313
148.31B;0.9576
151.DBAZ;1.4025
247.12;1.0846
186.63Z;1.4616
133.3B51;0.6001
133.3B52;0.1276
133.3B6;0.8106
133.3B5A;0.5619
020.BAB1B;1.0075
002.R2B;0.9402
163.E8Z;1.0259
311.N21;0.4870
311.N11;0.4519
212.G6Z;2.1873
055.2A;1.7338
006.BB;1.5189
002.EE1;0.3893
002.EE20;0.5168
002.EF;0.8732
002.EE2Z;0.2055
002.ED;0.7193
015.BA0;0.9708
313.4B;0.9056
230.5Z;3.4232
019.CBC;2.1108
246.CBD;1.3380
022.AB0;0.9022
027.7A;1.0787
027.7B0;0.2132
083.CAZ;3.8444
027.ACZ;3.5478
311.30;1.0644
002.DHM2;1.1437
002.DHM1;0.8672
128.E3Z;4.6988
313.3AAB;0.9763
174.3D6;0.6291
174.3D5;0.2711
002.CAD2;0.6679
002.CAD1;0.2625
212.K4Z;2.8852
002.DHJA;1.4378
002.DJE;1.6807
006.G2B;1.0734
006.G2C;0.2484
028.C2B;0.8966
223.H8B;1.0141
026.D1A0;2.7060
311.2C0;1.0756
122.G2Z;0.9061
218.C;2.7556
172.AA;0.8937
019.E5AA;1.6543
146.1Z;0.8930
144.D51;0.5095
144.D52;0.0832
144.D6;0.3330
242.2A0;3.6317
002.DHHE;0.9607
119.61B;1.5686
119.61C;0.7734
072.CAC;1.0288
002.MF1;0.9571
311.J4D4;0.5007
311.J4D3;0.3894
311.J4D1;0.0647
136.B;4.9422
019.B2B;2.3631
016.BEE32;0.7595
016.BEE42;0.2119
016.BEE41;0.1799
016.BC1AC;1.5098
043.20;2.0713
139.A3Z;1.5263
229.DZ;5.0101
002.DFBA3;0.4818
002.DFBA4;0.3965
002.DFBA6;0.0000
002.DFBA5;0.0088
024.E6;0.1856
024.E8;0.0859
024.F2;0.1990
024.E70;0.4365
024.E5;0.9070
024.F1;0.0724
024.E7A0;0.0001
089.B7Z;1.3564
196.DBAZ;1.3869
002.DC4C;1.5121
218.D;2.4523
212.AEAZ;1.0039
036.B1AB;1.1239
036.B1AA;0.0000
036.B1AC;0.3717
064.BD;1.4987
083.2Z;1.6023
121.B3AB;1.0070
208.32Z;0.9559
038.2Z;1.8459
159.211Z;1.4457
022.H6;0.4335
114.12Z;1.9619
017.F2AA;2.0181
041.AB;0.8786
041.AC1;0.0002
041.AA2;0.0025
041.AA12;0.0002
041.AC2;0.0003
212.4B;0.9301
212.4A4;0.1076
212.4C0;0.1089
088.2B2Z;0.9255
171.5;3.2218
118.2Z;2.5441
208.E2Z;1.0263
083.G;2.1885
012.LG2B;0.8794
012.LG2C;0.2046
095.1;1.0767
084.A1A;0.8788
111.21Z;2.0633
002.CBAB;2.5348
002.CBAA;0.4841
213.2Z;6.1370
163.1Z;4.0482
138.3Z;2.5542
018.G;1.3795
025.52A;1.4598
159.32;2.8328
137.1B;0.8729
137.1C;0.0000
211.34B;0.9930
211.34A;0.0001
234.GEA0;1.9708
179.41B20;0.2271
179.41B30;0.2175
179.41B1;0.2395
179.41B40;0.2063
179.41A;0.0039
179.41B3A;0.0001
021.F50;1.4393
220.63B;2.0262
139.A5AB;2.7416
050.ABZ;2.7755
022.4C;1.0224
243.3Z;3.2974
139.AD;1.7332
159.521Z;1.1181
121.C4;0.9111
212.GE212;0.3425
212.GE2Z;1.6267
082.F;1.3065
311.AC;1.4201
170.81Z;1.0281
170.51B;0.9618
163.BA;1.5193
163.BB;1.4764
104.2B;0.9927
054.62;2.6728
002.CABB;1.3651
020.BCD;3.5648
303.7;3.0891
012.CFA8;0.3843
012.CFA7;0.4790
228.AB;2.0688
019.E5AC;0.9201
121.AB0;1.9620
135.3C0;4.2155
049.A4B1;0.6397
049.A4B2;0.2208
026.D4B;0.9395
050.G1;0.1611
050.G2;0.8451
074.FB;1.7070
094.2AB;0.8589
126.2B;0.8764
231.7A0;2.6488
054.6C;1.5014
024.E7AAZ;1.1204
166.5ABB;0.9603
024.7B;0.8527
024.7A;0.0006
024.7C;0.1841
012.CCBB;3.0904
203.4Z;1.8170
156.EAC;1.4848
015.G5Z;1.8614
065.71;1.1524
212.JB1Z;1.4208
002.B7;0.5616
002.B8;0.3418
159.33Z;1.0906
234.GBCBB;2.5417
212.7B0;1.7340
178.6Z;1.3447
181.4B;0.8460
212.AAC;1.3360
104.C32;0.5014
104.C330;0.0587
104.C42;0.2706
104.C41;0.0015
104.C4A;0.9949
104.C43;0.0376
104.C31;0.0002
085.4B;1.3788
085.4A;0.5049
303.81;1.8130
086.2C12;0.2848
086.2C2;0.4247
086.2C11;0.1642
151.BC3;0.4300
151.BC4;0.4559
151.BC6;0.0003
151.BC5;0.0016
151.BC12;0.0001
206.B1C;0.8651
234.AC11;1.4451
077.5Z;2.4286
021.A6C;0.9228
021.A6B;0.3191
103.1B0;0.8426
016.A1Z;0.8423
139.BFC;1.4789
072.2C;0.8419
016.BECF7;1.0860
016.BECF8;1.0695
222.3A;1.4811
211.32Z;1.5676
016.MZ;3.1283
072.2G121;0.0814
072.2G21;0.2947
072.2G221;0.0789
072.2G11;0.3652
072.2G1Z;0.7303
027.G3;0.3557
027.G4;0.5048
027.G2;1.0582
027.G1;0.2805
229.B1C;0.9378
059.3A;0.9689
114.33Z;1.4063
015.JCB;2.6631
061.2C;0.8722
012.CCBAZ;2.4216
212.AAAAZ;1.4751
002.KC5;0.3900
002.KC6;0.4467
002.KC4;0.0003
002.KC3;0.0273
212.HDC;1.9648
212.4DB;1.1457
212.4DA;0.4035
