regine;a_lake_km2
141.A5;0.0397
141.A1;0.0070
141.A2;0.0052
141.AA20;0.0092
047.2B4B;0.5146
047.2B4A;0.0006
112.BD6Z;1.4562
163.2Z;2.4438
035.C13;0.4958
035.C23;0.9421
161.F22;0.5349
171.6Z;1.0128
170.831Z;0.5713
047.2BD4;0.2720
047.2BD3;0.3028
036.A23;0.5359
002.CAE5;0.6271
002.CAE6;0.8789
016.N2;0.5578
016.N1;0.0925
164.3CA;1.1200
051.1B6C;0.8614
018.3E4;0.7431
139.G2Z;2.7559
072.2G7;0.5859
072.2G8;1.6670
019.DA41;0.1882
019.DA31;0.6260
085.5E2;0.0539
015.CA0;1.1740
073.AAB;2.1308
086.6E4;0.4506
086.6E3;0.0592
052.3B;0.5097
099.B2C0;2.0765
224.A0;4.7103
002.JHB;0.7339
112.AB5;0.5245
112.AB6;0.5054
112.AB4;0.1599
132.1C52;0.3756
132.1C62;0.1331
079.51Z;0.6504
016.H31B;0.8772
208.5Z;0.6562
072.2D;0.5079
002.DAC3;0.7742
117.3C;1.2033
031.22B;0.5192
021.DC;1.9527
021.EAZ;2.5963
076.EZ;0.5059
139.K6;0.5638
139.K5;0.3657
089.C42;0.3931
160.41A0;0.5055
236.A22;2.3640
002.NCZ;1.2598
185.612Z;0.5453
042.61Z;0.7990
041.AC3B;0.4956
041.AC3C;0.2590
041.AC3A4;0.0253
207.41;1.2307
082.2Z;0.7260
022.EB2B;1.2283
002.DHGAZ;2.2584
016.EAE6;0.7841
016.EAE5;0.1212
139.BB2;2.3630
021.FBC;0.6022
070.2B;2.2600
215.3Z;2.2941
212.HGD;1.3851
018.322Z;1.3856
170.71Z;0.5126
195.62;0.5654
042.C1A4;0.2123
042.C1A3;0.4902
042.C1A2;0.0002
100.31Z;0.9896
069.8A2Z;2.0656
165.610;0.6925
103.2A;1.0515
112.AA22C;0.5009
016.A122;0.1984
016.A222;0.1826
178.42C;0.7099
247.11;2.1372
002.DJB0;1.1884
026.BCC;0.9005
012.BC1Z;0.9704
216.7;4.9230
196.DACZ;0.8655
037.BBE;0.7151
087.E2Z;0.4987
196.DCA0;1.4125
237.B0;1.2120
139.CE;1.1789
091.1Z;0.5274
230.4;1.6387
109.CB2;0.2650
109.CB1;0.2300
109.CB3;0.0000
109.CA;0.1334
212.L2Z;2.2416
092.D3;0.2018
092.D2;0.2062
092.D1;0.0355
092.D4;0.1500
073.A1Z;1.2802
111.C1;0.7745
072.CD;0.6218
035.7B3;0.3362
035.7B4;0.3867
035.7B2;0.0706
035.7B1;0.0000
033.EAZ;3.5442
012.EC2AB;0.5836
086.6BB10;0.1514
086.6BB2;0.3407
086.6BA;0.0011
212.4GC;1.7540
234.GCE;3.0193
149.6BB;0.4923
149.6BA;0.0000
050.1BZ;0.8905
159.7AC;0.5308
159.7AB;0.0000
212.AED;0.6056
230.2Z;2.6054
050.2Z;0.7017
015.N22;0.2929
015.N12;0.1978
021.J1B;1.8160
019.CA8;0.6632
244.4AZ;1.8743
002.H1B;1.0567
167.DA1;0.0054
167.DA2;0.0119
026.H322;0.1589
026.H422;0.2865
026.HA;0.1482
026.J10;0.0125
163.AB;1.7235
211.31C;0.8660
079.BG;0.5485
079.BF;0.0001
223.BZ;1.2565
021.G9;0.1511
021.G3;0.1800
021.G4;0.1426
021.H21;0.0135
021.H11;0.0012
116.2Z;1.5378
022.32B;0.4876
193.2;0.7714
228.3Z;0.8922
098.3C;1.0402
243.AB;1.2195
122.DD;1.9636
098.7AZ;1.2892
133.3B5B;0.7352
012.EC4AA;0.8124
137.35;1.1243
136.52Z;1.2071
016.L2B;0.9870
012.BF;2.6263
002.KC1;0.2079
002.KC20;0.2766
185.61Z;0.5853
042.4B0;0.5134
123.EA3;0.2516
123.EA4;0.3441
123.EA9;0.0101
123.EB;0.0025
151.C0;1.1170
015.NBZ;0.9410
190.5Z;0.4954
148.22Z;1.2242
137.2A1;0.6698
086.6BB1B;0.4810
124.A2Z;0.9117
307.8EB;1.3728
307.8EC;0.0001
213.3Z;1.3640
212.GD4B;1.1217
012.H1B;1.3714
097.6C;0.8318
313.1C6;0.1849
313.1C5;0.2953
002.B1B;1.7056
304.2;0.5701
029.21;1.3508
099.4B;1.2127
084.AC;0.5514
196.DCAZ;0.8527
096.22Z;0.5195
119.21B;0.4769
119.21A;0.0000
234.GBE1E;0.9279
139.A2B;0.5398
015.NA;0.9491
029.1Z;0.8940
120.2B;0.7913
064.5A;1.7285
025.JA;0.9599
012.CC7B;1.2238
196.DF1C;0.5937
109.BC1;0.6446
228.32;0.9710
036.A11B;0.5360
079.E;1.7976
161.1H;0.4730
160.B4C;0.1165
231.6Z;2.8368
050.AE1;0.5672
124.ABB;0.5600
143.1Z;0.4728
057.20;4.1824
313.3AAC;0.5891
231.61Z;0.7481
084.E4D;0.4717
178.310;0.5752
311.DD;0.4684
311.DE;0.0019
224.GA;1.0418
234.GBB1Z;2.1313
234.GA1Z;1.8934
085.4E;1.7545
019.DDB2B;0.4694
019.DDB2A4;0.0001
019.DDB2A3;0.0000
113.AAB;0.5338
113.4A;1.0241
006.H1;0.2262
006.H2;0.2429
194.5A;0.8935
124.A1B;1.4987
086.1E;0.5956
173.ABAA;0.9144
016.EDA;0.4918
137.5Z;2.9960
017.F2AC;0.9999
144.1;0.8866
063.BB1B12;0.0605
063.BB1B11;0.1569
063.BB1B2;0.2499
021.K1B;0.9212
200.2;2.0393
014.AZ;1.3480
212.6D;1.0304
163.3Z;0.6196
171.7A2;0.2334
171.7A9;0.1665
171.7A1;0.1511
162.6B12;0.0731
162.6B2;0.2310
162.6B11;0.1528
162.6B1Z;0.1619
162.6B4;0.3914
050.3A;0.6142
016.G52A2BC5;0.2577
016.G52A2BC6;0.3196
025.52B;0.9064
113.72Z;0.6819
024.2C;0.4856
119.9A;0.4624
030.AZ;1.8793
035.41B;0.5516
035.41A;0.0146
002.DKBZ;1.0907
024.B22B;0.4615
002.DHBB0;0.5223
205.CB6;0.1594
078.5F;0.7608
002.GE;0.8924
086.7B;0.4566
086.7A;0.0008
131.3BA;0.4098
131.3B0;0.0178
131.3A0;0.1804
131.3C;0.2628
131.3AZ;0.1595
050.4AA3;0.2433
050.4AA4;0.2224
050.4AA1;0.0428
050.4AA2;0.0138
229.3A1;1.2353
220.91;0.6257
208.BAZ;0.8670
002.PA2Z;1.6152
196.DF4;0.2896
196.DF30;0.2489
029.11;0.5183
103.A1Z;1.4102
222.4B;1.5322
195.532;0.8715
012.CDCD;1.6149
212.9;2.4997
171.420;0.7090
002.JFZ;0.6500
026.BA1C;0.9105
033.AD5;0.6480
033.AD6;0.3312
075.BC1B;0.5075
016.BDAB2Z;2.1311
194.F;0.4044
067.3F;0.7431
136.2E;0.5057
051.2C;0.7458
051.2D;0.9362
002.DF1CZ;1.1702
212.H2F;1.3674
016.CA10;0.5824
175.4D;0.5231
020.BCA;1.1450
124.CAB;0.4824
080.1B3B;0.4551
019.E62;0.1008
019.E5A0;0.2936
019.E61;0.0924
019.E51;0.0652
028.E;2.9327
215.5;1.5471
002.DDE2B;0.4546
016.EF;0.4545
085.63Z;0.6821
069.4D;0.4543
099.2AB;0.4511
099.2AC;0.3358
099.2AA;0.1412
164.G2A;0.4834
100.C0;1.0381
079.4Z;1.1440
234.FC0;1.0860
196.C1Z;0.7581
170.22;0.8013
041.AE;0.8099
002.JDE;1.5386
117.12C;0.5150
117.12D;0.0000
015.JB8BZ;0.4964
203.9;0.5071
121.E8C;0.5493
129.BC;0.5262
178.112Z;0.7916
055.C1;0.3888
055.C2;0.0626
016.EAE7;0.4027
016.EAE8;0.3854
314.31;0.5368
016.BG3B;0.9564
015.F4E;0.5005
224.H3;1.6344
069.72AB;0.4805
069.72AC;0.0000
026.FB;0.7840
024.44B;0.4500
024.44A;0.1945
169.414Z;0.4747
212.JB6;0.7184
122.C2;1.0024
236.B;0.6054
035.D4;0.2966
117.425Z;0.9100
112.4Z;0.7116
121.C1;0.8952
161.CZ;2.1671
086.61AB3;0.2331
086.61AB4;0.2147
247.AC;0.7491
094.52;0.4474
002.CEA3;0.4474
222.12;1.5411
082.41;0.5324
016.BF21B;0.4460
016.BF21A;0.2636
173.E2E;0.7756
303.C;0.5248
039.6;2.4242
234.3Z;2.1970
211.73;1.1471
165.8Z;0.7492
021.A6AB;0.5289
002.LB0;0.6515
234.CCZ;2.7155
016.E1B;1.4164
109.J;1.0621
055.3Z;1.3134
105.3D;0.0055
072.D1B;0.8035
024.62Z;0.4437
136.2D;0.4435
139.D5B;1.2295
016.BG1B4B;0.8271
002.DHGC2C;0.4422
002.DHGC2B;0.1905
002.PAZ;0.6228
243.41;0.5400
123.D1Z;0.7618
113.71Z;1.0865
064.C5B;0.5337
064.72;1.2424
205.F6;0.2472
205.F5;0.4514
222.62;1.3133
021.F610;0.3776
103.A12;1.2106
244.2AZ;0.5545
012.CB8Z;0.9441
019.E5B;3.6853
027.2;1.4733
052.8B;0.4410
234.GBBAZ;3.1778
012.EF20;1.3366
031.4B;0.4809
035.7AB;0.5558
012.EDAAAA1C;0.4399
026.D3C;1.4375
026.D3B;0.4568
019.DDB11;0.0343
019.DDB21;0.0619
203.6Z;0.4394
070.AD;0.5170
070.AC;0.2085
174.2AC;0.4913
174.2AB3;0.0000
212.2C;2.9254
075.5AD;0.4993
117.4Z;2.2466
212.4DC;1.9016
224.2AA;2.7020
002.EB3C;0.7292
002.DB3B;0.6331
074.B1AA3;0.1932
074.B1AA4;0.2438
074.B1AA6;0.0000
074.B1AA2;0.0000
123.D11Z;0.5369
111.7B;0.7483
074.CB21E;0.9947
131.3D;0.8802
022.CD;0.8484
023.A1AZ;0.6925
025.6C;0.8295
096.2E;0.4352
141.4Z;2.4072
234.D1Z;1.3396
210.AB;1.4813
002.L6Z;0.4350
012.LHB;1.3578
143.14Z;0.4346
131.7Z;0.9228
016.EAA9;0.0419
016.EAA5;0.1863
016.EAA6;0.2062
056.3A;0.9558
002.CABA;1.0313
061.4D;0.4340
055.D21C40;0.1838
177.73Z;2.8126
025.3C2B;0.7698
185.63;0.5318
092.4;0.4916
016.BC1AAB;1.4242
080.1C2B;0.4334
212.GAZ;2.9748
060.6D;0.4334
153.2B;0.4218
153.2A;0.2980
153.2C;0.5729
229.AAB1;0.1852
229.AABA0;0.2365
229.AAB2;0.1451
229.AAB9;0.0858
229.AAA4;0.1999
229.AAC;0.9078
086.5A;0.5684
019.2E;0.4328
156.J;1.3279
167.E1A;0.6101
001.B2B;0.4327
001.B2A;0.0548
021.B6BZ;1.4420
072.D2;0.8427
308.2EAAZ;1.4657
086.7EB;0.4319
024.B2BZ;0.5303
171.AB;2.4312
121.A21Z;0.8390
049.BB5C;2.3483
030.2A3C;0.4972
176.12C;0.5007
026.H3B2B;0.4452
231.30;4.7924
067.3B20;0.2840
067.3B1;0.1459
002.DB3D;0.8408
016.CA1A0;0.5359
310.7CZ;1.3995
229.4AB2;0.5501
229.4AB10;0.3511
067.3AA50;0.2286
067.3AA6;0.4578
135.E;1.6174
015.JC2B;0.4529
012.CE3A12B;0.7992
104.C8B;1.7555
012.P1DA;0.4276
050.4D6;0.3950
050.4D5;0.1259
208.1;0.7682
024.C4C;0.6603
151.1D;0.6661
142.71Z;0.5991
123.B5C2;0.4704
123.B5C1;0.1142
067.3AC7;0.4147
067.3AC8;0.2858
012.CDD2Z;1.8057
167.4Z;1.9960
058.1;1.1985
080.1AB1B;0.4244
080.21D;0.1273
080.1AB1A;0.0378
012.B2Z;1.6708
019.CEC;0.7376
209.2Z;0.9308
023.EB;0.4240
174.4AB;0.4233
174.4AA;0.0385
121.FC;0.5645
075.E1D;0.4866
118.220;1.1724
083.C3C;0.4235
151.AAB;0.8065
189.3Z;1.4708
229.3A4;0.7603
229.3A3;0.6907
164.D2A6;0.3300
016.BEE20;0.4949
016.BEE11;0.4696
016.BEE31;0.0461
016.BEE12;0.0083
012.H4Z;2.0521
123.B2B1;0.2626
123.B2B2;0.3332
123.B2B4;0.0000
015.JAB;1.0586
016.CC3Z;3.0718
012.B4B;0.5844
222.5A0;0.7499
015.G4;0.4660
048.CZ;1.1238
151.BAB2;0.1772
151.BAB1;0.2413
151.BAA;0.0421
019.C5Z;0.7148
074.C1C;0.4200
074.C1D;0.0005
012.CC4Z;1.2149
025.32F0;0.5478
026.G2C;0.4450
246.J11;0.4552
171.82D;0.4197
012.CDD1;1.1243
002.DGE0;1.1532
022.22Z;0.8740
008.B;0.5287
137.6Z;0.4186
180.63Z;0.4178
074.2A1B;0.4409
009.B1;0.3156
009.B2;0.0953
009.B4;0.0017
009.B3;0.0052
196.ABBZ;0.4813
204.7;0.4431
016.G5A12;0.7219
234.B41;0.8042
236.A1;0.6667
016.EACB;0.6169
025.B42Z;1.4664
112.D31;0.2878
112.D41;0.2189
098.7E;0.6409
180.621Z;0.5257
196.AB5;0.5286
185.51Z;0.6065
242.B2Z;2.1497
073.BBB6;0.2222
073.BBB5;0.1922
073.BBB4;0.0003
073.BBB3;0.0007
015.4F;0.4153
246.CA2Z;1.2655
176.30;0.9432
016.BDCA;0.8491
036.D2;0.7454
039.4C;0.6864
137.2AZ;1.8278
035.3AZ;2.4373
030.2B;1.8019
002.MBAZ;0.8870
103.640;0.4141
113.42Z;0.4544
021.B2;0.4129
171.32;0.4128
197.630;0.9939
234.HEZ;1.2104
142.3B;1.8414
212.4FZ;2.8162
173.71B;0.4117
173.71A;0.0000
016.BEB2Z;2.8304
144.62Z;1.0676
075.5AE;0.4607
194.61Z;0.5690
121.AA2;0.8692
083.CB;1.4769
196.BBZ;0.8185
016.BA3Z;2.2196
241.4Z;0.6963
022.1B5AAZ;0.6467
008.AAZ;1.1185
244.DDZ;1.8818
125.1Z;0.5074
022.AC32;0.2726
022.AC42;0.1366
027.BF;0.4793
140.511Z;1.1633
012.EDAAAA1B;0.4085
012.EDAAAA1A;0.1720
012.CDBA4;0.5242
012.CDBA3;0.0870
012.CDBA1;0.0340
012.CDBA2;0.0004
026.4BF;0.7952
027.AD;2.7610
208.B4Z;1.1068
236.5Z;1.4486
137.21Z;0.5129
206.1AZ;1.2013
139.EDC;0.5559
234.GCBZ;1.4890
070.51Z;1.4191
212.JC1;1.1083
086.61AB2;0.1146
086.61AB1;0.2919
171.71;0.9873
151.EDAZ;0.4596
204.6Z;0.8478
024.AJ;0.4056
035.7C;0.7676
161.B1B;0.4051
025.CB;0.5425
213.D22;0.9200
015.GAB;1.2558
205.CB50;0.2403
205.CB4;0.0626
205.CB3;0.0022
205.CB5A;0.2554
162.7A2Z;0.9223
078.6Z;0.4228
112.CA2Z;1.7358
064.AE;0.4833
038.AZ;1.2383
036.BD2B;0.4030
103.A4B;0.4030
072.DA3Z;1.2256
233.AZ;1.4701
139.A8Z;0.6453
168.2C;0.4026
028.3BZ;2.8604
021.A31B;0.4395
011.AB;2.0725
012.EDD1;0.4772
012.EDAAB;1.3798
217.4F;0.4823
217.4E;0.0006
122.AAB;0.5036
209.A0;1.4567
015.JB7B;0.8453
041.21Z;0.6801
069.4C2B3;0.4681
069.4C2B4;0.3669
177.21;1.1153
074.2A3C;0.4348
308.5AC;0.7423
121.A222;0.9226
037.BK;0.4629
127.C3;0.5295
144.A3;0.7044
033.AC211;0.1952
033.AC1110;0.2607
136.1Z;1.1946
056.5;1.5279
012.CFBBZ;1.3768
036.G1C;0.3967
036.G1B;0.1152
122.A4Z;0.6144
002.DD4C;1.5236
109.C0;0.9413
174.3AB;0.4132
168.1Z;0.3961
016.EAAA2;1.0098
067.3AC5B;0.5098
002.DAA1Z;0.4299
212.HF10;0.3805
212.HF3;0.1398
212.HF4;0.0003
212.HF2;0.0124
012.CC6AZ;2.2122
216.6;1.4520
116.22;0.4989
021.1A0;0.3948
026.D1B;2.3160
037.AD;0.4744
197.53Z;1.1131
311.BAAZ;0.5921
036.B4Z;1.5483
239.12;0.4526
197.6Z;0.6561
015.C81Z;0.7116
121.B2B;0.9558
002.DHJB;0.7559
088.C2B;1.1009
234.FA0;0.5035
234.FB0;0.1595
121.AA3;0.8437
109.4B;1.3335
024.ADAA;0.8768
112.CB3;0.5034
139.C3;0.4087
195.11;0.5455
238.42;0.6351
244.ABA;1.9293
208.AA1;1.4446
138.32;0.3908
028.3B6;1.7769
035.EA1;0.1000
115.2Z;1.0119
123.D13Z;0.6697
012.J2Z;1.6174
089.6220;0.5212
196.A51Z;0.8546
094.1BB;0.5926
244.BC;3.0218
027.50;2.8588
027.6B;0.3114
196.C2;1.3066
174.4E2B;0.3882
174.4E2A;0.0008
002.T12;0.3582
190.61Z;0.9417
006.1E;0.3873
006.1D;0.0001
212.8Z;1.7281
169.413Z;0.3869
210.6Z;1.0410
022.110;0.6458
055.51Z;0.4800
144.32;1.0485
117.13;0.8165
024.CE;0.9610
212.B10;1.4508
019.CAA;0.7434
022.CC0;1.5843
060.61;0.4151
002.HDZ;0.9121
022.B2AZ;0.9426
103.5Z;0.9395
026.H1C;0.7813
112.D21B;0.5523
012.D8AC;1.3070
224.K;0.5857
139.D3Z;0.4583
056.1;0.9429
179.44Z;0.3829
194.7;1.3811
234.GBE4;0.9133
022.1B1B0;0.3817
022.1B1BA;0.0056
029.2A;0.9821
151.AC;0.7435
021.FC8;0.8469
021.FC7;0.3773
021.FC5;0.3078
224.2A0;2.0756
018.B0;0.4462
149.2AA;1.2844
024.CC;0.9532
024.CB;0.2204
306.6Z;1.7364
019.D2Z;1.2094
018.620;0.8101
179.7Z;1.0567
210.BZ;1.4122
022.EA1Z;0.5817
247.4A3;0.5735
113.6Z;0.8562
179.4A;0.4067
103.2DB;0.3737
103.2DA;0.0330
002.DC1A;0.6001
090.22;0.6408
006.2E;0.4117
006.2D;0.0002
104.B3AA6;0.3393
104.B3AA5;0.3385
085.6Z;0.5167
035.8;1.0920
152.BAZ;1.2731
229.AA0;0.7113
002.CD10;0.7923
067.6D;0.6907
023.AE;0.8780
030.2A2B;0.3751
030.2A2A3;0.0000
030.2A2A4;0.0000
030.2A2C;0.3507
002.KB;0.8488
173.2Z;0.5164
246.CA20;0.7463
012.BC2Z;2.4536
153.6Z;0.7078
094.212;0.3956
016.BECEA4;0.3389
016.BECEA2;0.0252
016.BECEA1;0.0056
209.6Z;2.4135
024.21Z;0.3895
022.AC8;0.4788
022.AC7;0.2348
002.DHBAZ;1.2406
019.CA3B;0.4426
185.530;0.5284
024.CD;0.6265
229.AC;0.9917
130.3CB;0.4557
016.EA2Z;0.4764
012.CE2B;1.1363
028.3B5;0.0530
162.1C;1.8115
224.DBAZ;1.6984
090.21;0.6006
123.J;0.5683
024.AF0;1.1242
016.K5;0.2155
016.K6;0.2662
006.3Z;0.6848
196.AB3Z;1.2780
203.2B;0.3725
002.M3;1.4885
164.1Z;0.5906
097.23Z;0.4494
212.L6Z;0.7194
196.DE12;0.3720
100.AZ;0.9789
224.DBD;0.6734
012.CC3Z;0.6991
018.62B;0.6492
067.62;0.7842
139.BAC0;1.0021
133.2A;0.8768
016.AAB;1.0513
137.1E;0.0000
137.1D3B;0.1222
083.B8;0.4290
083.B7;0.1842
096.21Z;0.6957
012.2Z;0.4200
016.EB12;0.4149
073.C1B;0.3685
073.C1A;0.0005
190.7Z;1.3729
153.3Z;0.5272
035.6C;0.7729
035.6B;0.2265
156.CAC;1.0371
148.C0;0.4823
213.93C;0.7724
213.C10;1.1030
230.52;1.0616
094.21AZ;0.7593
212.GFC;1.4086
135.AC;0.8922
113.8Z;0.7666
036.B1D3;0.5913
036.B1D4;0.3279
104.B3C2B;0.4255
124.2A;0.7424
163.CBZ;1.7408
046.4B9;0.0873
046.4B3;0.1578
046.4B4;0.1176
046.4BA20;0.0031
046.4BA1;0.0001
033.F0;1.2968
160.51Z;0.8461
069.4C2B2;0.2007
069.4C2B1;0.1648
069.4C2A;0.0010
013.AZ;0.7008
213.A0;1.1488
009.A0;0.5712
212.JC20;0.2501
015.NE;0.3650
088.C2AA;0.3648
209.8B;0.9520
002.DGDC1;0.6627
201.2;1.2465
064.C4B5;0.0733
064.C4B60;0.2912
179.8Z;0.5106
006.H4;0.1333
006.H3;0.2314
024.AB;0.3886
151.CBAC;0.6768
213.30;0.7556
155.C2;0.1578
111.B0;1.4826
208.BC;1.5764
212.K2A0;1.9018
074.D2Z;0.5668
078.21Z;0.4557
071.C;0.5512
122.CB;1.4847
104.32;0.7243
062.3Z;1.8541
212.JA0;1.4599
212.KB;0.4328
072.D1A;0.0324
075.4BZ;1.2028
179.712Z;0.7117
017.A8;0.1366
017.A9;0.1323
017.A7;0.0904
017.AZ;1.2886
041.12;0.4653
230.3C;1.0406
162.3;0.7845
079.BB2D;0.3586
148.70;0.4364
194.3D4;0.0002
194.3D3;0.0006
209.7;0.7669
313.3A0;0.4026
035.E6;0.2195
035.E5;0.3887
174.1B1;0.2014
174.1B2;0.1569
174.1A;0.0787
203.52;0.5297
163.5Z;1.7345
229.4A0;0.8792
109.BC5;0.3584
109.BC6;0.3344
212.G7Z;1.0370
028.3C;0.7138
030.1F2B;0.4772
030.1F2A;0.0536
177.6320;0.6151
173.4;0.6886
246.A1A;0.9081
016.BDABZ;0.3914
063.1Z;0.9793
083.32Z;0.8031
067.3AC2;0.6188
067.3AC1;0.1508
002.DKC;2.0635
110.32Z;0.3570
230.62;2.3610
017.13;0.5149
085.C1A;0.9340
234.GCCZ;1.6599
020.E;4.8493
084.1F;0.4463
211.341;0.6077
024.CAZ;0.6758
131.1C3C;0.4013
131.1C3B;0.4005
046.1Z;0.7614
002.DD4AZ;0.7420
002.CEA2B;0.3550
306.4;1.1078
089.6A;1.2264
026.B2Z;1.6120
002.DDABZ;0.6124
222.4AZ;0.7005
205.B1AB4;0.5394
205.B1AB3;0.4279
026.LA2B;0.1816
109.3Z;0.7244
117.12B;0.3530
208.EA0;0.3964
139.BAD4Z;0.9391
128.ABZ;1.2506
068.620;0.5491
314.32Z;0.4233
213.BA0;1.3113
246.2B1C;0.9677
144.61AB;0.6197
155.4B;0.3514
158.3;0.4957
122.FA0;1.0324
031.3B;0.6110
078.2A1B;0.3509
002.B1C;1.0238
149.1Z;0.7037
144.D5C;0.4648
234.GBA0;0.8832
012.EF5D;0.3504
139.BAD2;0.7939
072.C2AB;0.4270
022.2BZ;0.5422
152.2D22C;0.7214
302.75;1.0667
069.7AB;0.4463
186.42Z;0.8374
185.43Z;0.5078
064.C4B72;0.1384
064.C4B82;0.2453
205.CB1Z;0.7300
016.EB1B;0.6553
112.AA1;0.5085
031.621;1.1712
002.DGCB;1.5918
109.B20;1.2411
174.5C0;0.4928
099.D2C;0.9728
064.C5C;0.3933
069.7AC;0.3484
109.5BAA;0.4706
244.3;1.4369
240.1Z;1.3230
156.GC2C;0.4322
244.4BZ;3.0838
021.E1A5;0.0611
021.E1A6;0.3056
139.E4B;2.2911
002.CD1B;1.0764
028.3B4;0.6054
052.7B;0.5748
234.AC2;0.4387
001.1A4D;0.5720
170.510;0.3471
205.C2;0.7888
069.7E6;0.0982
069.7E5;0.3526
012.BE0;1.7627
101.4Z;0.3464
121.B4;1.1928
021.D5AZ;0.7834
185.71Z;1.2215
311.BB;0.5238
085.522Z;0.5786
027.6D;1.6560
212.7A0;0.4972
055.A0;0.3440
216.8;3.3970
033.AC111B;0.5366
228.1Z;0.6144
037.2A;1.7634
085.52B21B;0.3444
063.D3;0.4145
063.D4;0.6032
121.BA0;0.7980
046.42Z;0.5643
074.5B;1.0512
314.2Z;0.9984
129.42;0.5171
001.M;0.6409
085.83;0.4876
061.C;0.7341
117.422;1.5866
151.A4;0.9217
127.AAZ;0.8037
027.5Z;0.9712
226.22;1.3637
240.A11;0.3422
016.4AA;0.3554
022.223Z;0.5009
024.AG;0.5181
175.3Z;1.3845
213.41B;0.8724
229.62;0.4197
062.FBAZ;0.8053
149.13;1.2063
084.E4E;0.6662
230.7Z;1.6439
072.2G22Z;0.5483
198.42AZ;0.4195
209.1;0.8972
086.81Z;0.6985
003.C0;0.3837
026.H3B6;0.5372
026.H3B5;0.1781
026.3D;1.0601
026.3C;0.1694
039.8Z;0.8479
137.52C;0.4754
002.JD3B;0.4520
311.M1;0.1162
311.M2;0.7890
177.5A4;0.2420
177.5A3;0.1276
100.B0;0.9750
055.6Z;0.3377
074.B1AD;0.3376
234.GDB;1.7574
024.42B;0.3371
234.HE0;0.5911
234.HCB;0.0955
139.F3;1.2220
124.B0;0.5035
185.22Z;0.4135
038.21Z;0.5659
123.CB6B;0.4659
212.3Z;1.2923
006.H7;0.2577
006.H8;0.0893
093.1AC;0.0000
223.AZ;2.2599
125.5Z;0.3998
011.C;1.6693
019.F2E;0.6231
171.82B;0.3354
115.10;1.1394
012.LA5A;0.3352
037.AAB;0.3872
211.6;1.5676
178.51Z;0.4760
179.10;0.4419
229.4AB1Z;0.9997
109.BC4;0.2037
019.D622;0.2428
019.DA2;0.0213
019.DA1;0.0752
019.D522;0.0161
232.41;0.7718
163.AC;0.9211
022.43Z;0.9729
072.DA42;0.6030
208.FB0;0.0137
208.FBZ;0.6031
161.523;0.4100
211.9Z;0.4722
206.3Z;0.6604
122.21Z;0.5600
135.3D;0.6097
072.D9;0.0500
072.D32;0.3618
072.D4;0.1355
072.DA2;0.0004
072.E0;0.2775
072.DA1;0.0007
230.22;1.7579
042.7B;0.3335
002.DDG1Z;0.8639
152.2BZ;0.3540
311.AAAZ;0.7182
065.3;1.1043
024.5A20;0.2215
234.GDAZ;2.2227
022.H1A;1.2978
073.C4Z;1.1840
302.51;0.9753
017.F2A0;0.4942
064.4Z;1.1302
086.21B2B;0.4745
082.D0;1.7034
027.7D;0.3723
002.P5;0.8409
180.34Z;0.9604
109.FA4Z;0.7804
062.G6;0.5226
001.B5;0.0001
001.B6;0.0000
069.8B;0.3298
208.CAZ;0.8946
149.33Z;0.5321
055.D21C3;0.1453
194.41;0.4345
022.B1Z;0.6977
021.E5D;0.7622
002.JC2;0.3403
212.FABZ;1.6260
196.BAB;0.7910
025.AC4Z;0.5006
151.A2Z;0.9974
165.53;1.0585
022.1B1D;0.3281
021.E1A3B;0.3279
062.FB0;0.9159
228.5Z;1.2836
092.C;0.3937
022.1A1Z;0.3589
170.30;0.7749
239.3AAZ;1.6883
012.H1A0;0.8287
108.11Z;0.4203
197.1Z;0.3769
174.5E;0.7648
104.1Z;0.7565
072.CAB;0.5709
072.CAA;0.0070
002.DC7BAB;0.3264
063.B3;0.0640
063.B4;0.2449
063.B1A0;0.0476
139.EE8;0.1613
139.EE7;0.2472
139.EE5;0.2425
139.EE6;0.0979
188.3;0.6412
025.3C3A;0.7120
196.DBA0;0.6325
140.72;1.0402
302.3;1.1634
021.J3B;0.3254
016.BC1AB1B;0.3616
025.3B22;0.0347
025.3B21;0.1815
179.50;1.2640
018.BZ;2.0793
222.22;0.3248
112.AB7;0.2903
112.AB8;0.4572
213.B30;0.9378
085.5CB;0.4190
086.311Z;0.7725
142.73Z;0.4864
024.7D;0.3246
234.GBC1Z;1.0102
012.CF4D;2.2353
099.B2CB;0.3232
099.B2CA5;0.0000
022.H11;0.1752
119.1B2A;0.3507
016.H31A;0.7792
174.3CB;1.2026
027.3D;0.8133
087.B12B;0.5986
228.CZ;0.6093
016.AAA;1.0019
024.E7D;0.5303
179.33C;0.3223
016.BKA;1.5390
015.CAA;0.1379
209.3AD;0.3219
094.3Z;0.3217
240.A1Z;1.1153
045.4C1;0.5621
045.4C2;0.0372
045.4B4;0.0000
020.D80;0.4554
020.D70;0.4030
006.2AB;0.4243
071.A2Z;0.4031
122.B4Z;0.4822
156.ECZ;0.6592
093.3A6;0.4636
047.2AZ;1.4967
139.G4;1.3883
234.F12;0.5337
018.3E1Z;1.3123
062.FC2;0.3602
121.AC;0.7104
054.2;1.4402
191.D0;0.5944
163.A2;0.5105
144.63B;0.3191
