regine;c_wood_mg/l_tot-p;c_upland_mg/l_tot-p;c_lake_kg/km2_tot-p;c_urban_kg/km2_tot-p;c_city_kg/km2_tot-p;c_wood_mg/l_tot-n;c_upland_mg/l_tot-n;c_lake_kg/km2_tot-n;c_urban_kg/km2_tot-n;c_city_kg/km2_tot-n
102.3Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.410;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.41Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.42;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.430;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.43Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.440;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.44Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.45;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.4Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.51;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.52;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.5Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.61;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.620;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.62Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.6Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.710;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.71Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.720;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.72Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.7Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
103.11;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.12;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1AZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1B0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1BA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1BB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.1C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.220;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.22Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2B0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2BA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2BB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2BC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2BD;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2D0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2DA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2DB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2E;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.2F;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.41;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.420;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.42Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AA0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AAA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AAB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AC1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4AC2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.4B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.510;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.51Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.52;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.5Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.610;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.61Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.62;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.630;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.63Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.640;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.64Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.6Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A11;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A12;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A1Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A20;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C5;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A2C6;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A31;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A321;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A322;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A41;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A421;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A422;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A4A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.A4B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AA1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AA2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AA3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AA4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.AC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.B0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BA0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BAZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BB0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BBA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BBB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BBC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BBD;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BC2C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BCZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BD;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BE;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.BF;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.C2C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.CA0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.CAZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.CB;0.003;0.003;10;50;100;0.2;0.15;300;350;700
103.D1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.D21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.D22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.D2Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
103.E;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.110;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.11A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.11B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.120;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.12Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.13;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.1Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.2A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.2AZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.2C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.310;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.31Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.3Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B31;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA10;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA1A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA1B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA5;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AA6;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3AC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C20;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3C4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3D;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3E;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B3F;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.B4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C10;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C1A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C1B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C31;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C330;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C33A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C33B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C34;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C3A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C3B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C41;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C42;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C43;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C44;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C4A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C4B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C4C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C50;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C5A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C5B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C5C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C6;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C7110;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C711A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C711B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C7120;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C712A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C712B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C7130;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C713A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C713B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C7140;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C714A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C714B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C7150;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C715A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C715B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C715C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C716;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C717;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C71A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C71B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C72;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C811;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C812;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C813;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C814;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C815;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C816;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C817;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C82;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C8A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.C8B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.D1;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.D22;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D2Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D30;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D3A;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D3B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.D3C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
104.D4;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D51;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D52;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D5A0;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D5AZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D5B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D61;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D62;0.003;0.003;10;50;100;0.2;0.15;300;350;700
104.D6Z;0.004;0.004;10;50;100;0.2;0.15;300;350;700
105.11;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.12;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.13;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.1Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.20;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.2Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.31;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.32;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3A0;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3AZ;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3D;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3E;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.3F;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.41;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.420;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.42Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A1;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A2;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A30;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A3A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A3B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A4;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A5;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4A6;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.4B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.5;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.610;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.61Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.62;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.6Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.D;0.003;0.002;15;50;100;0.2;0.15;300;350;700
105.E;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.1;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.2;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.310;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.31Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.320;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.32Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.330;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.33Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.340;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.34Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.350;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.35Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.410;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.41Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.420;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.42Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.430;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.43Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.440;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.44Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.450;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.45Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.460;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.46Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.470;0.003;0.002;15;50;100;0.2;0.15;300;350;700
106.47Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.1;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.211;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.2120;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.212Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.21Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.22;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.2Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.31;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.3210;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.321Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.322;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.32Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.3A0;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.3AZ;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.3B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.41;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.420;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.42Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.4Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.51;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.52;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.5Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.610;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.61Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.62;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.631;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.632;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.63A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.63B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.63C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.6A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.6B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
107.6C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.110;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.11Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.12;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.13;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.1Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.21;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.2210;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.221Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.2220;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.222Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.223;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.22Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.2A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.2B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.2C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.30;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.3Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.410;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.41Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.42;0.003;0.002;15;50;100;0.2;0.15;300;350;700
108.4Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.1110;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.111Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.112;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.11Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.12;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.1A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.1B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.1C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.21;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.220;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.22A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.22B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.2A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.2B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
109.31;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.3Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.41;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.42;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.4A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.4AZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.4B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.51;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.52;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5A1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5A2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5A3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5A4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B31;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B3A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B3B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5B9;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BA1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BA2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BA3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BA4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BAA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BAB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BAC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5BC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5C0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA11;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA12;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
109.5CA4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
