regine;c_wood_mg/l_tot-p;c_upland_mg/l_tot-p;c_lake_kg/km2_tot-p;c_urban_kg/km2_tot-p;c_city_kg/km2_tot-p;c_wood_mg/l_tot-n;c_upland_mg/l_tot-n;c_lake_kg/km2_tot-n;c_urban_kg/km2_tot-n;c_city_kg/km2_tot-n
093.4A6;0.003;0.003;15;50;100;0.15;0.15;300;350;700
093.4B;0.003;0.003;15;50;100;0.15;0.15;300;350;700
094.110;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.11Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.120;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.12Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.13;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1A;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1B0;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1BA;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1BB;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1BC;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.1C;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.211;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.212;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.21A0;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.21AZ;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.21B;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.21C;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.21D;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.22;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.2A0;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.2AA;0.003;0.003;10;50;100;0.2;0.15;300;350;700
094.2AB;0.003;0.003;10;50;100;0.2;0.15;300;350;700
094.2B;0.004;0.004;10;50;100;0.2;0.15;300;350;700
094.31;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.3210;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.321Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.322;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.3Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.411;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.412;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.413;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.41Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.420;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.42Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.43;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.44;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4A10;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4A1Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4A2;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4A3;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4A4;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4D;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4E;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4F;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4G;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.4H;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.510;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.51A;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.51B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.51C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.52;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.5Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.61;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.620;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.62Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.6A;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.6B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.6C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
094.A;0.003;0.003;10;50;100;0.2;0.15;300;350;700
094.B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
094.C;0.003;0.003;10;50;100;0.2;0.15;300;350;700
094.D;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.1;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.210;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.21Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.22;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.2Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.31;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.32;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.3Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.410;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.41Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.42;0.002;0.002;10;50;100;0.2;0.15;300;350;700
095.4Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
095.A0;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.AZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.B0;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.BA;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.BB;0.003;0.003;10;50;100;0.2;0.15;300;350;700
095.C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.D;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.E1;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.E2;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.E3;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.E4;0.003;0.003;10;50;100;0.15;0.15;300;350;700
095.F;0.003;0.003;10;50;100;0.15;0.15;300;350;700
096.1110;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.111Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.112;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.11Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.120;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.12Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.1A;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.1B;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.211;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.2120;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.212Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.21Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.220;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.22Z;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2A0;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2AA;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2AB;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2B;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2C;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2D;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.2E;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.310;0.003;0.003;15;50;100;0.2;0.15;300;350;700
096.31Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.32;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.330;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.33A;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.33B;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.33C;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.340;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.34Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.3Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.411;0.004;0.004;15;50;100;0.15;0.15;300;350;700
096.4120;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.412Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.41Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.421;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.422;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.4230;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.423Z;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.42A;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.42B;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.42C;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.4A;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.4B;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.4C;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.5;0.003;0.003;15;50;100;0.15;0.15;300;350;700
096.6;0.003;0.003;15;50;100;0.2;0.15;300;350;700
097.111;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.112;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.11Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.12;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.1Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.21;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.22;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.230;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.23Z;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.24;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2A;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2B1;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2B21;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2B22;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2B2A;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2B2B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2D;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.2E;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.31;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3210;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.321A;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.321B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3220;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.322Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.323;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.3A0;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3AA;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3AB;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3B;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.3D;0.003;0.003;10;50;100;0.15;0.15;300;350;700
097.41;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.420;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.42Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.4Z;0.003;0.003;10;50;100;0.2;0.15;300;350;700
097.51;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.52;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.53;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.5Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.610;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.61Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.620;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.62Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.6A;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.6B;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.6C;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.71;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.7210;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.721Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.722;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.72Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.7A;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.7B;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.7C;0.002;0.002;10;50;100;0.2;0.15;300;350;700
097.8;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.11;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.12;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.1A0;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.1AA;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.1AB;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.1B;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.21;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.22;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2A;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B1;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B20;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B2A;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B2B;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B3;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2B4;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2C;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.2D;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.31;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.320;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.32Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3A11;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3A12;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3A1Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3A2;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3AZ;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3B0;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3BA;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3BB;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3BC;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.3C;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.4;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.50;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.5A0;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.5AZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.5B0;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.5BZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.5C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.61;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.62;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.6A1;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6A2;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.6A3;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6A4;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6AA;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6AB;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6B0;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.6BZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.6C;0.003;0.003;10;50;100;0.15;0.15;300;350;700
098.71;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.720;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.72Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
098.7A0;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.7AZ;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.7B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.7C;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.7D;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.7E;0.003;0.003;10;50;100;0.2;0.15;300;350;700
098.8;0.002;0.002;10;50;100;0.2;0.15;300;350;700
098.9;0.002;0.002;10;50;100;0.2;0.15;300;350;700
099.10;0.002;0.002;10;50;100;0.2;0.15;300;350;700
099.1A;0.002;0.002;10;50;100;0.2;0.15;300;350;700
099.1B;0.002;0.002;10;50;100;0.2;0.15;300;350;700
099.21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.2A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.2AA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.2AB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.2AC;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.41;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.42;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.4A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.4B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B11;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B12;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C10;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C1A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C1AA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C1AB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C1B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C5;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C60;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2B1C6A;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B1C6B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B1C7;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B1C8;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B1D;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B1E;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.B2B2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2C0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA5;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CA6;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2CB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2D1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2D21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2D22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2D2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2D2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2E;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2F;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.B2G;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D221;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D222;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D22A1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D22A2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D22A3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D22A4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D22B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.D2A1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D2A2;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D2A3;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D2A4;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.D2B;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.D2C;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.E;0.003;0.002;10;50;100;0.2;0.15;300;350;700
099.F1;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.F2;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.F3;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.F4;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.G1;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.G2;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.G3;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.G4;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.H;0.003;0.003;10;50;100;0.2;0.15;300;350;700
099.J;0.003;0.003;10;50;100;0.2;0.15;300;350;700
100.1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.21;0.002;0.002;10;50;100;0.2;0.15;300;350;700
100.22;0.002;0.002;10;50;100;0.2;0.15;300;350;700
100.2A0;0.002;0.002;10;50;100;0.2;0.15;300;350;700
100.2AZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.2B1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.2B21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.2B22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.2B2Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.2C;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.310;0.002;0.002;10;50;100;0.2;0.15;300;350;700
100.31Z;0.002;0.002;10;50;100;0.2;0.15;300;350;700
100.32;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.3Z;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.A0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.AZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.B0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.BA;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.BB;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.C0;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.CZ;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.D;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.E1;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.E21;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.E22;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.E2A;0.003;0.002;10;50;100;0.2;0.15;300;350;700
100.E2B;0.003;0.002;10;50;100;0.2;0.15;300;350;700
101.11;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.12;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.1A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.1B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.21;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.22;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.2A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.2B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.2C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.310;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.31Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.32;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.3Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.41;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.42;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.43;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.4Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.51;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.52;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.5A;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.5B;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.61;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.62;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.6A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.6B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.6C;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.71;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.72;0.003;0.003;15;50;100;0.2;0.15;300;350;700
101.73;0.003;0.003;15;50;100;0.2;0.15;300;350;700
101.74;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.81;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.82;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.830;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.83Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.8A;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.8B;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.91;0.002;0.002;15;50;100;0.2;0.15;300;350;700
101.92;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.93;0.003;0.002;15;50;100;0.2;0.15;300;350;700
101.94;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.111;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.112;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.11Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
102.121;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.1220;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.122Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.12Z;0.002;0.002;15;50;100;0.2;0.15;300;350;700
102.21;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.22;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.2Z;0.003;0.002;15;50;100;0.2;0.15;300;350;700
102.30;0.003;0.002;15;50;100;0.2;0.15;300;350;700
