station_id,station_code,station_name,sample_date,As_µg/l,Cd_µg/l,Cr_µg/l,Cu_µg/l,Ni_µg/l,Pb_µg/l,Zn_µg/l,TOC_mg C/l,pH_
3446,1146-1-26,Lauvskardvatnet,1995-10-31,0.27,0.05,,0.2,0.2,0.83,8.4,3.5,6.64
3447,1146-2-6,Ådnavatnet,1995-10-31,0.243,0.04,,0.4,0.4,0.42,8.2,2.5,5.03
3448,1146-2-19,Nordre Vadvatnet,1995-10-31,0.401,0.06,0.1,0.8,0.2,1.68,8.9,7.1,5.15
3449,1146-2-22,Gåsavatnet,1995-10-31,,,,,,,,7.6,4.65
3450,1149-1-6,Steinsvatnet,1995-10-31,,0.03,0.3,1.4,0.6,0.34,4.0,4.1,6.93
3451,1149-2-26,Heiavatnet,1995-10-31,0.222,,,0.6,0.7,0.2,3.0,5.3,7.16
3452,1154-3-9,Gjerdesdalsvatnet,1995-10-31,0.109,,0.1,0.3,0.3,0.38,2.1,1.1,6.48
3453,1154-3-16,Fjellgardsvatnet,1995-10-31,0.199,0.03,,0.4,0.3,0.68,2.9,1.2,5.7
3454,1201-1-36,Storavatnet,1995-10-31,0.144,0.04,,0.5,0.2,0.26,5.0,4.7,6.18
3455,1201-1-45,Stemmevatnet,1995-10-31,,0.02,,1.1,0.4,10.13,4.7,1.8,5.23
3456,1211-1-11,Vierdalsvatnet (Skålnesv.),1995-11-03,,,,,,0.48,1.4,0.59,5.98
3457,1211-1-26,HOH 914,1995-11-03,,,,,,2.48,1.6,0.36,5.03
3458,1216-2-12,Krossvikevatnet,1995-10-31,,0.04,0.6,0.3,0.4,0.31,4.0,5.6,6.1
3459,1216-2-13,Mannavatnet,1995-10-31,0.132,,,1.0,0.3,0.14,4.3,5.9,6.87
3460,1216-3-5,Vigdarvatnet,1995-10-31,,,,0.5,0.2,0.15,4.0,2.8,6.58
3461,1216-3-11,Storavatnet,1995-10-31,,0.03,0.2,0.5,0.7,0.18,5.9,3.6,6.49
3462,1219-1-2,Grindavatnet,1995-10-31,,,0.1,0.2,0.4,0.23,3.2,6.2,5.71
3463,1219-1-22,Stemmevatnet,1995-10-31,,0.03,0.4,0.3,0.8,0.34,3.6,9.2,6.77
3464,1219-1-29,Eriksvatnet,1995-10-31,0.26,,0.2,0.7,0.4,0.19,2.3,5.0,7.46
3465,1223-1-40,Øvre Vermedalsvatn,1995-10-31,3.391,,2.9,4.4,1.4,0.33,3.6,4.1,5.92
3466,1223-2-37,Skartveitvatnet,1995-10-31,,0.03,1.8,0.5,0.3,0.25,7.0,3.6,5.44
3467,1224-1-31,Hammarsvatnet,1995-10-31,,0.04,2.0,0.3,0.3,0.31,3.2,4.2,6.52
3468,1224-2-14,HOH 1051,1995-11-03,1.137,0.03,1.9,3.1,0.5,3.22,2.2,0.2,4.97
3469,1224-2-25,Mannsvatnet,1995-11-03,,0.03,1.7,,0.2,0.49,2.8,1.5,5.48
3470,1224-2-26,Sandvatna,1995-11-03,1.112,,1.3,2.5,0.4,1.7,2.2,0.73,5.73
3471,1224-2-30,Insta Bukkaspelvatnet,1995-10-31,,,1.4,0.7,,0.28,1.8,0.21,5.31
3472,1224-2-39,Tveitedalsvatnet,1995-10-31,,,,,,0.19,0.8,1.2,5.21
3473,1224-3-12,Myrdalsvatnet,1995-10-31,,,0.9,1.9,0.1,0.21,1.6,1.3,5.47
3474,1228-1-12,HOH 1367,1995-09-21,,,0.9,1.7,,0.49,1.1,0.2,5.3
3475,1228-1-13,HOH 1263,1995-09-21,,,1.2,,0.4,0.09,1.1,0.55,5.79
3476,1228-1-21,Litlavatn,1995-09-21,,,1.2,,0.4,0.27,1.4,0.2,5.38
3477,1228-1-42,HOH 1166,1995-11-03,1.904,,0.5,1.6,0.2,4.51,2.0,0.3,6.03
3478,1228-2-9,HOH 1110,1995-11-03,,,,,,,,0.26,5.08
3479,1228-3-4,Kaldevatn,1995-09-21,,0.02,0.8,2.2,0.9,0.22,2.7,0.26,5.41
3480,1228-3-8,Reinsnosvatnet,1995-09-21,1.112,,0.4,1.4,,0.22,1.4,0.33,5.43
3482,1231-1-7,HOH 1342,1995-09-21,,,0.5,1.2,0.6,0.06,1.1,0.44,6.46
3483,1231-1-9,HOH 1274,1995-09-21,,,0.3,1.3,0.5,0.12,1.8,0.5,5.49
3484,1231-1-14,HOH 1253,1995-10-31,,0.02,0.5,0.5,0.2,0.05,1.0,1.0,6.81
3485,1231-2-2,Kjølo,1995-10-31,0.189,,0.4,1.2,0.1,0.06,1.3,0.43,6.99
3486,1231-2-7,HOH 1343,1995-10-29,,,0.4,0.4,0.6,0.43,2.6,0.42,5.82
3487,1231-2-24,Trollavatnet,1995-10-31,0.651,,0.3,1.2,0.2,0.05,1.2,0.47,6.6
3488,1231-3-20,Litlosvatnet,1995-10-29,0.369,,0.2,1.1,0.2,0.36,0.9,0.27,6.64
3489,1232-1-3,HOH 1200,1995-09-17,,0.03,0.3,,,0.13,1.2,0.22,6.3
3490,1232-1-4,HOH 1324,1995-09-21,,0.03,0.1,0.3,0.1,0.46,3.6,0.22,6.24
3491,1232-1-37,HOH 1360,1995-09-17,,,,0.3,0.6,0.27,2.0,0.2,5.84
3492,1232-2-1,Inste Olavsbuvatni,1995-09-17,,0.03,,0.3,0.7,0.19,2.6,0.21,6.58
3493,1232-3-18,Nordvatnet,1995-10-29,,0.04,,0.7,1.7,0.12,2.1,1.0,6.52
3494,1233-1-10,HOH 1240,1995-09-17,0.561,0.03,0.3,1.2,0.5,0.11,3.2,0.2,6.36
3495,1233-2-15,HOH 1232,1995-09-17,,,,,0.3,0.13,5.4,0.1,6.44
3496,1233-2-27,Kvannjolvatnet,1995-09-16,,0.06,,0.7,0.7,0.36,1.6,0.1,5.57
3497,1233-2-31,HOH 1410,1995-09-16,,0.02,0.2,0.9,0.4,0.14,1.5,0.2,6.62
3498,1234-3-2,Granvinsvatnet,1995-09-16,0.179,0.02,0.3,1.1,0.3,0.11,3.1,1.5,6.22
3499,1235-1-8,HOH 1241,1995-09-16,0.277,0.03,0.2,1.5,,0.38,8.1,0.2,5.58
3500,1235-1-30,HOH 1056,1995-09-16,,0.06,0.2,0.8,0.1,0.15,1.2,0.2,5.87
3501,1235-2-32,HOH 1167,1995-09-16,,0.03,0.1,,0.1,0.4,1.8,0.2,5.34
3502,1235-2-38,Grønlivatnet,1995-09-16,0.131,,,0.4,0.6,0.1,2.5,1.3,6.4
3503,1235-3-14,Storavatnet,1995-09-16,,0.05,,0.3,,0.5,2.2,0.2,5.27
3504,1238-2-23,Øyjordsvatnet,1995-09-16,,0.02,0.3,0.8,1.2,0.16,2.1,3.7,6.85
3505,1238-2-42,Djupebottvatnet,1995-09-16,,0.04,,,,0.32,1.8,0.2,5.4
3506,1238-3-15,Myklavatnet,1995-09-16,,0.03,,6.7,,0.44,8.5,0.2,5.26
3507,1241-1-18,Svinasteinstjørna,1995-10-31,,,,0.7,0.7,0.16,0.4,2.3,7.35
3508,1241-2-41,Skjelbreidvatnet,1995-10-31,,0.04,0.7,0.6,0.6,0.44,2.8,3.0,6.18
3509,1242-2-3,Fiskevatnet,1995-10-31,,,,0.3,0.1,0.23,1.5,1.2,5.42
3510,1246-1-15,Kvernavatnet,1995-10-31,0.166,,,,,0.14,3.6,5.9,5.96
3511,1251-1-1,Tjørnadalsvatnet,1995-09-16,,,,0.2,,0.37,1.0,0.31,5.72
3512,1252-2-8,HOH 1019,1995-09-16,,,,0.3,,0.3,1.1,0.2,5.23
3513,1252-2-21,Nedre Sørdalsvatnet,1995-09-16,,,,0.4,,0.11,0.8,0.21,5.62
3514,1256-3-13,Storavatnet,1995-10-31,,0.03,,0.6,0.9,0.32,5.1,2.9,5.66
3515,1260-2-20,Færevatnet,1995-10-31,,0.02,1.2,0.6,1.3,0.52,5.0,8.9,5.2
3516,1260-2-28,Kvalheimsvatnet,1995-10-31,0.307,,,0.3,0.3,0.52,6.9,15.4,5.63
3517,1263-2-33,Hundvensvatnet,1995-10-31,,0.05,0.2,2.5,0.8,0.33,6.9,5.9,6.36
3518,1263-2-36,Sandvikavatnet,1995-10-31,,,,,0.3,0.09,3.6,2.8,6.46
3519,1266-1-24,HOH 800,1995-09-16,,0.07,,0.3,0.1,0.34,3.3,0.63,5.44
3520,1266-2-6,Nordrevotni,1995-09-16,,0.04,,,,0.45,1.2,0.2,5.26
3521,1266-2-10,Svadfjellvatni,1995-09-16,0.12,0.02,,0.2,,0.43,6.2,0.2,5.2
3522,1266-2-11,Harekupvatnet,1995-09-16,,0.1,,0.2,,0.42,1.1,0.2,5.41
3523,1266-2-35,Klefjellvatni,1995-10-31,0.11,0.02,0.1,0.2,0.1,0.44,2.1,1.7,4.94
3524,1401-1-8,Urdavatnet,1995-10-30,,0.03,,0.2,0.1,0.21,1.6,3.2,5.27
3525,1401-1-27,HOH 530,1995-10-30,,,,,0.1,0.45,1.8,0.63,5.17
3526,1411-1-10,Maletjørna,1995-10-31,,0.06,,0.3,0.4,0.67,3.9,4.2,6.58
3527,1412-1-9,Gardavatnet,1995-10-31,,0.02,,,0.1,0.29,2.4,2.5,5.62
3528,1412-1-19,Krokevatnet,1995-10-31,,0.04,,0.7,0.3,0.32,3.6,2.0,6.6
3529,1412-2-7,Engevikvatnet,1995-10-31,,0.05,0.8,0.4,0.9,0.69,4.0,2.2,5.16
3530,1413-1-33,Gåsevatnet,1995-10-30,,,0.2,0.3,0.4,0.45,1.4,5.3,5.8
3531,1416-1-3,Tirskardvatnet,1995-09-16,,,,,,0.23,1.0,1.1,5.7
3532,1416-1-21,Dyttingane,1995-09-16,,,,0.3,,0.3,1.3,3.7,5.57
3533,1416-2-27,HOH 761,1995-09-16,,,,,,0.18,0.7,0.69,5.69
3534,1416-2-28,HOH 729,1995-09-16,,,,,,0.35,2.0,0.71,5.34
3535,1417-1-29,HOH 1171,1995-09-16,,0.05,,0.4,0.2,0.17,2.0,0.3,5.97
3536,1420-1-1,Kollsetervatnet,1995-09-17,,,,0.3,0.3,0.14,1.8,1.6,6.33
3537,1420-2-12,Storavatnet,1995-09-17,,,,0.4,0.6,0.08,0.9,2.0,6.96
3538,1420-3-20,Dalavatnet,1995-09-17,,0.06,,0.3,,0.07,1.6,0.45,6.27
3539,1421-1-11,HOH 1036,1995-09-16,,0.05,,1.0,0.7,0.17,3.7,0.25,6.2
3541,1421-1-26,Øvre Leitevatnet,1995-09-17,,,,,,0.14,2.0,0.23,5.92
3542,1421-2-15,Øv.Sleipåvotni,1995-09-17,,,,,,0.13,0.7,0.25,5.69
3543,1421-2-31,Sleipåvotni,1995-09-17,,0.04,,0.4,0.2,0.14,0.7,0.34,5.94
3544,1421-3-13,Store Liavatnet,1995-09-17,,,,,,0.12,0.8,0.26,5.67
3545,1421-3-24,HOH 1455,1995-09-16,,0.02,,,0.2,0.08,0.8,0.2,6.37
3546,1421-3-26,Norddalsvatnet,1995-09-17,,,,2.5,0.2,0.09,25.2,0.26,6.08
3547,1421-3-30,Hednedalsvatnet,1995-09-16,,,,0.3,,0.19,1.5,0.26,5.8
3548,1422-1-2,HOH 1539,1995-09-17,,,,0.4,0.1,0.08,0.8,0.55,6.28
3549,1422-1-4,Fossavotni,1995-09-17,,,,,0.1,0.1,0.8,0.28,6.16
3550,1422-2-19,Langetjørnane,1995-09-18,,,,0.2,0.1,0.06,1.1,0.24,6.28
3551,1422-2-25,Æråkstjørni,1995-09-18,,0.04,0.6,0.2,0.3,0.05,0.8,0.62,6.62
3552,1422-3-18,Starsjøen,1995-09-17,,,,0.4,0.1,0.11,4.3,0.33,6.17
3553,1424-1-12,Fjellvatnet,1995-09-18,,,,,0.9,0.07,0.7,0.25,6.15
3554,1424-1-14,Reinsgravtjørni,1995-09-18,,,,0.6,0.4,0.13,2.4,0.65,6.94
3555,1424-2-11,HOH 1430,1995-09-17,,,,,,0.16,0.8,0.2,5.63
3556,1424-2-30,Hyttedalsvatnet,1995-09-17,,0.1,,,0.1,0.07,1.1,0.27,6.29
3557,1426-1-6,HOH 1335,1995-09-17,,,,,,0.05,0.3,0.28,6.17
3558,1426-1-22,HOH 1475,1995-09-17,,,,0.4,0.8,0.12,0.8,0.2,5.63
3559,1426-1-23,Røykjedalsvatnet,1995-09-17,,,,0.2,,0.09,0.5,0.2,5.95
3560,1426-2-13,HOH 1488,1995-09-18,,,,0.3,,0.17,0.8,0.2,5.92
3561,1426-2-22,Nedre Mjølkedalstjørn,1995-09-18,,,,0.5,0.1,0.09,1.4,0.2,6.06
3562,1426-3-19,Åsetvatnet,1995-09-17,,0.04,0.1,0.4,0.7,0.06,1.6,0.34,6.55
3563,1428-1-18,Tobbedalsvatnet,1995-10-30,,0.02,,0.3,0.2,0.53,1.9,0.43,5.21
3564,1428-2-32,Sætrevatnet,1995-10-30,,0.04,,0.5,0.3,0.62,3.7,3.1,5.34
3565,1428-3-7,Hærlandsvatnet,1995-10-30,,,,0.3,0.3,0.58,2.7,3.7,4.9
3566,1429-2-10,Botnatjørna,1995-10-30,,,,,,0.23,1.0,5.4,4.89
3567,1430-1-13,Jakobsvatnet,1995-09-16,,,,,,0.3,0.9,0.36,6.01
3568,1430-1-65,HOH 520,1995-09-16,,,,0.3,0.1,0.28,1.7,3.6,5.4
3569,1431-2-5,Gjesdalsvatnet,1995-09-16,,,,,,0.1,1.3,0.32,5.99
3570,1431-2-26,HOH 1308,1995-09-16,,,,,0.1,0.12,1.7,0.2,5.63
3571,1431-2-35,Håheimsvatnet,1995-09-16,,,,0.3,0.1,0.12,2.2,1.0,5.94
3573,1431-4-6,Jølstravatnet,1995-09-16,,0.02,,,0.1,0.05,4.0,0.6,6.18
3574,1432-1-7,Nordvatnet,1995-09-16,,,,,,0.08,0.4,0.26,5.77
3575,1432-1-25,Nes-Isvatnet,1995-09-16,,,,0.3,0.1,0.15,0.7,0.2,5.68
3577,1432-3-15,Gjerlands-Isvatnet,1995-09-16,,,,,,0.26,1.2,0.25,5.38
3578,1433-1-37,Svartevatnet,1995-09-17,,0.02,,0.6,0.6,0.22,1.5,2.0,6.39
3579,1433-3-23,Trodalsvatnet,1995-09-16,,,,0.4,,0.21,1.8,0.81,5.5
3580,1438-2-23,L. Snønykevatnet,1995-09-16,,,,,,0.5,1.2,0.21,5.34
3581,1438-2-59,Sørdalsvatnet,1995-10-30,,,,,0.2,0.24,1.4,1.1,5.6
3582,1438-3-1,Handklevatnet,1995-10-30,,0.04,,,0.2,0.5,2.1,0.35,5.25
3583,1441-3-29,Dalsbøvatnet,1995-10-30,,0.02,,0.4,0.1,0.1,1.3,3.1,6.46
3584,1443-1-40,Byrjevatnet,1995-09-17,,,,0.3,,0.11,0.8,1.7,6.39
3585,1445-2-3,Vardevatnet,1995-09-16,,,,0.3,0.2,0.2,2.5,0.27,5.68
3586,1445-2-8,Skjerdalsvatnet,1995-09-16,,,,,,0.07,,0.28,6.09
3587,1445-2-9,Blådalsvatnet,1995-09-16,,0.02,,0.4,0.3,0.22,0.9,0.2,6.12
3588,1445-2-21,Traudalsvatnet,1995-09-16,,,,,,0.04,,0.45,6.35
3589,1449-4-2,Lovatnet,1995-09-17,,,0.3,0.6,0.2,0.12,0.9,0.33,6.5
3590,1502-1-25,Årsetvatn,1995-10-29,,,,,,0.1,0.6,6.8,6.18
3591,1504-1-13,Svartevatnet,1995-10-29,,,0.2,0.3,0.2,0.13,1.5,3.7,6.65
3592,1511-1-7,Vassdalsvatnet,1995-10-30,,,,,0.1,0.05,0.4,1.2,6.29
3593,1511-3-13,Myrkevatnet,1995-09-17,,0.06,0.2,0.3,0.3,0.19,1.1,0.36,6.06
3594,1519-3-10,Rotevatnet,1995-09-17,,,,0.3,0.4,0.06,2.3,2.8,6.78
3595,1520-1-5,Urdvatn,1995-09-17,,0.04,,0.2,0.2,,0.5,0.27,6.63
3596,1524-2-17,Gullakoppen,1995-10-30,,,,,,0.05,,0.26,6.52
3597,1525-1-12,Nykkjevatn,1995-09-17,,,,,,0.05,,0.54,6.5
3598,1525-2-601,Heimste Vesteråsvatnet,1995-09-17,,,,,,,,0.29,6.49
3599,1525-3-7,Vatnedalsvatnet,1995-11-29,,0.03,0.1,0.2,0.1,0.08,0.4,0.2,6.0
3600,1526-2-13,Litlevatnet,1995-10-30,,0.02,,0.4,0.3,0.1,1.9,0.65,6.78
3601,1529-3-5,Engsetvatnet,1995-10-30,,,,,,0.06,0.4,2.4,6.58
3602,1535-2-10,S. Oterskarvatn,1995-10-30,,,0.1,0.4,0.2,0.08,0.6,3.4,6.32
3603,1539-1-1,HOH 1060,1995-10-29,,,,,,0.07,,0.3,6.23
3604,1539-1-3,Kalkdhøtjørni,1995-10-29,,,,0.2,,0.06,,0.81,6.47
3605,1539-2-6,Øspevatn,1995-10-29,,,,,,0.07,,0.36,6.48
3606,1539-2-11,Kråkenesvatna,1995-10-29,,0.09,0.1,0.3,,0.09,0.6,0.32,6.32
3607,1543-1-2,Klappvatn,1995-10-29,,0.03,,0.4,0.2,0.13,1.4,5.8,6.27
3608,1543-2-7,Nordre Isløyptjørna,1995-10-29,,,,0.2,,0.1,0.5,0.2,6.4
3609,1563-1-4,Meskardvatnet,1995-09-18,,,,0.4,,0.04,1.0,0.45,6.24
3610,1563-2-1,Nedre Håkådalsvatnet,1995-09-18,,,,,,0.06,,0.21,6.58
3611,1563-3-6,Storvatnet,1995-09-18,,,,,,0.05,3.1,0.2,6.38
3612,1566-1-9,Grytvatnet,1995-10-30,,,,0.7,1.0,0.17,0.7,3.6,6.65
3613,1566-1-10,Damtjørna,1995-10-30,,,,,0.2,0.11,,3.0,7.58
3614,1566-2-16,Holmevatnet,1995-10-30,,,,,0.2,0.18,,3.6,6.61
3616,1569-1-8,Vasslivatnet,1995-10-30,,0.08,,0.9,0.3,0.21,1.5,3.6,6.33
3617,1569-2-4,Åkvikvatnet,1995-10-30,,,0.2,0.4,0.3,0.19,1.0,7.2,6.1
3618,1569-2-14,Rostolvatnet,1995-10-30,,0.04,0.1,0.2,0.1,0.12,1.0,1.9,6.36
3619,1572-2-15,Linnvågvatnet,1995-10-30,,,0.2,0.4,0.2,0.27,1.3,9.2,5.88
3620,1612-3-12,Heimsvatnet,1995-10-30,,,0.4,0.8,0.6,0.19,1.4,6.9,6.47
3621,1613-1-18,Botntjørna,1995-10-30,,,,,0.1,0.13,0.7,5.4,5.54
3622,1613-2-7,HOH 676,1995-10-30,,0.03,0.2,0.3,0.2,0.29,2.6,1.8,5.62
3632,1622-1-17,Holtvatnet,1995-10-30,,,0.1,0.2,0.2,0.13,1.7,4.7,5.31
3633,1622-2-5,Lauvvatnet,1995-10-30,,,,0.2,0.1,0.09,0.5,4.5,6.31
3634,1624-1-23,Sørvikvatnet,1995-09-19,,,0.5,1.0,0.4,0.31,1.8,11.9,5.78
3635,1627-2-12,Ryvatnet,1995-09-19,,,0.3,0.9,0.4,0.08,1.0,6.6,6.79
3636,1630-1-19,Åsmundvatnet,1995-09-19,2.052,,0.8,2.2,1.2,0.97,3.4,14.2,7.09
3637,1630-2-14,Holmvatnet,1995-09-19,,,0.1,0.3,,0.25,1.1,2.9,5.82
3638,1630-2-20,Torsteinvatnet,1995-09-19,,,,0.3,0.3,0.14,1.7,1.9,5.87
3639,1632-2-1,Storheitjørnin,1995-09-19,0.102,,,0.4,0.2,0.62,1.0,2.2,6.18
3640,1634-1-8,Sattja,1995-09-18,,,,0.2,,0.11,0.7,1.2,6.58
3641,1634-1-14,HOH 950,1995-09-18,,0.02,,,0.2,0.04,0.5,1.5,6.74
3642,1634-1-20,HOH 1057,1995-09-18,,,,0.3,0.2,0.05,0.7,0.31,6.02
3643,1634-3-2,Orkelsjøen,1995-09-20,,,,1.2,0.4,0.09,0.3,0.78,7.27
3644,1634-3-5,Ångardsvatnet,1995-09-18,,,0.1,0.6,0.3,0.05,0.4,1.3,6.8
3645,1636-1-6,Litleholtvatnet,1995-09-18,,0.02,0.1,0.9,1.4,0.1,0.8,3.3,7.07
3646,1636-1-15,Snipvatna,1995-09-18,0.469,0.03,,1.5,0.7,0.14,10.6,2.0,7.46
3647,1638-1-16,Midtvatnet,1995-10-30,,,0.2,0.4,0.2,0.11,0.7,3.7,6.1
3648,1638-2-3,Husdalsvatnet,1995-10-30,,,0.3,0.6,0.6,0.16,0.7,7.0,6.95
3649,1640-1-9,HOH 808,1995-09-20,,,,0.2,0.3,0.15,1.9,5.5,5.72
3650,1640-1-13,Monstjørna,1995-09-20,,0.03,,0.6,0.4,0.09,0.8,5.9,7.19
3651,1640-1-22,Heggrøsttjørnane,1995-09-20,,,,0.2,0.2,0.05,,3.6,7.16
3652,1640-2-17,Store Fjellsjøen,1995-09-20,,,,0.6,0.2,0.05,0.8,1.7,6.91
3653,1640-2-19,Vedtjørna,1995-09-20,,,,0.3,0.2,0.05,,2.8,7.2
3654,1640-3-3,Djupsjøen,1995-09-20,,0.2,0.1,26.9,3.1,0.82,107.5,2.8,7.31
3655,1640-3-4,Styggsjøane,1995-09-20,,,,,0.1,0.07,0.9,1.8,5.93
3657,1640-4-1,Aursunden,1995-09-20,,,,1.4,0.4,0.08,2.1,1.4,7.2
3658,1648-1-3,Brekkesetertj.,1995-09-20,,,0.2,,0.3,0.07,0.8,5.7,6.63
3659,1648-1-11,Vardetjørna,1995-09-20,0.132,,,0.3,0.6,0.05,,1.9,7.33
3660,1648-2-15,Langvatnet,1995-09-20,,,,0.5,0.4,0.03,0.4,1.4,7.42
3661,1653-2-10,Krokuttjørna,1995-09-20,,,,,0.1,,,2.8,7.16
3662,1653-3-10,Benna,1995-09-18,0.195,,,0.6,0.5,0.07,0.5,1.9,7.73
3663,1657-3-9,Laugen,1995-09-18,,,0.2,1.2,1.6,0.09,0.8,4.5,7.63
3664,1702-1-6,Giskåstjørna,1995-09-19,,,0.2,0.3,0.2,0.18,1.3,8.7,6.28
3665,1702-1-17,Sandtjern,1995-09-19,,,0.1,0.3,0.2,0.11,1.0,7.3,6.43
3666,1702-2-17,Jenshusvatnet,1995-09-19,,0.13,0.3,0.4,0.4,0.1,1.0,6.8,6.99
3667,1703-1-5,Fjellsettjørna,1995-09-19,,,1.2,0.4,0.5,0.18,1.3,8.5,5.8
3668,1703-2-1,Gravvatnet,1995-09-19,,,0.2,0.3,0.2,0.3,2.5,7.1,5.52
3670,1711-3-8,Fundsjøen,1995-09-20,,0.05,0.1,0.8,0.4,0.25,4.4,2.2,6.45
3671,1711-4-2,Fjergen,1995-09-20,,,,1.0,0.3,0.05,1.3,2.1,6.92
3672,1717-2-6,Liavatnet,1995-09-19,,,0.2,1.4,2.0,0.08,0.6,6.3,7.77
3673,1718-1-8,Ø. Ljøsvatn,1995-09-19,,,0.2,0.4,0.4,0.13,0.6,4.7,6.97
3674,1718-1-9,Svarttjønn,1995-09-19,,,0.4,0.4,0.6,0.24,2.2,7.0,5.67
3675,1718-1-10,Storskartjørna,1995-09-19,,0.02,0.3,0.4,0.5,0.13,1.5,3.8,6.36
3676,1718-1-15,Aunbyvatn,1995-09-19,,,0.2,0.6,0.6,0.1,4.2,5.8,6.9
3677,1718-1-16,Okstjønn,1995-09-19,,0.03,0.5,0.2,0.4,0.15,1.6,5.4,6.15
3678,1721-2-13,Søre Vassdalstjørna,1995-09-19,,,,0.3,0.2,0.11,0.5,2.7,6.66
3679,1721-3-15,Storbellingen,1995-09-19,,,,0.3,0.3,0.05,1.4,3.1,6.66
3680,1723-2-5,Røsvatnet,1995-09-19,,,0.2,0.4,0.3,0.06,1.7,5.2,6.58
3681,1724-2-22,Bogatjørna,1995-09-19,,,,,,0.19,1.2,4.1,6.18
3682,1725-1-20,Øvre Steintjørna,1995-09-19,,,,,,0.17,0.7,1.9,5.64
3683,1725-2-18,Øver-Kallhammarvatnet,1995-09-19,,,0.4,0.4,0.3,0.22,1.5,13.4,5.82
3684,1725-2-21,Sæterlangvatnet,1995-09-19,,,,,0.1,0.17,0.7,4.7,6.73
3685,1736-1-22,Fiskløysa,1995-09-19,,,,0.5,0.8,0.1,1.4,2.5,7.32
3686,1736-1-27,HOH 617,1995-09-19,,,,,0.2,0.12,0.5,2.2,6.34
3687,1736-2-3,HOH 619,1995-09-19,,,,0.3,,0.09,0.7,1.7,6.12
3688,1736-2-15,Hattjørna,1995-09-19,,,,,0.1,0.04,,0.77,6.41
3690,1736-5-1,Snåsavatnet,1995-11-13,,,0.1,0.5,0.5,0.09,1.0,3.5,7.07
3691,1738-1-19,Grønlitjørna,1995-09-19,,,0.1,0.4,0.4,0.05,0.6,3.6,7.14
3692,1738-1-21,Storolatjørnin,1995-09-19,,,,,0.3,0.12,1.1,4.3,6.51
3693,1738-2-12,Koitjørna,1995-09-19,,,,0.3,0.2,0.4,1.1,6.8,6.33
3694,1738-3-6,Store Strivatnet,1995-09-19,,,,0.4,0.2,0.05,,1.7,6.93
3695,1738-3-7,Djupvatnet,1995-09-19,,,,0.3,0.3,0.07,4.6,2.4,6.76
3696,1738-3-13,Langvatnet,1995-09-19,,,,0.2,0.1,0.08,0.8,1.9,6.44
3697,1738-4-1,Rengen,1995-09-19,,,,0.4,0.2,0.1,1.2,2.9,6.52
3698,1739-1-2,HOH 1069,1995-09-19,,,,,0.1,0.13,0.9,0.22,6.09
3699,1739-1-12,HOH 654,1995-09-19,,,,0.5,,0.07,0.4,0.69,6.74
3700,1739-1-18,Laagkoenjuenientjonne,1995-09-19,,,,0.6,1.9,0.04,0.4,1.9,7.14
3701,1739-1-28,Okstjørna,1995-09-19,,,,0.2,0.3,0.2,0.8,3.2,7.48
3702,1739-2-4,HOH 886,1995-09-19,,,,0.2,0.1,0.08,0.6,0.59,6.57
3703,1739-2-14,Måarenjaevrieh,1995-09-19,,,,0.4,0.3,0.04,,1.2,6.92
3704,1739-2-19,Øvre Blåmurtjørnin,1995-09-19,,,,,0.1,0.05,0.8,0.8,7.07
3705,1739-3-3,Vestre Rekaren,1995-09-19,,,,0.4,0.2,0.05,0.6,1.3,6.97
3706,1739-5-1,Tunnsjøen,1995-11-13,,0.04,,2.3,0.4,0.03,6.4,1.0,7.01
3707,1740-2-9,Storskorovatn,1995-09-19,,0.25,0.1,37.7,0.6,0.73,139.1,0.54,5.1
3708,1740-2-10,Krokvatnet,1995-09-19,,,,,,0.13,0.5,0.31,6.36
3709,1740-2-39,Grøndalsvatnet,1995-09-19,,,,0.4,0.2,0.07,0.5,1.4,6.94
3710,1742-1-1,Liatjørnin,1995-09-19,,,,,,0.08,0.4,1.9,5.58
3711,1742-1-7,HOH 824,1995-09-19,,,0.4,0.6,0.8,0.25,1.2,0.62,6.31
3712,1742-1-24,Røyrtjørna,1995-09-19,,0.03,0.3,0.6,0.5,0.24,2.7,8.8,7.33
3713,1748-3-5,Kvernvikvatnet,1995-09-19,,,,0.3,0.2,0.14,1.7,3.7,6.85
3714,1749-1-25,Erlandvatnet,1995-09-19,0.2,,0.1,0.3,0.2,0.43,1.4,9.7,5.58
3715,1749-3-12,Mjosundvatnet,1995-09-19,,,,0.3,0.3,0.13,1.6,1.9,5.85
3716,1751-1-4,Reinbærlivatnet,1995-09-19,,0.02,0.2,0.5,0.3,0.14,0.9,3.4,6.16
3717,1751-1-13,Sætertjørna,1995-09-19,0.143,,0.1,0.3,0.1,0.29,0.8,4.3,5.52
3718,1751-1-23,Langvatn,1995-09-19,,,,0.2,0.2,1.02,0.5,3.5,6.48
3719,1751-2-2,Småholmvatnet,1995-09-19,0.124,,,0.3,0.1,0.14,0.9,1.5,6.27
3720,1751-2-7,Vasslivatnet,1995-09-19,,,0.3,0.7,0.5,0.11,1.0,6.3,6.73
3721,1804-3-17,Sørvatnet,1995-10-25,,,0.2,0.3,0.7,0.21,1.4,1.9,6.17
3722,1805-1-7,Vestfjordvatnan,1995-11-02,,,,0.3,0.2,0.04,,1.0,7.05
